query_id,query_token_index,token_id,token,decoded,visible_page_count,document_frequency,df_ratio,idf,filtered_by_B2,filter_reason
S002-Q028,7,160498,结论,结论,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,8,132,(,(,24,23,0.9583333333333334,1.0408219945202553,True,PUNCTUATION
S002-Q028,9,36762,归,归,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,10,15775,母,母,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,11,217441,净利润,净利润,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,12,106033,呈,呈,24,20,0.8333333333333334,1.1743533871447778,True,DF_RATIO_GE_0.8
S002-Q028,13,2996,先,先,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,14,14264,升,升,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,15,1826,后,后,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,16,16328,降,降,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,17,4,",",",",24,24,1.0,1.0,True,PUNCTUATION
S002-Q028,18,128180,营业,营业,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,19,16306,收入,收入,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,20,106033,呈,呈,24,20,0.8333333333333334,1.1743533871447778,True,DF_RATIO_GE_0.8
S002-Q028,21,2996,先,先,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,22,14264,升,升,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,23,1826,后,后,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,24,16328,降,降,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,25,247,"),","),",24,1,0.041666666666666664,3.5257286443082556,True,PUNCTUATION
S002-Q028,26,19960,哪,哪,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,27,65767,一项,一项,24,2,0.08333333333333333,3.120263536200091,False,KEPT
S002-Q028,28,3123,已,已,24,11,0.4583333333333333,1.7339691750802007,False,KEPT
S002-Q028,29,85567,披露,披露,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,30,28406,数字,数字,24,1,0.041666666666666664,3.5257286443082556,False,KEPT
S002-Q028,31,1800,最,最,24,3,0.125,2.83258146374831,False,KEPT
S002-Q028,32,3856,可能,可能,24,2,0.08333333333333333,3.120263536200091,False,KEPT
S002-Q028,33,101523,削,削,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,34,17956,弱,弱,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,35,3800,它,它,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,36,74,;,;,24,24,1.0,1.0,True,PUNCTUATION
S002-Q028,37,9736,请,请,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,38,1173,用,用,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,39,46396,完整,完整,24,4,0.16666666666666666,2.6094379124341005,False,KEPT
S002-Q028,40,55874,财,财,24,1,0.041666666666666664,3.5257286443082556,False,KEPT
S002-Q028,41,470,年,年,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,42,12833,数据,数据,24,15,0.625,1.4462871026284194,False,KEPT
S002-Q028,43,27739,回答,回答,24,2,0.08333333333333333,3.120263536200091,False,KEPT
S002-Q028,44,4,",",",",24,24,1.0,1.0,True,PUNCTUATION
S002-Q028,45,562,不,不,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,46,15104,加入,加入,24,2,0.08333333333333333,3.120263536200091,False,KEPT
S002-Q028,47,62599,季度,季度,24,1,0.041666666666666664,3.5257286443082556,False,KEPT
S002-Q028,48,5412,信息,信息,24,3,0.125,2.83258146374831,False,KEPT
S002-Q028,49,4,",",",",24,24,1.0,1.0,True,PUNCTUATION
S002-Q028,50,213,在,在,24,1,0.041666666666666664,3.5257286443082556,False,KEPT
S002-Q028,51,126985,贵州,贵州,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,52,156120,茅,茅,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,53,3275,台,台,24,24,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q028,54,1842,这,这,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,55,14196,组,组,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,56,42700,三年,三年,24,17,0.7083333333333334,1.328504066972036,False,KEPT
S002-Q028,57,28406,数字,数字,24,1,0.041666666666666664,3.5257286443082556,False,KEPT
S002-Q028,58,514,中,中,24,2,0.08333333333333333,3.120263536200091,False,KEPT
S002-Q028,59,34045,具体,具体,24,3,0.125,2.83258146374831,False,KEPT
S002-Q028,60,12082,怎么,怎么,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,61,63507,体现,体现,24,0,0.0,4.218875824868201,False,KEPT
S002-Q028,62,32,?,?,24,0,0.0,4.218875824868201,True,PUNCTUATION
S002-Q028,63,2,</s>,,24,24,1.0,1.0,True,SPECIAL_TOKEN
S002-Q033,0,6,▁,,29,29,1.0,1.0,True,WHITESPACE_OR_EMPTY
S002-Q033,1,2346,把,把,29,1,0.034482758620689655,3.70805020110221,False,KEPT
S002-Q033,2,101257,上一,上一,29,4,0.13793103448275862,2.791759469228055,False,KEPT
S002-Q033,3,23072,轮,轮,29,6,0.20689655172413793,2.455287232606842,False,KEPT
S002-Q033,4,98794,现金,现金,29,23,0.7931034482758621,1.2231435513142097,False,KEPT
S002-Q033,5,4695,流,流,29,23,0.7931034482758621,1.2231435513142097,False,KEPT
S002-Q033,6,1189,与,与,29,18,0.6206896551724138,1.456758402495715,False,KEPT
S002-Q033,7,36762,归,归,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,8,15775,母,母,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,9,217441,净利润,净利润,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,10,55838,逐,逐,29,2,0.06896551724137931,3.302585092994046,False,KEPT
S002-Q033,11,470,年,年,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,12,10919,配,配,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,13,1036,对,对,29,5,0.1724137931034483,2.6094379124341005,False,KEPT
S002-Q033,14,4,",",",",29,29,1.0,1.0,True,PUNCTUATION
S002-Q033,15,196050,两者,两者,29,1,0.034482758620689655,3.70805020110221,False,KEPT
S002-Q033,16,213,在,在,29,1,0.034482758620689655,3.70805020110221,False,KEPT
S002-Q033,17,19960,哪,哪,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,18,12615,一年,一年,29,2,0.06896551724137931,3.302585092994046,False,KEPT
S002-Q033,19,41782,错,错,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,20,3803,位,位,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,21,1800,最,最,29,4,0.13793103448275862,2.791759469228055,False,KEPT
S002-Q033,22,39386,明显,明显,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,23,74,;,;,29,29,1.0,1.0,True,PUNCTUATION
S002-Q033,24,3436,如果,如果,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,25,90305,指标,指标,29,9,0.3103448275862069,2.09861228866811,False,KEPT
S002-Q033,26,18947,方向,方向,29,7,0.2413793103448276,2.3217558399823197,False,KEPT
S002-Q033,27,5714,不同,不同,29,1,0.034482758620689655,3.70805020110221,False,KEPT
S002-Q033,28,4,",",",",29,29,1.0,1.0,True,PUNCTUATION
S002-Q033,29,9736,请,请,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,30,59772,保留,保留,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,31,7382,这种,这种,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,32,109466,冲突,冲突,29,3,0.10344827586206896,3.0149030205422647,False,KEPT
S002-Q033,33,4,",",",",29,29,1.0,1.0,True,PUNCTUATION
S002-Q033,34,213,在,在,29,1,0.034482758620689655,3.70805020110221,False,KEPT
S002-Q033,35,126985,贵州,贵州,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,36,156120,茅,茅,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,37,3275,台,台,29,29,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q033,38,1842,这,这,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,39,14196,组,组,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,40,42700,三年,三年,29,22,0.7586206896551724,1.2657031657330058,False,KEPT
S002-Q033,41,28406,数字,数字,29,2,0.06896551724137931,3.302585092994046,False,KEPT
S002-Q033,42,514,中,中,29,3,0.10344827586206896,3.0149030205422647,False,KEPT
S002-Q033,43,34045,具体,具体,29,3,0.10344827586206896,3.0149030205422647,False,KEPT
S002-Q033,44,12082,怎么,怎么,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,45,63507,体现,体现,29,0,0.0,4.401197381662156,False,KEPT
S002-Q033,46,32,?,?,29,0,0.0,4.401197381662156,True,PUNCTUATION
S002-Q033,47,2,</s>,,29,29,1.0,1.0,True,SPECIAL_TOKEN
S002-Q035,0,6,▁,,31,31,1.0,1.0,True,WHITESPACE_OR_EMPTY
S002-Q035,1,107474,刚才,刚才,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,2,43,的,的,31,23,0.7419354838709677,1.2876820724517808,False,KEPT
S002-Q035,3,98794,现金,现金,31,24,0.7741935483870968,1.2468600779315258,False,KEPT
S002-Q035,4,41782,错,错,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,5,3803,位,位,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,6,132,(,(,31,24,0.7741935483870968,1.2468600779315258,True,PUNCTUATION
S002-Q035,7,101257,上一,上一,31,4,0.12903225806451613,2.8562979903656265,False,KEPT
S002-Q035,8,23072,轮,轮,31,6,0.1935483870967742,2.519825753744413,False,KEPT
S002-Q035,9,98794,现金,现金,31,24,0.7741935483870968,1.2468600779315258,False,KEPT
S002-Q035,10,4695,流,流,31,24,0.7741935483870968,1.2468600779315258,False,KEPT
S002-Q035,11,1189,与,与,31,19,0.6129032258064516,1.4700036292457357,False,KEPT
S002-Q035,12,36762,归,归,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,13,15775,母,母,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,14,217441,净利润,净利润,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,15,55838,逐,逐,31,2,0.06451612903225806,3.367123614131617,False,KEPT
S002-Q035,16,470,年,年,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,17,10919,配,配,31,1,0.03225806451612903,3.772588722239781,False,KEPT
S002-Q035,18,1036,对,对,31,6,0.1935483870967742,2.519825753744413,False,KEPT
S002-Q035,19,514,中,中,31,3,0.0967741935483871,3.0794415416798357,False,KEPT
S002-Q035,20,41782,错,错,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,21,3803,位,位,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,22,1800,最,最,31,5,0.16129032258064516,2.6739764335716716,False,KEPT
S002-Q035,23,153091,明显的,明显的,31,1,0.03225806451612903,3.772588722239781,False,KEPT
S002-Q035,24,17526,年度,年度,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,25,16,),),31,29,0.9354838709677419,1.064538521137571,True,PUNCTUATION
S002-Q035,26,3436,如果,如果,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,27,5344,只,只,31,1,0.03225806451612903,3.772588722239781,False,KEPT
S002-Q035,28,2112,看,看,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,29,150313,2025,2025,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,30,470,年,年,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,31,4,",",",",31,31,1.0,1.0,True,PUNCTUATION
S002-Q035,32,152195,会不会,会不会,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,33,148553,夸,夸,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,34,573,大,大,31,4,0.12903225806451613,2.8562979903656265,False,KEPT
S002-Q035,35,1635,或,或,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,36,106036,掩,掩,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,37,59813,盖,盖,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,38,42700,三年,三年,31,24,0.7741935483870968,1.2468600779315258,False,KEPT
S002-Q035,39,64577,趋势,趋势,31,2,0.06451612903225806,3.367123614131617,False,KEPT
S002-Q035,40,74,;,;,31,31,1.0,1.0,True,PUNCTUATION
S002-Q035,41,9736,请,请,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,42,30313,明确,明确,31,3,0.0967741935483871,3.0794415416798357,False,KEPT
S002-Q035,43,64188,哪些,哪些,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,44,354,是,是,31,1,0.03225806451612903,3.772588722239781,False,KEPT
S002-Q035,45,470,年,年,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,46,9001,报,报,31,2,0.06451612903225806,3.367123614131617,False,KEPT
S002-Q035,47,3694,原,原,31,3,0.0967741935483871,3.0794415416798357,False,KEPT
S002-Q035,48,4723,数,数,31,6,0.1935483870967742,2.519825753744413,False,KEPT
S002-Q035,49,37,、,、,31,31,1.0,1.0,True,PUNCTUATION
S002-Q035,50,64188,哪些,哪些,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,51,354,是,是,31,1,0.03225806451612903,3.772588722239781,False,KEPT
S002-Q035,52,66277,计算,计算,31,19,0.6129032258064516,1.4700036292457357,False,KEPT
S002-Q035,53,19015,结果,结果,31,2,0.06451612903225806,3.367123614131617,False,KEPT
S002-Q035,54,4,",",",",31,31,1.0,1.0,True,PUNCTUATION
S002-Q035,55,213,在,在,31,1,0.03225806451612903,3.772588722239781,False,KEPT
S002-Q035,56,126985,贵州,贵州,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,57,156120,茅,茅,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,58,3275,台,台,31,31,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q035,59,1842,这,这,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,60,14196,组,组,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,61,42700,三年,三年,31,24,0.7741935483870968,1.2468600779315258,False,KEPT
S002-Q035,62,28406,数字,数字,31,2,0.06451612903225806,3.367123614131617,False,KEPT
S002-Q035,63,514,中,中,31,3,0.0967741935483871,3.0794415416798357,False,KEPT
S002-Q035,64,34045,具体,具体,31,4,0.12903225806451613,2.8562979903656265,False,KEPT
S002-Q035,65,12082,怎么,怎么,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,66,63507,体现,体现,31,0,0.0,4.465735902799727,False,KEPT
S002-Q035,67,32,?,?,31,0,0.0,4.465735902799727,True,PUNCTUATION
S002-Q035,68,2,</s>,,31,31,1.0,1.0,True,SPECIAL_TOKEN
S002-Q039,0,6,▁,,35,35,1.0,1.0,True,WHITESPACE_OR_EMPTY
S002-Q039,1,35452,结合,结合,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,2,107474,刚才,刚才,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,3,65883,的支持,的支持,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,4,99857,证据,证据,35,13,0.37142857142857144,1.9444616088408515,False,KEPT
S002-Q039,5,264,和,和,35,34,0.9714285714285714,1.0281708769666962,True,DF_RATIO_GE_0.8
S002-Q039,6,7606,反,反,35,32,0.9142857142857143,1.0870113769896297,True,DF_RATIO_GE_0.8
S002-Q039,7,21936,证,证,35,31,0.8857142857142857,1.1177830356563834,True,DF_RATIO_GE_0.8
S002-Q039,8,4,",",",",35,35,1.0,1.0,True,PUNCTUATION
S002-Q039,9,98794,现金,现金,35,28,0.8,1.216223108469636,True,DF_RATIO_GE_0.8
S002-Q039,10,11372,相关,相关,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,11,23400,风险,风险,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,12,10730,应该,应该,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,13,51502,怎样,怎样,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,14,8212,排,排,35,1,0.02857142857142857,3.8903717578961645,False,KEPT
S002-Q039,15,53780,序,序,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,16,74,;,;,35,35,1.0,1.0,True,PUNCTUATION
S002-Q039,17,9736,请,请,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,18,3624,区,区,35,31,0.8857142857142857,1.1177830356563834,True,DF_RATIO_GE_0.8
S002-Q039,19,1583,分,分,35,31,0.8857142857142857,1.1177830356563834,True,DF_RATIO_GE_0.8
S002-Q039,20,16677,最新,最新,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,21,12615,一年,一年,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,22,43,的,的,35,26,0.7428571428571429,1.2876820724517808,False,KEPT
S002-Q039,23,14591,边,边,35,3,0.08571428571428572,3.1972245773362196,False,KEPT
S002-Q039,24,114969,际,际,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,25,27825,变化,变化,35,7,0.2,2.504077396776274,False,KEPT
S002-Q039,26,264,和,和,35,34,0.9714285714285714,1.0281708769666962,True,DF_RATIO_GE_0.8
S002-Q039,27,46396,完整,完整,35,5,0.14285714285714285,2.791759469228055,False,KEPT
S002-Q039,28,42700,三年,三年,35,28,0.8,1.216223108469636,True,DF_RATIO_GE_0.8
S002-Q039,29,201922,路径,路径,35,13,0.37142857142857144,1.9444616088408515,False,KEPT
S002-Q039,30,4,",",",",35,35,1.0,1.0,True,PUNCTUATION
S002-Q039,31,213,在,在,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,32,126985,贵州,贵州,35,35,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q039,33,156120,茅,茅,35,35,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q039,34,3275,台,台,35,35,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q039,35,1842,这,这,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,36,14196,组,组,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,37,42700,三年,三年,35,28,0.8,1.216223108469636,True,DF_RATIO_GE_0.8
S002-Q039,38,28406,数字,数字,35,2,0.05714285714285714,3.4849066497880004,False,KEPT
S002-Q039,39,514,中,中,35,4,0.11428571428571428,2.9740810260220094,False,KEPT
S002-Q039,40,34045,具体,具体,35,4,0.11428571428571428,2.9740810260220094,False,KEPT
S002-Q039,41,12082,怎么,怎么,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,42,63507,体现,体现,35,0,0.0,4.58351893845611,False,KEPT
S002-Q039,43,32,?,?,35,0,0.0,4.58351893845611,True,PUNCTUATION
S002-Q039,44,2,</s>,,35,35,1.0,1.0,True,SPECIAL_TOKEN
S002-Q042,0,6,▁,,38,38,1.0,1.0,True,WHITESPACE_OR_EMPTY
S002-Q042,1,107474,刚才,刚才,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,2,5652,看到,看到,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,3,7051,总,总,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,4,32310,资产,资产,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,5,27825,变化,变化,38,8,0.21052631578947367,2.466337068793427,False,KEPT
S002-Q042,6,1826,后,后,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,7,4,",",",",38,38,1.0,1.0,True,PUNCTUATION
S002-Q042,8,2058,再,再,38,4,0.10526315789473684,3.0541237336955462,False,KEPT
S002-Q042,9,2112,看,看,38,2,0.05263157894736842,3.5649493574615367,False,KEPT
S002-Q042,10,36762,归,归,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,11,15775,母,母,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,12,106341,股东,股东,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,13,149196,权益,权益,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,14,4,",",",",38,38,1.0,1.0,True,PUNCTUATION
S002-Q042,15,7051,总,总,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,16,32310,资产,资产,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,17,1189,与,与,38,25,0.6578947368421053,1.4054651081081644,False,KEPT
S002-Q042,18,36762,归,归,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,19,15775,母,母,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,20,106341,股东,股东,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,21,149196,权益,权益,38,37,0.9736842105263158,1.0259754864032606,True,DF_RATIO_GE_0.8
S002-Q042,22,43,的,的,38,29,0.7631578947368421,1.262364264467491,False,KEPT
S002-Q042,23,186639,扩张,扩张,38,1,0.02631578947368421,3.970414465569701,False,KEPT
S002-Q042,24,1635,或,或,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,25,6633,收,收,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,26,50317,缩,缩,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,27,10409,是否,是否,38,11,0.2894736842105263,2.1786549963416464,False,KEPT
S002-Q042,28,101340,同步,同步,38,24,0.631578947368421,1.4446858212614457,False,KEPT
S002-Q042,29,74,;,;,38,38,1.0,1.0,True,PUNCTUATION
S002-Q042,30,9736,请,请,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,31,2996,先,先,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,32,4766,给,给,38,2,0.05263157894736842,3.5649493574615367,False,KEPT
S002-Q042,33,160498,结论,结论,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,34,4,",",",",38,38,1.0,1.0,True,PUNCTUATION
S002-Q042,35,2058,再,再,38,4,0.10526315789473684,3.0541237336955462,False,KEPT
S002-Q042,36,37090,说明,说明,38,13,0.34210526315789475,2.0245043165143874,False,KEPT
S002-Q042,37,42700,三年,三年,38,31,0.8157894736842105,1.1978257433299198,True,DF_RATIO_GE_0.8
S002-Q042,38,83277,依据,依据,38,2,0.05263157894736842,3.5649493574615367,False,KEPT
S002-Q042,39,4,",",",",38,38,1.0,1.0,True,PUNCTUATION
S002-Q042,40,213,在,在,38,3,0.07894736842105263,3.277267285009756,False,KEPT
S002-Q042,41,126985,贵州,贵州,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,42,156120,茅,茅,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,43,3275,台,台,38,38,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q042,44,1842,这,这,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,45,14196,组,组,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,46,42700,三年,三年,38,31,0.8157894736842105,1.1978257433299198,True,DF_RATIO_GE_0.8
S002-Q042,47,28406,数字,数字,38,2,0.05263157894736842,3.5649493574615367,False,KEPT
S002-Q042,48,514,中,中,38,4,0.10526315789473684,3.0541237336955462,False,KEPT
S002-Q042,49,34045,具体,具体,38,4,0.10526315789473684,3.0541237336955462,False,KEPT
S002-Q042,50,12082,怎么,怎么,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,51,63507,体现,体现,38,0,0.0,4.663561646129646,False,KEPT
S002-Q042,52,32,?,?,38,0,0.0,4.663561646129646,True,PUNCTUATION
S002-Q042,53,2,</s>,,38,38,1.0,1.0,True,SPECIAL_TOKEN
S002-Q044,0,6,▁,,40,40,1.0,1.0,True,WHITESPACE_OR_EMPTY
S002-Q044,1,2346,把,把,40,1,0.025,4.0204248861443626,False,KEPT
S002-Q044,2,68999,前面,前面,40,0,0.0,4.713572066704308,False,KEPT
S002-Q044,3,43,的,的,40,31,0.775,1.2478361639045812,False,KEPT
S002-Q044,4,128180,营业,营业,40,40,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q044,5,16306,收入,收入,40,40,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q044,6,5838,接,接,40,4,0.1,3.1041341542702074,False,KEPT
S002-Q044,7,43774,回来,回来,40,0,0.0,4.713572066704308,False,KEPT
S002-Q044,8,4,",",",",40,40,1.0,1.0,True,PUNCTUATION
S002-Q044,9,32310,资产,资产,40,39,0.975,1.0246926125903715,True,DF_RATIO_GE_0.8
S002-Q044,10,27825,变化,变化,40,9,0.225,2.410986973710262,False,KEPT
S002-Q044,11,87154,有没有,有没有,40,0,0.0,4.713572066704308,False,KEPT
S002-Q044,12,10007,得到,得到,40,1,0.025,4.0204248861443626,False,KEPT
S002-Q044,13,25446,规模,规模,40,1,0.025,4.0204248861443626,False,KEPT
S002-Q044,14,15346,增长,增长,40,1,0.025,4.0204248861443626,False,KEPT
S002-Q044,15,93085,支撑,支撑,40,1,0.025,4.0204248861443626,False,KEPT
S002-Q044,16,74,;,;,40,40,1.0,1.0,True,PUNCTUATION
S002-Q044,17,3436,如果,如果,40,0,0.0,4.713572066704308,False,KEPT
S002-Q044,18,99857,证据,证据,40,18,0.45,1.7691330875378672,False,KEPT
S002-Q044,19,23737,不足,不足,40,6,0.15,2.7676619176489945,False,KEPT
S002-Q044,20,4,",",",",40,40,1.0,1.0,True,PUNCTUATION
S002-Q044,21,6618,直接,直接,40,7,0.175,2.6341305250244718,False,KEPT
S002-Q044,22,37090,说明,说明,40,13,0.325,2.074514737089049,False,KEPT
S002-Q044,23,22605,缺,缺,40,19,0.475,1.7178397931503167,False,KEPT
S002-Q044,24,3524,口,口,40,24,0.6,1.494696241836107,False,KEPT
S002-Q044,25,4,",",",",40,40,1.0,1.0,True,PUNCTUATION
S002-Q044,26,7402,不要,不要,40,1,0.025,4.0204248861443626,False,KEPT
S002-Q044,27,41506,补,补,40,1,0.025,4.0204248861443626,False,KEPT
S002-Q044,28,98106,估计,估计,40,2,0.05,3.614959778036198,False,KEPT
S002-Q044,29,10502,值,值,40,2,0.05,3.614959778036198,False,KEPT
S002-Q044,30,4,",",",",40,40,1.0,1.0,True,PUNCTUATION
S002-Q044,31,213,在,在,40,3,0.075,3.327277705584417,False,KEPT
S002-Q044,32,126985,贵州,贵州,40,40,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q044,33,156120,茅,茅,40,40,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q044,34,3275,台,台,40,40,1.0,1.0,True,DF_RATIO_GE_0.8
S002-Q044,35,1842,这,这,40,0,0.0,4.713572066704308,False,KEPT
S002-Q044,36,14196,组,组,40,0,0.0,4.713572066704308,False,KEPT
S002-Q044,37,42700,三年,三年,40,33,0.825,1.1872115420881464,True,DF_RATIO_GE_0.8
S002-Q044,38,28406,数字,数字,40,2,0.05,3.614959778036198,False,KEPT
S002-Q044,39,514,中,中,40,4,0.1,3.1041341542702074,False,KEPT
S002-Q044,40,34045,具体,具体,40,4,0.1,3.1041341542702074,False,KEPT
S002-Q044,41,12082,怎么,怎么,40,0,0.0,4.713572066704308,False,KEPT
