comparison,session_id,query_id,transition,before_gold_ranks,after_gold_ranks,promoted_gold,demoted_gold,top5_page_ids_identical
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q007,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}",0,0,True
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q011,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 1}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q013,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 4}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q014,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 3}","{""c64751d6-21c8-5c09-87da-48f940293661"": 2}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q021,UNCHANGED_MISS,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 11}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 10}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q022,UNCHANGED_HIT,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 1, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 16}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 1, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 16}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q026,UNCHANGED_HIT,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 4, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 17}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 2, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 18}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q028,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 7}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 8}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q033,UNCHANGED_HIT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 6, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 4, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}",1,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q035,UNCHANGED_MISS,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 18}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 17}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q039,UNCHANGED_HIT,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 32, ""a9136ff5-7fca-58fe-8907-08b361042647"": 1}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 31, ""a9136ff5-7fca-58fe-8907-08b361042647"": 2}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q042,UNCHANGED_HIT,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 3}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 1}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q044,UNCHANGED_MISS,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 27, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 16}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 16, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 18}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q049,UNCHANGED_HIT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 3}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 2}",0,0,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q052,HURT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 5, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 29}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 9, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 30}",0,1,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q055,HURT,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 14, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 3}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 12, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 7}",0,1,False
原 Production Add（仅当前 User + Assistant）：去除 User vs 原始 formatter,S005,S005-Q056,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 38}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 37}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q007,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 3}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q011,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 3, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 1}","{""2631e802-75be-5089-9418-baece6a717cf"": 5, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 1}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q013,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 7, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 4}","{""2631e802-75be-5089-9418-baece6a717cf"": 7, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 4}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q014,UNCHANGED_HIT,"{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 1}","{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 1}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q021,UNCHANGED_MISS,"{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 7}","{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 7}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q022,UNCHANGED_MISS,"{""34fa3574-894f-575c-b9b0-0a183473746e"": 17, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 9}","{""34fa3574-894f-575c-b9b0-0a183473746e"": 16, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 7}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q026,UNCHANGED_MISS,"{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 13, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 15}","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 14, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 17}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q028,UNCHANGED_HIT,"{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 4}","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 4}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q033,UNCHANGED_MISS,"{""d5c03971-3795-5256-a75f-b3921d61a92d"": 7, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 24}","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 8, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 21}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q035,UNCHANGED_MISS,"{""b4497adc-7393-57c0-8917-ce3372fbd151"": 24}","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 20}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q039,UNCHANGED_MISS,"{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 7, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 17}","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 6, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 25}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q042,UNCHANGED_MISS,"{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 9}","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 11}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q044,UNCHANGED_MISS,"{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 6, ""4054aab2-0aa7-5019-b341-077265511add"": 10}","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 9, ""4054aab2-0aa7-5019-b341-077265511add"": 8}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S001,S001-Q049,UNCHANGED_MISS,"{""de592e81-e050-536b-8909-32866c85f6c2"": 10}","{""de592e81-e050-536b-8909-32866c85f6c2"": 7}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q007,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q011,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 1}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 1}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q013,UNCHANGED_MISS,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 7}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 8}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q014,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 4}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 4}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q021,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q022,UNCHANGED_MISS,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 13, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 6}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 13, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 6}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q026,UNCHANGED_HIT,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 3, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 13}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 2, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 12}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q028,UNCHANGED_HIT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q033,HURT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 15}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 7, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 15}",0,1,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q035,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 16}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 12}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q039,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 15, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 15, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q042,UNCHANGED_MISS,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 15}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 15}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q044,UNCHANGED_MISS,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 9}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 7}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q049,UNCHANGED_MISS,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 10}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 9}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q052,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 8}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 8}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q055,UNCHANGED_MISS,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 7, ""2e583969-bc65-5074-a7fe-0424438cd092"": 37}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 7, ""2e583969-bc65-5074-a7fe-0424438cd092"": 38}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q056,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 15}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 14}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q063,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 12}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 12}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q065,UNCHANGED_HIT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 19}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 19}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q066,UNCHANGED_HIT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 15}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 15}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S002,S002-Q070,UNCHANGED_MISS,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 12}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 9}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q007,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q011,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q013,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 8, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 4}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 8, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 3}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q014,UNCHANGED_HIT,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q021,UNCHANGED_MISS,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q022,UNCHANGED_HIT,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 7, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 1}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 7, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 1}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q026,UNCHANGED_HIT,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 3, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 6}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 3, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 7}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q028,UNCHANGED_HIT,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 2}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 4}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q033,HURT,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 5, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 13}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 8, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 15}",0,1,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q035,UNCHANGED_MISS,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 14}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 14}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q039,UNCHANGED_MISS,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 18, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 29}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 15, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 30}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q042,UNCHANGED_MISS,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 14}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q044,UNCHANGED_MISS,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 35, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 39}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 36, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 38}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q049,UNCHANGED_MISS,"{""2316a391-e779-530b-ac2f-055182347d32"": 16}","{""2316a391-e779-530b-ac2f-055182347d32"": 19}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q052,UNCHANGED_MISS,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 35, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 18}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 32, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 15}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q055,UNCHANGED_HIT,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 25, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 5}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 28, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 5}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q056,UNCHANGED_MISS,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 26}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 29}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q063,UNCHANGED_MISS,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 17}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 12}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q065,UNCHANGED_MISS,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 10, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 25}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 9, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 22}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q066,UNCHANGED_HIT,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 1, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 20}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 1, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 17}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q070,UNCHANGED_MISS,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 18}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 12}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q077,UNCHANGED_MISS,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 13, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 56, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 35}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 10, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 54, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 28}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q078,UNCHANGED_MISS,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 29, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 50}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 35, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 50}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q084,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 36}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 32}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q088,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 34, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 51}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 28, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 44}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S003,S003-Q091,RESCUED,"{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 27, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 9, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 8}","{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 20, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 4, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 3}",2,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q007,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 3}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 2}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q011,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 6, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 6, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q013,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 9, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 4}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 9, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 4}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q014,UNCHANGED_MISS,"{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 6}","{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 6}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q021,UNCHANGED_MISS,"{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 13}","{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 13}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q022,UNCHANGED_HIT,"{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 1, ""1e8809d9-9426-51b9-9e17-039093174440"": 7}","{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 1, ""1e8809d9-9426-51b9-9e17-039093174440"": 7}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q026,UNCHANGED_HIT,"{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 20, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 3}","{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 20, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 3}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q028,RESCUED,"{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 6}","{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 4}",1,0,False
