session_id,query_id,original_query,search_baseline_actual_embedding_text,search_p2_actual_embedding_text,comparison,before_config,after_config,gold_page_ids,before_gold_ranks,after_gold_ranks,transition,promoted_gold,demoted_gold,extreme_promotion_beyond20_to_top5,extreme_demotion_top5_to_beyond20,max_promotion,max_demotion
S002,S002-Q021,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e""]","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}",UNCHANGED_MISS,0,0,0,0,-3,3
S002,S002-Q021,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e""]","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}",UNCHANGED_MISS,0,0,0,0,-3,3
S002,S002-Q022,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"", ""b304ab57-b911-5070-88ba-fca4f39a37e8""]","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 10, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 3}",UNCHANGED_HIT,1,1,0,0,8,6
S002,S002-Q022,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了营业收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"", ""b304ab57-b911-5070-88ba-fca4f39a37e8""]","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 10, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 2}",UNCHANGED_HIT,1,1,0,0,9,6
S002,S002-Q026,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"", ""e64218f2-62ce-555a-ba53-f3fd1214e0f7""]","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 17, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 20}",UNCHANGED_MISS,0,0,0,0,-11,11
S002,S002-Q026,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"", ""e64218f2-62ce-555a-ba53-f3fd1214e0f7""]","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 17, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 20}",UNCHANGED_MISS,0,0,0,0,-11,11
S002,S002-Q028,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论（归母净利润呈先升后降，营业收入呈先升后降），哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""42756865-0f8f-5dcc-a050-6ecec5b828ce""]","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 4}",RESCUED,1,0,0,0,4,-4
S002,S002-Q028,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论（归母净利润呈先升后降，营业收入呈先升后降），哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""42756865-0f8f-5dcc-a050-6ecec5b828ce""]","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}",UNCHANGED_HIT,0,0,0,0,0,0
S002,S002-Q033,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 1, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}",UNCHANGED_HIT,0,0,0,0,3,-3
S002,S002-Q033,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 1, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}",UNCHANGED_HIT,0,0,0,0,3,-3
S002,S002-Q035,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位（上一轮现金流与归母净利润逐年配对中错位最明显的年度）如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""893b3ae9-1f94-5436-8c6d-54e200693867""]","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 12}",UNCHANGED_MISS,0,0,0,0,-4,4
S002,S002-Q035,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位（上一轮现金流与归母净利润逐年配对中错位最明显的年度）如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""893b3ae9-1f94-5436-8c6d-54e200693867""]","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 15}",UNCHANGED_MISS,0,0,0,0,-6,6
S002,S002-Q039,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"", ""78a623b8-bff9-5b45-b990-24d74e714f9b""]","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 10, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 3}",UNCHANGED_HIT,0,0,0,0,2,2
S002,S002-Q039,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"", ""78a623b8-bff9-5b45-b990-24d74e714f9b""]","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 10, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 3}",UNCHANGED_HIT,0,0,0,0,2,2
S002,S002-Q042,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""5c22c135-b86e-56a3-83eb-7484d1183dca""]","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 3}",UNCHANGED_HIT,0,0,0,0,2,-2
S002,S002-Q042,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""5c22c135-b86e-56a3-83eb-7484d1183dca""]","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 3}",UNCHANGED_HIT,0,0,0,0,1,-1
S002,S002-Q044,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""57b8caa3-b46e-50f2-a65a-bb244543b1c3"", ""647fce0c-6320-5a98-819d-50dff3300582""]","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 18, ""647fce0c-6320-5a98-819d-50dff3300582"": 8}",UNCHANGED_MISS,0,0,0,0,22,-3
S002,S002-Q044,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""57b8caa3-b46e-50f2-a65a-bb244543b1c3"", ""647fce0c-6320-5a98-819d-50dff3300582""]","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 18, ""647fce0c-6320-5a98-819d-50dff3300582"": 8}",UNCHANGED_MISS,0,0,0,0,22,-3
S002,S002-Q049,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""57600f18-283a-5f61-bf9e-7a48d4f8d3c5""]","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 25}",HURT,0,1,0,1,-20,20
S002,S002-Q049,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""57600f18-283a-5f61-bf9e-7a48d4f8d3c5""]","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 25}",HURT,0,1,0,1,-20,20
S002,S002-Q052,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""647fce0c-6320-5a98-819d-50dff3300582"", ""d728a292-3080-5624-89ff-d8e05d09e8ca""]","{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 24}",UNCHANGED_HIT,0,1,0,1,1,19
S002,S002-Q052,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""647fce0c-6320-5a98-819d-50dff3300582"", ""d728a292-3080-5624-89ff-d8e05d09e8ca""]","{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 24}",UNCHANGED_HIT,0,1,0,1,1,19
S002,S002-Q055,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""2e583969-bc65-5074-a7fe-0424438cd092""]","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 14, ""2e583969-bc65-5074-a7fe-0424438cd092"": 46}",HURT,0,1,0,0,-9,33
S002,S002-Q055,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""2e583969-bc65-5074-a7fe-0424438cd092""]","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 14, ""2e583969-bc65-5074-a7fe-0424438cd092"": 46}",HURT,0,1,0,0,-9,33
S002,S002-Q056,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""e40ec65e-2907-515a-b1dd-3bec39109106""]","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 35}",UNCHANGED_MISS,0,0,0,0,-1,1
S002,S002-Q056,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""e40ec65e-2907-515a-b1dd-3bec39109106""]","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 35}",UNCHANGED_MISS,0,0,0,0,-1,1
S002,S002-Q063,结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面关于总资产呈连续上升、归母股东权益呈连续上升的判断中哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""3549589e-05fe-5631-9385-5379f8dd4396""]","{""3549589e-05fe-5631-9385-5379f8dd4396"": 19}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 26}",UNCHANGED_MISS,0,0,0,0,-7,7
S002,S002-Q063,结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面关于总资产呈连续上升、归母股东权益呈连续上升的判断中哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""3549589e-05fe-5631-9385-5379f8dd4396""]","{""3549589e-05fe-5631-9385-5379f8dd4396"": 22}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 10}",UNCHANGED_MISS,0,0,0,0,12,-12
S002,S002-Q065,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断（总资产呈连续上升，归母股东权益呈连续上升），但不要把近似值当正式指标。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270""]","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 10}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 24}",UNCHANGED_HIT,0,0,0,0,-1,14
S002,S002-Q065,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断（总资产呈连续上升，归母股东权益呈连续上升），但不要把近似值当正式指标。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270""]","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 20}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 24}",UNCHANGED_HIT,0,0,0,0,0,4
S002,S002-Q066,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""166328f1-a89c-5b18-8a53-02ac909e0849"", ""323c7c4f-02b6-5801-9c72-3623423fb3c6""]","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 9}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 2, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 16}",UNCHANGED_HIT,0,0,0,0,-1,7
S002,S002-Q066,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,NewAdd vs OldAdd under Search-P2,OLD_P2,NEW_P2,"[""166328f1-a89c-5b18-8a53-02ac909e0849"", ""323c7c4f-02b6-5801-9c72-3623423fb3c6""]","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 17}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 3, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 11}",UNCHANGED_HIT,0,0,0,0,6,2
S002,S002-Q070,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,NewAdd vs OldAdd under Search-Baseline,OLD_BASE,NEW_BASE,"[""95dce1c8-76eb-5c10-b622-b77e03c00526""]","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 54}",UNCHANGED_MISS,0,0,0,0,-17,17
