Session,Query ID,Gold Page ID,Gold source_turn_id,Add Prompt,Query 检索方式,Gold rank,Gold score
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,最小改动 Add Prompt,原始问题直接检索,5,0.3630346655845642
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,最小改动 Add Prompt,上下文引用解析后检索,5,0.3630346655845642
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,多检索入口保留 Add Prompt,原始问题直接检索,6,0.3515717387199402
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,多检索入口保留 Add Prompt,上下文引用解析后检索,6,0.3515717089176178
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,任务 + 证据链保留 Add Prompt,原始问题直接检索,7,0.36223673820495605
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,7,0.36223679780960083
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,原 Production Add Prompt,原始问题直接检索,3,0.3914191424846649
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,原 Production Add Prompt,上下文引用解析后检索,3,0.3914192020893097
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,最小改动 Add Prompt,原始问题直接检索,3,0.3936304748058319
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,最小改动 Add Prompt,上下文引用解析后检索,3,0.3936305046081543
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,多检索入口保留 Add Prompt,原始问题直接检索,3,0.3889041543006897
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,多检索入口保留 Add Prompt,上下文引用解析后检索,3,0.3889041841030121
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,任务 + 证据链保留 Add Prompt,原始问题直接检索,1,0.39389902353286743
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,1,0.39389899373054504
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,原 Production Add Prompt,原始问题直接检索,9,0.33159926533699036
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,原 Production Add Prompt,上下文引用解析后检索,9,0.3315993845462799
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,最小改动 Add Prompt,原始问题直接检索,9,0.364383727312088
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,最小改动 Add Prompt,上下文引用解析后检索,9,0.3643837869167328
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,多检索入口保留 Add Prompt,原始问题直接检索,9,0.3291097581386566
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,多检索入口保留 Add Prompt,上下文引用解析后检索,9,0.3291098177433014
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,任务 + 证据链保留 Add Prompt,原始问题直接检索,9,0.3466429114341736
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,9,0.34664297103881836
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,原 Production Add Prompt,原始问题直接检索,5,0.4067200720310211
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,原 Production Add Prompt,上下文引用解析后检索,5,0.4067201614379883
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,最小改动 Add Prompt,原始问题直接检索,7,0.39223891496658325
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,最小改动 Add Prompt,上下文引用解析后检索,7,0.392238974571228
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,多检索入口保留 Add Prompt,原始问题直接检索,3,0.42262938618659973
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,多检索入口保留 Add Prompt,上下文引用解析后检索,3,0.4226294755935669
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,任务 + 证据链保留 Add Prompt,原始问题直接检索,7,0.3974030911922455
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,7,0.39740318059921265
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,原 Production Add Prompt,原始问题直接检索,3,0.5073202252388
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,原 Production Add Prompt,上下文引用解析后检索,3,0.5073203444480896
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,最小改动 Add Prompt,原始问题直接检索,5,0.508246123790741
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,最小改动 Add Prompt,上下文引用解析后检索,5,0.5082460641860962
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,多检索入口保留 Add Prompt,原始问题直接检索,4,0.5176877379417419
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,多检索入口保留 Add Prompt,上下文引用解析后检索,4,0.5176877379417419
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,任务 + 证据链保留 Add Prompt,原始问题直接检索,2,0.520135223865509
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,2,0.520135223865509
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,原 Production Add Prompt,原始问题直接检索,13,0.6465378403663635
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,原 Production Add Prompt,上下文引用解析后检索,13,0.6465377807617188
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,最小改动 Add Prompt,原始问题直接检索,16,0.6220054030418396
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,最小改动 Add Prompt,上下文引用解析后检索,16,0.6220054030418396
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,多检索入口保留 Add Prompt,原始问题直接检索,15,0.6375592947006226
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,多检索入口保留 Add Prompt,上下文引用解析后检索,15,0.6375592947006226
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,任务 + 证据链保留 Add Prompt,原始问题直接检索,15,0.6325157880783081
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,15,0.6325157880783081
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,原 Production Add Prompt,原始问题直接检索,4,0.7317522764205933
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,原 Production Add Prompt,上下文引用解析后检索,4,0.7392288446426392
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,最小改动 Add Prompt,原始问题直接检索,10,0.701072096824646
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,最小改动 Add Prompt,上下文引用解析后检索,11,0.7055974006652832
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,多检索入口保留 Add Prompt,原始问题直接检索,8,0.7187210321426392
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,多检索入口保留 Add Prompt,上下文引用解析后检索,8,0.7250662446022034
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,任务 + 证据链保留 Add Prompt,原始问题直接检索,2,0.7615261673927307
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,2,0.7618555426597595
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,原 Production Add Prompt,原始问题直接检索,11,0.6958172917366028
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,原 Production Add Prompt,上下文引用解析后检索,11,0.7118639945983887
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,最小改动 Add Prompt,原始问题直接检索,12,0.6936532855033875
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,最小改动 Add Prompt,上下文引用解析后检索,10,0.7081602811813354
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,多检索入口保留 Add Prompt,原始问题直接检索,11,0.7026292681694031
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,多检索入口保留 Add Prompt,上下文引用解析后检索,11,0.7138811945915222
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,任务 + 证据链保留 Add Prompt,原始问题直接检索,8,0.706611692905426
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,8,0.7195895910263062
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,原 Production Add Prompt,原始问题直接检索,6,0.6949954032897949
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,原 Production Add Prompt,上下文引用解析后检索,6,0.6949952840805054
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,最小改动 Add Prompt,原始问题直接检索,1,0.7066137194633484
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,最小改动 Add Prompt,上下文引用解析后检索,1,0.7066136598587036
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,多检索入口保留 Add Prompt,原始问题直接检索,6,0.6935025453567505
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,多检索入口保留 Add Prompt,上下文引用解析后检索,6,0.6935026049613953
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,任务 + 证据链保留 Add Prompt,原始问题直接检索,3,0.7146605253219604
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,3,0.7146605253219604
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,原 Production Add Prompt,原始问题直接检索,9,0.6865123510360718
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,原 Production Add Prompt,上下文引用解析后检索,9,0.6865124106407166
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,最小改动 Add Prompt,原始问题直接检索,14,0.6716660261154175
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,最小改动 Add Prompt,上下文引用解析后检索,14,0.671666145324707
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,多检索入口保留 Add Prompt,原始问题直接检索,14,0.666008710861206
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,多检索入口保留 Add Prompt,上下文引用解析后检索,14,0.6660088300704956
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,任务 + 证据链保留 Add Prompt,原始问题直接检索,17,0.6517237424850464
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,17,0.6517237424850464
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,原 Production Add Prompt,原始问题直接检索,8,0.635677695274353
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,原 Production Add Prompt,上下文引用解析后检索,1,0.772222638130188
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,最小改动 Add Prompt,原始问题直接检索,4,0.6435429453849792
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,最小改动 Add Prompt,上下文引用解析后检索,1,0.7722180485725403
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,多检索入口保留 Add Prompt,原始问题直接检索,12,0.6287872195243835
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,多检索入口保留 Add Prompt,上下文引用解析后检索,4,0.745048999786377
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,任务 + 证据链保留 Add Prompt,原始问题直接检索,3,0.6442079544067383
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,1,0.7773895263671875
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,原 Production Add Prompt,原始问题直接检索,4,0.7509975433349609
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,原 Production Add Prompt,上下文引用解析后检索,4,0.7509974837303162
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,最小改动 Add Prompt,原始问题直接检索,2,0.7434691786766052
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,最小改动 Add Prompt,上下文引用解析后检索,2,0.7434691786766052
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,多检索入口保留 Add Prompt,原始问题直接检索,1,0.7544829845428467
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,多检索入口保留 Add Prompt,上下文引用解析后检索,1,0.7544829845428467
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,任务 + 证据链保留 Add Prompt,原始问题直接检索,2,0.7617372274398804
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,2,0.7617372870445251
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,原 Production Add Prompt,原始问题直接检索,11,0.713391900062561
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,原 Production Add Prompt,上下文引用解析后检索,11,0.7133919596672058
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,最小改动 Add Prompt,原始问题直接检索,13,0.7139806747436523
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,最小改动 Add Prompt,上下文引用解析后检索,13,0.7139806747436523
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,多检索入口保留 Add Prompt,原始问题直接检索,18,0.710669994354248
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,多检索入口保留 Add Prompt,上下文引用解析后检索,18,0.710669994354248
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,任务 + 证据链保留 Add Prompt,原始问题直接检索,11,0.7257113456726074
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,11,0.7257114052772522
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,原 Production Add Prompt,原始问题直接检索,8,0.71683669090271
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,原 Production Add Prompt,上下文引用解析后检索,9,0.7331234216690063
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,最小改动 Add Prompt,原始问题直接检索,8,0.7147980332374573
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,最小改动 Add Prompt,上下文引用解析后检索,10,0.7285999059677124
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,多检索入口保留 Add Prompt,原始问题直接检索,11,0.7004480361938477
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,多检索入口保留 Add Prompt,上下文引用解析后检索,10,0.727247953414917
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,任务 + 证据链保留 Add Prompt,原始问题直接检索,5,0.7192502021789551
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,7,0.7371921539306641
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,原 Production Add Prompt,原始问题直接检索,12,0.6947565078735352
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,原 Production Add Prompt,上下文引用解析后检索,12,0.6947564482688904
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,最小改动 Add Prompt,原始问题直接检索,14,0.6854740977287292
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,最小改动 Add Prompt,上下文引用解析后检索,14,0.6854740381240845
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,多检索入口保留 Add Prompt,原始问题直接检索,10,0.6938832402229309
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,多检索入口保留 Add Prompt,上下文引用解析后检索,10,0.6938831210136414
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,任务 + 证据链保留 Add Prompt,原始问题直接检索,10,0.7033858895301819
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,10,0.7033858299255371
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,原 Production Add Prompt,原始问题直接检索,1,0.7444235682487488
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,原 Production Add Prompt,上下文引用解析后检索,1,0.7444235682487488
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,最小改动 Add Prompt,原始问题直接检索,5,0.7102868556976318
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,最小改动 Add Prompt,上下文引用解析后检索,5,0.7102867960929871
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,多检索入口保留 Add Prompt,原始问题直接检索,2,0.7261504530906677
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,多检索入口保留 Add Prompt,上下文引用解析后检索,2,0.7261503338813782
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,任务 + 证据链保留 Add Prompt,原始问题直接检索,1,0.7470093965530396
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,1,0.7470093369483948
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,原 Production Add Prompt,原始问题直接检索,5,0.7117832899093628
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,原 Production Add Prompt,上下文引用解析后检索,4,0.7403773665428162
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,最小改动 Add Prompt,原始问题直接检索,15,0.6697381734848022
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,最小改动 Add Prompt,上下文引用解析后检索,15,0.6950036883354187
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,多检索入口保留 Add Prompt,原始问题直接检索,5,0.7109928131103516
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,多检索入口保留 Add Prompt,上下文引用解析后检索,5,0.7340497970581055
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,任务 + 证据链保留 Add Prompt,原始问题直接检索,7,0.7020859718322754
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,7,0.7312965989112854
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,原 Production Add Prompt,原始问题直接检索,40,0.6301290392875671
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,原 Production Add Prompt,上下文引用解析后检索,40,0.6301290988922119
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,最小改动 Add Prompt,原始问题直接检索,40,0.5856926441192627
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,最小改动 Add Prompt,上下文引用解析后检索,40,0.5856927037239075
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,多检索入口保留 Add Prompt,原始问题直接检索,40,0.6427235007286072
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,多检索入口保留 Add Prompt,上下文引用解析后检索,40,0.642723560333252
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,任务 + 证据链保留 Add Prompt,原始问题直接检索,40,0.6008638739585876
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,40,0.6008639335632324
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,原 Production Add Prompt,原始问题直接检索,11,0.7112531065940857
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,原 Production Add Prompt,上下文引用解析后检索,11,0.7112531661987305
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,最小改动 Add Prompt,原始问题直接检索,7,0.7193984985351562
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,最小改动 Add Prompt,上下文引用解析后检索,7,0.7193984985351562
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,多检索入口保留 Add Prompt,原始问题直接检索,6,0.7368533611297607
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,多检索入口保留 Add Prompt,上下文引用解析后检索,6,0.7368533611297607
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,任务 + 证据链保留 Add Prompt,原始问题直接检索,5,0.7369365096092224
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,5,0.7369365692138672
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,原 Production Add Prompt,原始问题直接检索,5,0.6977245807647705
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,原 Production Add Prompt,上下文引用解析后检索,5,0.6977246403694153
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,最小改动 Add Prompt,原始问题直接检索,10,0.6687809824943542
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,最小改动 Add Prompt,上下文引用解析后检索,10,0.6687809824943542
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,多检索入口保留 Add Prompt,原始问题直接检索,9,0.6737036108970642
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,多检索入口保留 Add Prompt,上下文引用解析后检索,9,0.6737037301063538
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,任务 + 证据链保留 Add Prompt,原始问题直接检索,8,0.6789008378982544
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,8,0.6789008975028992
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,原 Production Add Prompt,原始问题直接检索,2,0.5538138151168823
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,原 Production Add Prompt,上下文引用解析后检索,2,0.5538136959075928
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,最小改动 Add Prompt,原始问题直接检索,2,0.5630211234092712
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,最小改动 Add Prompt,上下文引用解析后检索,2,0.5630210638046265
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,多检索入口保留 Add Prompt,原始问题直接检索,1,0.5616695880889893
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,多检索入口保留 Add Prompt,上下文引用解析后检索,1,0.5616695880889893
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,任务 + 证据链保留 Add Prompt,原始问题直接检索,1,0.5661167502403259
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,1,0.5661166906356812
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,原 Production Add Prompt,原始问题直接检索,5,0.5295717716217041
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,原 Production Add Prompt,上下文引用解析后检索,5,0.5295717120170593
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,最小改动 Add Prompt,原始问题直接检索,17,0.47432631254196167
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,最小改动 Add Prompt,上下文引用解析后检索,17,0.4743262231349945
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,多检索入口保留 Add Prompt,原始问题直接检索,8,0.49775537848472595
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,多检索入口保留 Add Prompt,上下文引用解析后检索,8,0.49775537848472595
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,任务 + 证据链保留 Add Prompt,原始问题直接检索,9,0.5186546444892883
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,9,0.5186546444892883
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,原 Production Add Prompt,原始问题直接检索,5,0.519546627998352
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,原 Production Add Prompt,上下文引用解析后检索,5,0.519546627998352
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,最小改动 Add Prompt,原始问题直接检索,28,0.4695245027542114
