Session,Query ID,候选 Add Prompt,Query 检索方式,Transition,Production Gold ranks,Candidate Gold ranks,Promoted Gold,Demoted Gold,Max promotion,Max demotion
S002,S002-Q011,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 5, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}",1,0,1,0
S002,S002-Q011,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}",0,0,0,0
S002,S002-Q011,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}",0,0,0,0
S002,S002-Q011,任务 + 证据链保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 1}",0,0,2,1
S002,S002-Q011,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 1}",0,0,2,1
S002,S002-Q013,最小改动 Add Prompt,原始问题直接检索,HURT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 7}",0,1,0,2
S002,S002-Q013,最小改动 Add Prompt,上下文引用解析后检索,HURT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 7}",0,1,0,2
S002,S002-Q013,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 3}",0,0,2,0
S002,S002-Q013,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 3}",0,0,2,0
S002,S002-Q013,任务 + 证据链保留 Add Prompt,原始问题直接检索,HURT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 7}",0,1,0,2
S002,S002-Q013,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,HURT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 7}",0,1,0,2
S002,S002-Q014,最小改动 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 5}",0,0,-2,2
S002,S002-Q014,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 5}",0,0,-2,2
S002,S002-Q014,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 4}",0,0,-1,1
S002,S002-Q014,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 4}",0,0,-1,1
S002,S002-Q014,任务 + 证据链保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 2}",0,0,1,-1
S002,S002-Q014,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 2}",0,0,1,-1
S002,S002-Q021,最小改动 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}",0,0,-3,3
S002,S002-Q021,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}",0,0,-3,3
S002,S002-Q021,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",0,0,-2,2
S002,S002-Q021,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",0,0,-2,2
S002,S002-Q021,任务 + 证据链保留 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",0,0,-2,2
S002,S002-Q021,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",0,0,-2,2
S002,S002-Q022,最小改动 Add Prompt,原始问题直接检索,HURT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 10, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 12}",0,1,-1,6
S002,S002-Q022,最小改动 Add Prompt,上下文引用解析后检索,HURT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 11, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 10}",0,1,1,7
S002,S002-Q022,多检索入口保留 Add Prompt,原始问题直接检索,HURT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 8, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}",0,1,0,4
S002,S002-Q022,多检索入口保留 Add Prompt,上下文引用解析后检索,HURT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 8, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}",0,1,0,4
S002,S002-Q022,任务 + 证据链保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 2, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 8}",0,0,3,-2
S002,S002-Q022,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 2, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 8}",0,0,3,-2
S002,S002-Q026,最小改动 Add Prompt,原始问题直接检索,RESCUED,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 1, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 14}",1,0,5,5
S002,S002-Q026,最小改动 Add Prompt,上下文引用解析后检索,RESCUED,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 1, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 14}",1,0,5,5
S002,S002-Q026,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 14}",0,0,0,5
S002,S002-Q026,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 14}",0,0,0,5
S002,S002-Q026,任务 + 证据链保留 Add Prompt,原始问题直接检索,RESCUED,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 3, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 17}",1,0,3,8
S002,S002-Q026,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,RESCUED,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 3, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 17}",1,0,3,8
S002,S002-Q028,最小改动 Add Prompt,原始问题直接检索,RESCUED,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 4}",1,0,4,-4
S002,S002-Q028,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}",0,0,0,0
S002,S002-Q028,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 12}",0,0,-4,4
S002,S002-Q028,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 4}",0,0,-3,3
S002,S002-Q028,任务 + 证据链保留 Add Prompt,原始问题直接检索,RESCUED,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 3}",1,0,5,-5
S002,S002-Q028,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}",0,0,0,0
S002,S002-Q033,最小改动 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 13}",0,0,2,2
S002,S002-Q033,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 13}",0,0,2,2
S002,S002-Q033,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 1, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 18}",0,0,3,7
S002,S002-Q033,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 1, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 18}",0,0,3,7
S002,S002-Q033,任务 + 证据链保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",0,0,2,0
S002,S002-Q033,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",0,0,2,0
S002,S002-Q035,最小改动 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}",0,0,0,0
S002,S002-Q035,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 10}",0,0,-1,1
S002,S002-Q035,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",0,0,-3,3
S002,S002-Q035,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 10}",0,0,-1,1
S002,S002-Q035,任务 + 证据链保留 Add Prompt,原始问题直接检索,RESCUED,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 5}",1,0,3,-3
S002,S002-Q035,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 7}",0,0,2,-2
S002,S002-Q039,最小改动 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 14, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 5}",0,0,-2,4
S002,S002-Q039,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 14, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 5}",0,0,-2,4
S002,S002-Q039,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 10, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}",0,0,2,1
S002,S002-Q039,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 10, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}",0,0,2,1
S002,S002-Q039,任务 + 证据链保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 10, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",0,0,2,0
S002,S002-Q039,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 10, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",0,0,2,0
S002,S002-Q042,最小改动 Add Prompt,原始问题直接检索,HURT,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 15}",0,1,-10,10
S002,S002-Q042,最小改动 Add Prompt,上下文引用解析后检索,HURT,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 15}",0,1,-11,11
S002,S002-Q042,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}",0,0,0,0
S002,S002-Q042,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}",0,0,-1,1
S002,S002-Q042,任务 + 证据链保留 Add Prompt,原始问题直接检索,HURT,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 7}",0,1,-2,2
S002,S002-Q042,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,HURT,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 7}",0,1,-3,3
S002,S002-Q044,最小改动 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 7}",0,0,4,0
S002,S002-Q044,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 7}",0,0,4,0
S002,S002-Q044,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_MISS,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 6}",0,0,5,0
S002,S002-Q044,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_MISS,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 6}",0,0,5,0
S002,S002-Q044,任务 + 证据链保留 Add Prompt,原始问题直接检索,RESCUED,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 5}",1,0,6,0
S002,S002-Q044,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,RESCUED,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 5}",1,0,6,0
S002,S002-Q049,最小改动 Add Prompt,原始问题直接检索,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 10}",0,1,-5,5
S002,S002-Q049,最小改动 Add Prompt,上下文引用解析后检索,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 10}",0,1,-5,5
S002,S002-Q049,多检索入口保留 Add Prompt,原始问题直接检索,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 9}",0,1,-4,4
S002,S002-Q049,多检索入口保留 Add Prompt,上下文引用解析后检索,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 9}",0,1,-4,4
S002,S002-Q049,任务 + 证据链保留 Add Prompt,原始问题直接检索,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 8}",0,1,-3,3
S002,S002-Q049,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,HURT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 8}",0,1,-3,3
S002,S002-Q052,最小改动 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 17}",0,1,0,12
S002,S002-Q052,最小改动 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 17}",0,1,0,12
S002,S002-Q052,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 8}",0,1,1,3
S002,S002-Q052,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 8}",0,1,1,3
S002,S002-Q052,任务 + 证据链保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 9}",0,1,1,4
S002,S002-Q052,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 9}",0,1,1,4
S002,S002-Q055,最小改动 Add Prompt,原始问题直接检索,HURT,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 28, ""2e583969-bc65-5074-a7fe-0424438cd092"": 14}",0,1,-1,23
S002,S002-Q055,最小改动 Add Prompt,上下文引用解析后检索,HURT,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 28, ""2e583969-bc65-5074-a7fe-0424438cd092"": 14}",0,1,-1,23
S002,S002-Q055,多检索入口保留 Add Prompt,原始问题直接检索,UNCHANGED_HIT,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 19, ""2e583969-bc65-5074-a7fe-0424438cd092"": 3}",1,1,10,14
S002,S002-Q055,多检索入口保留 Add Prompt,上下文引用解析后检索,UNCHANGED_HIT,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 19, ""2e583969-bc65-5074-a7fe-0424438cd092"": 3}",1,1,10,14
