comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,候选 Add Prompt,Gold movement,TASK_added,TASK_lost,TASK_preserved,SUBJECT_added,SUBJECT_lost,SUBJECT_preserved,TIME_added,TIME_lost,TIME_preserved,INDICATOR_added,INDICATOR_lost,INDICATOR_preserved,NUMBER_added,NUMBER_lost,NUMBER_preserved,STATE_added,STATE_lost,STATE_preserved,RELATION_added,RELATION_lost,RELATION_preserved,DEPENDENCY_added,DEPENDENCY_lost,DEPENDENCY_preserved,EVIDENCE_LIMIT_added,EVIDENCE_LIMIT_lost,EVIDENCE_LIMIT_preserved,KEYWORD_added,KEYWORD_lost,KEYWORD_preserved,JUDGMENT_added,JUDGMENT_lost,JUDGMENT_preserved
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,10,-5,0.6531623601913452,0.6670598387718201,0.013897478580474854,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,[],"[""同步比较""]","[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""扣非归母净利润"", ""经营活动现金流净额""]",[],"[""2024""]","[""+29.94%"", ""-20.38%"", ""-21.37%"", ""-55.69%"", ""03"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""369.83"", ""591.36""]",[],"[""不同步""]","[""先升后降"", ""连续下降""]",[],"[""不同步""]","[""同比""]","[""CONTINUATION""]",[],"[""PREVIOUS_TURN""]",[],"[""信息缺口"", ""证据限制""]","[""口径限制"", ""来源限制""]","[""比率拆解""]",[],"[""2023-2025"", ""年度报告"", ""扣非归母净利润"", ""比亚迪"", ""经营活动现金流净额"", ""近似杠杆""]",[],"[""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,25,-22,0.5494986772537231,0.5037419199943542,-0.045756757259368896,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""同步比较"", ""风险排序""]",[],"[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量"", ""管理层问询""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""扣非归母净利润"", ""经营活动现金流净额""]",[],"[""2024""]","[""+29.94%"", ""-20.38%"", ""-21.37%"", ""-55.69%"", ""03"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""369.83"", ""591.36""]",[],[],"[""先升后降"", ""无法确认"", ""连续下降""]","[""比较""]",[],"[""同比""]","[""CONTINUATION""]",[],[],[],"[""口径限制""]","[""来源限制""]","[""可核实问题"", ""管理问询"", ""资产权益变化""]","[""管理层问询""]","[""2023-2025"", ""年度报告"", ""扣非归母净利润"", ""比亚迪"", ""经营活动现金流净额""]",[],[],"[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,9,-5,0.5578400492668152,0.5513321161270142,-0.006507933139801025,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""信息缺口"", ""反证检验"", ""验证""]",[],"[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],"[""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""扣非归母净利润""]",[],"[""+29.02%"", ""+3.46%"", ""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""2024"", ""591.36"", ""6,023.15"", ""7,771.02"", ""8,039.65""]","[""+12.81%"", ""+15.28%"", ""+29.94%"", ""+34.00%"", ""-18.97%"", ""-20.38%"", ""03"", ""1225045350"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""300.41"", ""326.19"", ""369.83"", ""402.54"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""不同步"", ""信息缺口"", ""拐点""]","[""连续下降""]","[""先升后降"", ""同步"", ""连续上升""]","[""不同步"", ""反证""]",[],"[""同步"", ""同比""]","[""CONTINUATION"", ""REVISION""]",[],[],"[""信息缺口""]",[],"[""口径限制"", ""来源限制""]","[""反证检验""]","[""反向检查""]","[""2023-2025"", ""年度报告"", ""归母净利润"", ""总资产"", ""扣非归母净利润"", ""比亚迪"", ""资产扩张有效性""]",[],[],"[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,34,-30,0.5434472560882568,0.4273220896720886,-0.11612516641616821,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""判断修订"", ""反证检验"", ""验证""]","[""原因解释""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",[],"[""+12.81%"", ""+15.28%"", ""+29.02%"", ""+3.46%"", ""+32.94%"", ""+33.46%"", ""1,388.1"", ""1,852.51"", ""2,462.75"", ""2024"", ""6,023.15"", ""6,795.48"", ""7,771.02"", ""7,833.56"", ""8,039.65"", ""8,837.3""]","[""+29.94%"", ""+34.00%"", ""-18.97%"", ""-20.38%"", ""-21.37%"", ""-55.69%"", ""03"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""300.41"", ""326.19"", ""369.83"", ""402.54"", ""591.36""]",[],"[""连续上升""]","[""先升后降"", ""连续下降""]","[""修订"", ""反证""]","[""比较""]","[""同比""]","[""CONTINUATION"", ""REVISION""]",[],[],[],"[""口径限制""]","[""来源限制""]","[""反证"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""表述降级""]","[""2024年中间点"", ""信号调和"", ""归母股东权益"", ""总资产"", ""盈利指标""]","[""2023-2025"", ""年度报告"", ""比亚迪""]","[""修订""]","[""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,2,26,0.3380138576030731,0.4343365430831909,0.0963226854801178,候选二：当前轮信息优先 + 一句关系补充,PROMOTED,"[""信息缺口"", ""证据分级""]","[""判断修订"", ""反证检验"", ""可复算性""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母股东权益"", ""扣非归母净利润""]",[],"[""2024""]","[""+29.94%"", ""+32.94%"", ""+33.46%"", ""-20.38%"", ""03"", ""1,388.1"", ""1,852.51"", ""1225045350"", ""2,462.75"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""369.83""]","[""信息缺口""]","[""拐点""]","[""先升后降"", ""连续上升""]",[],"[""修订"", ""反证""]","[""同比""]",[],"[""REVISION""]","[""CONTINUATION"", ""PREVIOUS_TURN""]","[""信息缺口""]",[],"[""口径限制"", ""来源限制""]","[""信息缺口"", ""口径检查"", ""证据分级""]","[""公开证据边界"", ""整体画像"", ""盈利分析""]","[""2023-2025"", ""年度报告"", ""归母股东权益"", ""扣非归母净利润"", ""比亚迪""]","[""判断""]","[""修订"", ""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,38,-35,0.6123521327972412,0.5209343433380127,-0.09141778945922852,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""信息缺口"", ""判断修订""]","[""反证检验"", ""管理层问询"", ""综合判断"", ""证据分级"", ""风险排序"", ""验证""]","[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""归母股东权益"", ""营业收入""]","[""扣非归母净利润"", ""经营活动现金流净额""]",[],"[""+29.02%"", ""+3.46%"", ""+32.94%"", ""+33.46%"", ""+34.00%"", ""-18.97%"", ""1,388.1"", ""1,852.51"", ""2,462.75"", ""2024"", ""300.41"", ""326.19"", ""402.54"", ""6,023.15"", ""7,771.02"", ""8,039.65""]","[""+29.94%"", ""-20.38%"", ""-21.37%"", ""-55.69%"", ""03"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""369.83"", ""591.36""]","[""信息缺口""]","[""连续上升""]","[""不同步"", ""先升后降"", ""拐点"", ""连续下降""]","[""修订""]","[""反证""]","[""不同步"", ""同比""]","[""PREVIOUS_TURN""]",[],"[""CONTINUATION"", ""EARLIER_CONTEXT"", ""REVISION""]","[""信息缺口""]",[],"[""口径限制"", ""来源限制""]","[""历史纠错"", ""年度报告""]","[""归母净利润"", ""归母股东权益"", ""综合结论"", ""营业收入""]","[""2023-2025"", ""扣非归母净利润"", ""比亚迪"", ""经营活动现金流净额""]","[""修订""]",[],"[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,19,-17,0.47814619541168213,0.44057026505470276,-0.03757593035697937,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,[],"[""反证检验"", ""可复算性"", ""管理层问询"", ""验证""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""证据分级""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],"[""经营活动现金流净额""]","[""归母股东权益"", ""扣非归母净利润""]",[],"[""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""2024"", ""591.36""]","[""+29.94%"", ""+32.94%"", ""+33.46%"", ""-20.38%"", ""03"", ""1,388.1"", ""1,852.51"", ""1225045350"", ""2,462.75"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""369.83""]",[],"[""拐点"", ""连续下降""]","[""先升后降"", ""连续上升""]",[],"[""反证""]","[""同比""]",[],"[""EARLIER_CONTEXT"", ""PREVIOUS_TURN"", ""REVISION""]","[""CONTINUATION""]",[],[],"[""口径限制"", ""来源限制""]","[""三年口径""]","[""管理问询""]","[""2023-2025"", ""年度报告"", ""归母股东权益"", ""扣非归母净利润"", ""比亚迪"", ""证据分级""]",[],"[""判断"", ""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,7,-3,0.5201765894889832,0.5001416802406311,-0.02003490924835205,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""阶段小结""]","[""可复算性"", ""管理层问询"", ""证据分级""]","[""原因解释"", ""反证检验"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""验证""]",[],[],"[""比亚迪""]",[],"[""2024年""]","[""2023"", ""2023年"", ""2025"", ""2025年"", ""2026""]",[],"[""经营活动现金流净额""]","[""归母股东权益"", ""扣非归母净利润""]",[],"[""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""2024"", ""591.36""]","[""+29.94%"", ""+32.94%"", ""+33.46%"", ""-20.38%"", ""03"", ""1,388.1"", ""1,852.51"", ""1225045350"", ""2,462.75"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""369.83""]","[""不同步""]","[""拐点"", ""连续下降""]","[""先升后降"", ""连续上升""]","[""不同步"", ""修订""]",[],"[""反证"", ""同比"", ""比较""]",[],[],"[""CONTINUATION"", ""EARLIER_CONTEXT"", ""PREVIOUS_TURN"", ""REVISION""]",[],"[""口径限制""]","[""来源限制""]","[""反证""]",[],"[""2023-2025"", ""反向验证"", ""年度报告"", ""归母股东权益"", ""扣非归母净利润"", ""比亚迪""]","[""修订""]","[""确认""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,4,3,0.4091431200504303,0.43901506066322327,0.02987194061279297,候选二：当前轮信息优先 + 一句关系补充,PROMOTED,"[""可复算性"", ""同步比较""]",[],"[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""宁德时代""]",[],"[""2024""]","[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[],"[""+15.01%"", ""+17.04%"", ""+23.92%"", ""+24.90%"", ""+36.52%"", ""+42.28%"", ""+9.69%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02"", ""441.21"", ""507.45"", ""7,171.68"", ""7,866.58"", ""722.01"", ""9,748.28""]","[""不同步"", ""同步""]",[],"[""先降后升"", ""连续上升""]","[""不同步"", ""同步""]",[],"[""同比""]","[""CONTINUATION""]",[],[],"[""口径限制""]",[],"[""来源限制""]",[],[],"[""2023-2025"", ""同比"", ""宁德时代"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""财务变化""]","[""判断"", ""确认""]","[""支持""]","[""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,6,-2,0.42706114053726196,0.40906259417533875,-0.017998546361923218,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""反证检验"", ""证据分级""]","[""信息缺口"", ""盈利质量""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""宁德时代""]",[],"[""2024""]","[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""总资产""]","[""归母股东权益"", ""营业收入""]",[],"[""+15.01%"", ""+23.92%"", ""+42.28%"", ""+9.69%"", ""441.21"", ""507.45"", ""7,171.68"", ""7,866.58"", ""722.01"", ""9,748.28""]","[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]",[],"[""同步"", ""无法确认""]","[""先降后升"", ""连续上升""]","[""反证""]","[""同步""]","[""同比""]","[""EARLIER_CONTEXT"", ""PREVIOUS_TURN"", ""REVISION""]",[],[],[],"[""证据限制""]","[""来源限制""]","[""反证"", ""合规核验"", ""归母股东权益"", ""来源追溯"", ""营业收入""]","[""年报来源"", ""归母净利润"", ""总资产"", ""经营支撑"", ""资产扩张""]","[""2023-2025"", ""同比"", ""宁德时代""]",[],"[""支持""]","[""判断"", ""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,17,-13,0.5493555665016174,0.46376872062683105,-0.08558684587478638,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""可复算性"", ""效率判断"", ""证据分级""]","[""判断修订""]","[""信息缺口"", ""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母股东权益"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]",[],[],"[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]",[],"[""无法确认""]","[""信息缺口"", ""先降后升"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""EARLIER_CONTEXT"", ""REVISION""]",[],"[""口径限制""]","[""证据限制""]","[""信息缺口"", ""来源限制""]","[""合规核验"", ""证据可靠性排序""]","[""年报来源""]","[""2023-2025"", ""信息缺口"", ""同比"", ""宁德时代"", ""归母股东权益"", ""营业收入""]",[],"[""修订"", ""支持""]","[""判断"", ""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,19,-18,0.6653862595558167,0.5552800297737122,-0.11010622978210449,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,[],"[""信息缺口"", ""现金质量""]","[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""总资产"", ""经营活动现金流净额""]","[""归母净利润"", ""扣非归母净利润"", ""营业收入""]","[""11.00%"", ""14.02%"", ""17.04%""]","[""+23.92%"", ""+24.90%"", ""+36.52%"", ""+9.69%"", ""1,977.08"", ""2,469.3"", ""3,371.08"", ""7,171.68"", ""7,866.58"", ""9,748.28""]","[""+15.01%"", ""+17.04%"", ""+42.28%"", ""-9.70%"", ""03"", ""10"", ""10，"", ""1225002213"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,620.13"", ""4,009.17"", ""4,237.02"", ""441.21"", ""507.45"", ""722.01""]",[],"[""信息缺口"", ""拐点"", ""无法确认""]","[""先降后升"", ""连续上升""]",[],"[""比较""]","[""同比""]",[],"[""PREVIOUS_TURN""]",[],"[""口径限制""]","[""信息缺口"", ""证据限制""]","[""来源限制""]","[""2024年中间点"", ""口径限制"", ""归母净利润"", ""近似利润率""]","[""同比"", ""年度拐点"", ""年报原数"", ""归母股东权益""]","[""2023-2025"", ""宁德时代"", ""营业收入"", ""计算结果""]",[],"[""支持""]","[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,11,-10,0.6313807368278503,0.5551393628120422,-0.0762413740158081,候选二：当前轮信息优先 + 一句关系补充,DEMOTED,"[""杠杆分析""]","[""信息缺口"", ""同步比较"", ""效率判断"", ""现金质量"", ""盈利质量"", ""阶段小结""]","[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""经营活动现金流净额""]","[""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""+15.01%"", ""+23.92%"", ""+42.28%"", ""+9.69%"", ""0.435"", ""0.460"", ""0.559"", ""441.21"", ""507.45"", ""7,171.68"", ""7,866.58"", ""722.01"", ""9,748.28""]","[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]","[""拐点""]","[""信息缺口"", ""同步"", ""无法确认""]","[""先降后升"", ""连续上升""]",[],"[""同步""]","[""同比""]","[""PREVIOUS_TURN""]","[""CONTINUATION"", ""EARLIER_CONTEXT""]",[],"[""口径限制""]","[""信息缺口"", ""证据限制""]","[""来源限制""]","[""2024年中间点"", ""口径限制"", ""年报原数"", ""归母股东权益"", ""近似杠杆""]","[""同比"", ""年报来源"", ""归母净利润"", ""总资产"", ""阶段小结""]","[""2023-2025"", ""宁德时代"", ""营业收入""]",[],"[""判断"", ""支持""]","[""确认"", ""结论""]"
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,1,6,0.5447832942008972,0.5890539884567261,0.04427069425582886,候选二：当前轮信息优先 + 一句关系补充,PROMOTED,"[""可复算性""]","[""信息缺口"", ""同步比较"", ""效率判断"", ""现金质量""]","[""判断修订"", ""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""证据分级""]",[],[],"[""宁德时代""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""总资产"", ""经营活动现金流净额""]","[""归母股东权益"", ""营业收入""]",[],"[""0.435"", ""0.460"", ""0.559""]","[""+17.04%"", ""+24.90%"", ""+36.52%"", ""-9.70%"", ""03"", ""1,977.08"", ""10"", ""10，"", ""1225002213"", ""2,469.3"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,371.08"", ""3,620.13"", ""4,009.17"", ""4,237.02""]",[],"[""信息缺口""]","[""先降后升"", ""无法确认"", ""连续上升""]","[""比较""]",[],"[""修订"", ""同比""]",[],"[""CONTINUATION""]","[""REVISION""]",[],"[""信息缺口"", ""口径限制"", ""证据限制""]","[""来源限制""]","[""冲突调和"", ""历史纠错"", ""年报原数""]","[""三年口径"", ""同比"", ""资产效率""]","[""2023-2025"", ""宁德时代"", ""归母股东权益"", ""营业收入"", ""证据分级""]",[],[],"[""修订"", ""判断"", ""支持"", ""确认"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,7,-6,0.5079617500305176,0.4524611830711365,-0.055500566959381104,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""同步比较""]","[""可复算性"", ""现金质量"", ""验证""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""经营活动现金流净额""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""1225114731"", ""17，""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""不同步"", ""同步"", ""拐点""]",[],"[""先升后降"", ""连续上升""]","[""不同步"", ""同步""]",[],"[""同比""]",[],"[""EARLIER_CONTEXT""]",[],[],"[""口径限制"", ""来源限制""]",[],"[""同比"", ""拐点"", ""研究底稿"", ""阶段性结论""]","[""年报来源"", ""盈利质量"", ""经营现金流""]","[""2023-2025"", ""归母股东权益"", ""营业收入"", ""贵州茅台""]",[],"[""支持"", ""确认""]","[""判断"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,2,4,0.5258427858352661,0.6071240901947021,0.08128130435943604,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""同步比较""]",[],"[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""1225114731"", ""17，""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""不同步"", ""同步"", ""拐点""]",[],"[""先升后降"", ""连续上升""]","[""不同步"", ""同步"", ""比较""]",[],"[""同比""]","[""PREVIOUS_TURN""]",[],[],[],"[""口径限制"", ""来源限制""]",[],"[""年度报告"", ""拐点"", ""收入与利润同步性""]","[""归母股东权益"", ""营业收入"", ""财务变化""]","[""2023-2025"", ""同比"", ""归母净利润"", ""总资产"", ""贵州茅台""]","[""判断""]","[""确认""]","[""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,7,-4,0.6154555082321167,0.5924391746520996,-0.02301633358001709,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,[],"[""效率判断"", ""盈利质量""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""总资产""]","[""归母股东权益"", ""营业收入""]",[],"[""+1.64%"", ""+15.38%"", ""+9.62%"", ""-4.53%"", ""0.542"", ""0.556"", ""0.572"", ""1225114731"", ""17，"", ""2,727"", ""2,989.45"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""+15.71%"", ""+4.95%"", ""+8.09%"", ""-1.21%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2023"", ""2024"", ""2025"", ""2026""]","[""拐点""]",[],"[""不同步"", ""先升后降"", ""同步"", ""连续上升""]",[],[],"[""不同步"", ""同步"", ""同比""]",[],[],[],[],"[""口径限制"", ""来源限制""]",[],"[""归母股东权益"", ""拐点"", ""盈利路径"", ""营业收入"", ""边际变化""]","[""年报来源"", ""归母净利润"", ""总资产"", ""资产扩张""]","[""2023-2025"", ""同比"", ""贵州茅台""]",[],"[""确认""]","[""判断"", ""结论""]"
