Session,source_turn_id,Add Prompt,Current User,Summary opening,current_user_bigram_coverage,best_following_turn_id,best_following_user_bigram_coverage,following_minus_current_coverage,potential_following_task_dominance,current_user_tasks,summary_opening_tasks,following_only_tasks_in_summary,current_tasks_preserved,current_user_from_frozen_session_matches
S003,S003-Q062,当前前后文 Prompt（主要基线）,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把2024年这个中间点也保留下来。,"用户要求结合上一轮和更早的盈利、现金结论，连成一条不跳步的证据链，并保留2024年中间点。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：归母股东权益2023年1,388.1亿元、2024年1,852",0.7209302325581395,S003-Q063,0.09523809523809523,-0.6256921373200443,False,"[""拐点定位""]","[""口径核验"", ""拐点定位"", ""来源核验""]",[],"[""拐点定位""]",True
S003,S003-Q063,当前前后文 Prompt（主要基线）,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,"用户要求解释证据链中两个方向相反指标（营业收入连续上升、归母净利润先升后降）的冲突处理方式，并确保结论可衔接下一轮追问。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：营业收入2023年6,023.1",0.3333333333333333,S003-Q064,0.10256410256410256,-0.23076923076923075,False,"[""原因解释"", ""同步比较""]","[""原因解释"", ""口径核验"", ""同步比较"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],"[""原因解释"", ""同步比较""]",True
S003,S003-Q064,当前前后文 Prompt（主要基线）,沿着刚才的冲突回看，早期哪一个结论最需要修订；请区分最新一年的边际变化和完整三年路径。,用户要求沿上一轮冲突回看早期结论，区分最新一年边际变化与完整三年路径，并识别最需修订的早期结论。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：归母净利润2023年300.41亿元、2024年402.,0.5384615384615384,S003-Q067,0.09090909090909091,-0.4475524475524475,False,"[""判断修订""]","[""判断修订"", ""口径核验"", ""来源核验"", ""盈利质量""]",[],"[""判断修订""]",True
S003,S003-Q065,当前前后文 Prompt（主要基线）,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,用户要求修订后重新区分事实、计算与判断，检查前面各轮信息是否被混在一起，并保留一项可能的反证。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：扣非归母净利润2023年284.62亿元、2024年369,0.6904761904761905,S003-Q068,0.075,-0.6154761904761905,False,"[""判断修订"", ""反证检验""]","[""判断修订"", ""反证检验"", ""口径核验"", ""来源核验"", ""盈利质量""]",[],"[""判断修订"", ""反证检验""]",True
S003,S003-Q066,当前前后文 Prompt（主要基线）,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,"用户要求审查表达强度，区分哪些结论只能说“显示”而不能说“证明”，并说明与上一问的关系。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：经营活动现金流净额2023年1,697.25亿元、2024年1,",0.631578947368421,S003-Q067,0.06818181818181818,-0.5633971291866029,False,"[""一般分析判断""]","[""口径核验"", ""来源核验""]",[],[],True
S003,S003-Q067,当前前后文 Prompt（主要基线）,沿着上一轮的结论，我想再做一次反向验证：从更早的问题里找一项最有力的反证；请先给结论，再说明三年依据。,"用户要求沿上一轮结论进行反向验证，从更早问题中寻找最有力的反证，先给结论再说明三年依据。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：总资产2023年6,795.48亿元、2024年7,833.56",0.5454545454545454,S003-Q070,0.09090909090909091,-0.4545454545454545,False,"[""反证检验"", ""验证""]","[""反证检验"", ""口径核验"", ""来源核验"", ""验证""]","[""来源核验""]","[""反证检验"", ""验证""]",True
S003,S003-Q068,当前前后文 Prompt（主要基线）,结合刚才的反证和主证据，现阶段风险排序是否需要调整；请把两段同比分开，不要合成一个趋势词。,"用户要求结合前文反证与主证据，判断现阶段风险排序是否需要调整，并明确要求将两段同比分开表述。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：归母股东权益2023年1,388.1亿元、2024年1,85",0.525,S003-Q071,0.12,-0.405,False,"[""判断修订"", ""反证检验"", ""同比解释"", ""风险排序""]","[""判断修订"", ""反证检验"", ""口径核验"", ""同比解释"", ""来源核验"", ""风险排序""]","[""口径核验"", ""来源核验""]","[""判断修订"", ""反证检验"", ""同比解释"", ""风险排序""]",True
S003,S003-Q069,当前前后文 Prompt（主要基线）,把前面分散的结论整理成风险议题卡的一段核心内容；如果证据不足，直接说明缺口，不要补估计值。,"用户要求将前文分散的结论整理成风险议题卡的一段核心内容，并明确证据不足时直接说明缺口、不补估计值。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：营业收入2023年6,023.15亿元、2024年7,",0.775,S003-Q071,0.12,-0.655,False,"[""一般分析判断""]","[""口径核验"", ""来源核验""]","[""口径核验"", ""来源核验""]",[],True
S003,S003-Q070,当前前后文 Prompt（主要基线）,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,用户要求沿上一轮材料补全来源、限制和允许后续引用的中间结论，并指出需修订的判断。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：归母净利润2023年300.41亿元、2024年402.54亿元、202,0.5454545454545454,S003-Q071,0.1,-0.44545454545454544,False,"[""判断修订"", ""来源核验""]","[""判断修订"", ""口径核验"", ""来源核验"", ""盈利质量""]","[""口径核验""]","[""判断修订"", ""来源核验""]",True
S003,S003-Q071,当前前后文 Prompt（主要基线）,沿着前面的财务结论，先从反证、尾部风险与监控触发项角度排出三项最重要的信息；请用完整财年数据回答，不加入季度信息。,用户要求基于前文财务结论，从反证、尾部风险与监控触发项角度排出三项最重要的信息，并明确使用完整财年数据、不加入季度信息。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：扣非归母净利润2023年284.,0.76,S003-Q072,0.09090909090909091,-0.6690909090909091,False,"[""反证检验"", ""口径核验""]","[""反证检验"", ""口径核验"", ""来源核验"", ""盈利质量""]",[],"[""反证检验"", ""口径核验""]",True
S003,S003-Q072,当前前后文 Prompt（主要基线）,刚才的排序里，哪一项最直接影响风险委员会委员的判断？,"用户询问在上一轮风险排序中，哪一项最直接影响风险委员会委员的判断。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从信用视角回答：经营活动现金流净额呈连续下降（2023年1,697.25亿元、2024年1,33",0.7727272727272727,S003-Q075,0.16666666666666666,-0.6060606060606061,False,"[""一般分析判断""]","[""口径核验"", ""来源核验"", ""风险排序""]",[],[],True
S003,S003-Q073,当前前后文 Prompt（主要基线）,接着把上一轮的核心疑点改写成可由年报或管理层回答的问题；先说明能确认的事实，再说还不能确认的原因。,"用户要求将上一轮的核心疑点改写成可由年报或管理层回答的问题，并先说明能确认的事实、再说还不能确认的原因。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：总资产2023年6,795.48亿元、2024年",0.9047619047619048,S003-Q075,0.14285714285714285,-0.7619047619047619,False,"[""原因解释"", ""管理层问询""]","[""原因解释"", ""口径核验"", ""来源核验"", ""管理层问询""]",[],"[""原因解释"", ""管理层问询""]",True
S003,S003-Q074,当前前后文 Prompt（主要基线）,如果要放进风险议题卡，前面的数字和限制应该怎样组织；请从当前岗位最关心的证据开始回答。,"用户要求将前文财务数字和限制组织成风险议题卡，并从风险委员会委员岗位最关心的证据开始回答。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元。关键数据：归母股东权益2023年1,388.1亿元、2024年1,852",0.5128205128205128,S003-Q075,0.14285714285714285,-0.3699633699633699,False,[],"[""口径核验"", ""来源核验""]","[""来源核验""]",[],True
S003,S003-Q075,当前前后文 Prompt（主要基线）,刚才的材料还缺一句总判断，怎样写才能简洁但不丢失反证；不要只比较2023年和2025年两个端点。,用户要求为比亚迪2023-2025年财务分析补充一句简洁但不丢失反证的总判断，并明确不要只比较2023年和2025年两个端点。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答：营业收入呈,0.6428571428571429,S003-Q078,0.04878048780487805,-0.5940766550522648,False,"[""反证检验"", ""同步比较""]","[""反证检验"", ""口径核验"", ""同步比较"", ""来源核验""]","[""来源核验""]","[""反证检验"", ""同步比较""]",True
S003,S003-Q076,当前前后文 Prompt（主要基线）,我担心上一轮过于确定，请再用前面最强的反例做一次压力检验；如果指标方向不同，请保留这种冲突。,用户要求对上一轮过于确定的结论进行压力检验，使用前面最强的反例，并保留指标方向不同的冲突。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：归母净利润2023年300.41亿元,0.5609756097560976,S003-Q077,0.2,-0.3609756097560976,False,"[""反证检验"", ""验证""]","[""反证检验"", ""口径核验"", ""来源核验"", ""盈利质量"", ""验证""]","[""口径核验"", ""来源核验""]","[""反证检验"", ""验证""]",True
S003,S003-Q077,当前前后文 Prompt（主要基线）,结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,用户要求结合压力检验，决定冲突指标应保留在正文还是降为提示，并确保结论可回到公开来源复算。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：扣非归母净利润2023年284.62,0.65,S003-Q080,0.13043478260869565,-0.5195652173913043,False,"[""可复算性"", ""来源核验"", ""验证""]","[""口径核验"", ""可复算性"", ""来源核验"", ""盈利质量"", ""验证""]","[""口径核验""]","[""可复算性"", ""来源核验"", ""验证""]",True
S003,S003-Q078,当前前后文 Prompt（主要基线）,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,"用户要求按来源可靠性检查之前的决策信息是否引用二手推断，并明确哪些是年报原数、哪些是计算结果。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：经营活动现金流净额2023年1,",0.7073170731707317,S003-Q080,0.15217391304347827,-0.5551431601272534,False,"[""可复算性"", ""来源核验""]","[""口径核验"", ""可复算性"", ""来源核验""]","[""口径核验""]","[""可复算性"", ""来源核验""]",True
S003,S003-Q079,当前前后文 Prompt（主要基线）,沿着上一轮的证据检查，哪些措辞需要改成更审慎的表达；把口径限制放在结论里，不要另作假设。,"用户要求基于上一轮证据检查，将结论中过强的措辞改为更审慎表达，并将口径限制写入结论而非另作假设。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：总资产2023年6,795.4",0.41025641025641024,S003-Q080,0.10869565217391304,-0.3015607580824972,False,"[""判断修订"", ""口径核验""]","[""口径核验"", ""来源核验""]","[""来源核验""]","[""口径核验""]",True
S003,S003-Q080,当前前后文 Prompt（主要基线）,把这组角色化分析与前面的完整财务路径合并，形成当前版本的决策摘要；把2024年这个中间点也保留下来。,"用户要求将角色化分析与前面的完整财务路径合并，形成当前版本的决策摘要，并保留2024年中间点。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：归母股东权益2023年1,388",0.7391304347826086,S003-Q081,0.13333333333333333,-0.6057971014492753,False,"[""拐点定位"", ""来源核验""]","[""口径核验"", ""拐点定位"", ""来源核验""]",[],"[""拐点定位"", ""来源核验""]",True
S003,S003-Q081,当前前后文 Prompt（主要基线）,前面的决策摘要已经完成，接下来专门检查其中有没有把相关性写成因果；结论要能直接接到下一轮继续追问。,"用户要求检查之前的决策摘要中是否存在将相关性写成因果的问题，并确保结论能直接用于下一轮追问。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：营业收入2023年6,023.15",0.37777777777777777,S003-Q083,0.08108108108108109,-0.2966966966966967,False,"[""一般分析判断""]","[""口径核验"", ""来源核验""]","[""口径核验"", ""来源核验""]",[],True
S003,S003-Q082,当前前后文 Prompt（主要基线）,刚才识别出的因果缺口，哪些需要年报附注才能进一步确认；请区分最新一年的边际变化和完整三年路径。,用户要求识别上一轮分析中哪些因果缺口需要年报附注才能确认，并区分最新一年（2025年）的边际变化与完整三年（2023-2025）路径。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关,0.627906976744186,S003-Q083,0.10810810810810811,-0.5197988686360779,False,[],"[""口径核验"", ""来源核验""]","[""口径核验"", ""来源核验""]",[],True
S003,S003-Q083,当前前后文 Prompt（主要基线）,沿着上一轮的信息需求，现有数字分别来自哪份公开披露；回答时同时保留一项可能的反证。,用户要求确认现有数字分别来自哪份公开披露，并保留一项可能的反证。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：扣非归母净利润2023年284.62亿元、2024年369.8,0.5945945945945946,S003-Q084,0.06976744186046512,-0.5248271527341295,False,"[""反证检验"", ""来源核验""]","[""反证检验"", ""口径核验"", ""来源核验"", ""盈利质量""]","[""口径核验""]","[""反证检验"", ""来源核验""]",True
S003,S003-Q084,当前前后文 Prompt（主要基线）,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,"用户要求确认三年比较口径是否足以支撑前面的横向判断，并说明与上一问的关系。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：经营活动现金流净额2023年1,697.25亿元、2",0.6046511627906976,S003-Q085,0.075,-0.5296511627906977,False,"[""口径核验"", ""同步比较"", ""来源核验""]","[""口径核验"", ""同步比较"", ""来源核验""]",[],"[""口径核验"", ""同步比较"", ""来源核验""]",True
S003,S003-Q085,当前前后文 Prompt（主要基线）,如果两个指标只是同时变化，上一轮可以怎样描述而不推断具体原因；请先给结论，再说明三年依据。,"用户要求在不推断具体原因的前提下，描述两个指标同时变化的情况，并先给结论再说明三年依据。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：总资产2023年6,795.48亿元、",0.575,S003-Q088,0.10256410256410256,-0.4724358974358974,False,"[""原因解释""]","[""原因解释"", ""口径核验"", ""来源核验""]","[""来源核验""]","[""原因解释""]",True
S003,S003-Q086,当前前后文 Prompt（主要基线）,接着找一项真实反证，测试刚才的谨慎表述是否仍然过强；请把两段同比分开，不要合成一个趋势词。,"用户要求继续寻找真实反证，测试此前谨慎表述是否过强，并明确要求将两段同比分开、不合成单一趋势词。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：归母股东权益2023年1,38",0.5,S003-Q089,0.14634146341463414,-0.35365853658536583,False,"[""反证检验"", ""同比解释""]","[""反证检验"", ""口径核验"", ""同比解释"", ""来源核验""]","[""口径核验"", ""来源核验""]","[""反证检验"", ""同比解释""]",True
S003,S003-Q087,当前前后文 Prompt（主要基线）,结合反证，把前面一处原因化表述改写成证据强度匹配的版本；如果证据不足，直接说明缺口，不要补估计值。,"用户要求结合反证，将前文一处原因化表述改写为证据强度匹配的版本，若证据不足则直接说明缺口。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：营业收入2023年6,023.15亿",0.6190476190476191,S003-Q089,0.17073170731707318,-0.44831591173054586,False,"[""原因解释"", ""反证检验"", ""来源核验"", ""证据分级""]","[""原因解释"", ""反证检验"", ""口径核验"", ""来源核验"", ""证据分级""]","[""口径核验""]","[""原因解释"", ""反证检验"", ""来源核验"", ""证据分级""]",True
S003,S003-Q088,当前前后文 Prompt（主要基线）,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,用户要求修订后向管理层追问原因时引用具体年度和指标，并指出需修订的判断。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：归母净利润2023年300.41亿元、2024年402,0.5128205128205128,S003-Q089,0.14634146341463414,-0.3664790494058786,False,"[""判断修订"", ""原因解释"", ""管理层问询""]","[""判断修订"", ""原因解释"", ""口径核验"", ""来源核验"", ""盈利质量"", ""管理层问询""]","[""口径核验""]","[""判断修订"", ""原因解释"", ""管理层问询""]",True
S003,S003-Q089,当前前后文 Prompt（主要基线）,把刚才的事实、缺口和问询分成三个层次，避免后续再次混淆；请用完整财年数据回答，不加入季度信息。,用户要求将事实、缺口和问询分为三个层次，并仅使用完整财年数据回答。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：扣非归母净利润2023年284.62亿元、2024年369.,0.43902439024390244,S003-Q090,0.03125,-0.40777439024390244,False,"[""口径核验"", ""管理层问询""]","[""口径核验"", ""来源核验"", ""盈利质量"", ""管理层问询""]",[],"[""口径核验"", ""管理层问询""]",True
S003,S003-Q090,当前前后文 Prompt（主要基线）,沿着上一轮的结论，综合这一章，给出一段只陈述可确认事实并明确因果边界的结论。,"用户要求基于前文结论，综合本章内容，给出只陈述可确认事实并明确因果边界的结论。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），固定期间2023-2025三个完整财年，金额单位为亿元，从风险委员会委员视角回答。关键数据：经营活动现金流净额2023年1,697.25亿元",0.625,S003-Q093,0.23255813953488372,-0.3924418604651163,False,"[""一般分析判断""]","[""口径核验"", ""来源核验""]","[""口径核验""]",[],True
S004,S004-Q001,当前前后文 Prompt（主要基线）,先帮我梳理一下比亚迪2023—2025年的主要财务变化；结论要能直接接到下一轮继续追问。,"用户要求梳理比亚迪2023—2025年主要财务变化，并确保结论可衔接后续追问。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），提供三年关键数据：营业收入2023年6,023.15亿元、2024年7,771.02亿元、2025年8,039.65亿元（同比+29.02%",0.47368421052631576,S004-Q004,0.075,-0.39868421052631575,False,"[""一般分析判断""]","[""同比解释"", ""来源核验""]","[""来源核验""]",[],True
S004,S004-Q002,当前前后文 Prompt（主要基线）,刚才先看了整体变化，接着确认一下年报来源、单位和三年比较口径是否一致；请区分最新一年的边际变化和完整三年路径。,"用户要求确认比亚迪2023-2025年年报来源、单位和三年比较口径是否一致，并区分最新一年（2025年）的边际变化与完整三年路径。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），确认金额单位为亿元，三年口径一致，并列出关键指标：营业收入2023年6,023.15亿元",0.6458333333333334,S004-Q003,0.1951219512195122,-0.45071138211382117,False,"[""口径核验"", ""同步比较"", ""来源核验""]","[""口径核验"", ""同步比较"", ""来源核验""]",[],"[""口径核验"", ""同步比较"", ""来源核验""]",True
S004,S004-Q003,当前前后文 Prompt（主要基线）,口径确认后，把刚才提到的关键指标逐年列出来，哪一年变化最明显；回答时同时保留一项可能的反证。,"用户要求基于已确认口径，将比亚迪2023-2025年关键指标逐年列出并指出变化最明显的年份，同时保留一项反证。助手基于《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF），列出三年数据：营业收入2023年6,023.15亿元、2024年7,771.02亿元、2025年8,039.",0.4634146341463415,S004-Q005,0.1891891891891892,-0.2742254449571523,False,"[""反证检验"", ""口径核验"", ""拐点定位""]","[""反证检验"", ""口径核验"", ""来源核验""]",[],"[""反证检验"", ""口径核验""]",True
S004,S004-Q004,当前前后文 Prompt（主要基线）,沿着上一轮的年度变化看，收入规模和利润表现是同步的吗；别只复述数字，要说明它和上一问的关系。,"用户基于前文已确认的比亚迪2023-2025年财务数据，追问收入规模与利润表现是否同步，并要求说明与上一问的关系。助手以《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF）为来源，确认三年口径一致，并指出：营业收入连续上升（2023年6,023.15亿元、2024年7,771.0",0.375,S004-Q005,0.21621621621621623,-0.15878378378378377,False,"[""同步比较""]","[""口径核验"", ""同步比较"", ""来源核验""]","[""口径核验""]","[""同步比较""]",True
S004,S004-Q005,当前前后文 Prompt（主要基线）,刚才如果识别出了拐点，它主要发生在2024年还是2025年；请先给结论，再说明三年依据。,"用户基于前文已确认的比亚迪2023-2025年财务数据，追问拐点主要发生在2024年还是2025年，并要求先给结论再说明三年依据。助手以《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF）为来源，确认三年口径一致，并指出：经营活动现金流净额连续下降（2023年1,697.25亿元",0.6756756756756757,S004-Q007,0.1111111111111111,-0.5645645645645645,False,"[""拐点定位""]","[""口径核验"", ""拐点定位"", ""来源核验""]","[""口径核验""]","[""拐点定位""]",True
S004,S004-Q006,当前前后文 Prompt（主要基线）,再把扣非净利润接进来，前面对盈利趋势的判断需要调整吗；请把两段同比分开，不要合成一个趋势词。,用户基于前文已确认的比亚迪2023-2025年财务数据，要求将扣非归母净利润纳入盈利趋势判断，并明确将两段同比分开表述。助手以《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF）为来源，确认三年口径一致，并指出：归母净利润先升后降（2023年300.41亿元、2024年402.5,0.3,S004-Q007,0.08888888888888889,-0.21111111111111108,False,"[""判断修订"", ""口径核验"", ""同比解释"", ""盈利质量""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],"[""口径核验"", ""同比解释"", ""盈利质量""]",True
S004,S004-Q007,当前前后文 Prompt（主要基线）,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,"用户基于前文已确认的比亚迪2023-2025年财务数据，追问经营现金流是否支持此前关于盈利质量的判断，并要求证据不足时直接说明缺口、不补估计值。助手以《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF）为来源，确认三年口径一致，并指出：归母股东权益连续上升（2023年1,388.",0.5555555555555556,S004-Q008,0.13043478260869565,-0.4251207729468599,False,"[""口径核验"", ""现金质量"", ""盈利质量"", ""验证""]","[""口径核验"", ""来源核验"", ""现金质量"", ""盈利质量"", ""验证""]",[],"[""口径核验"", ""现金质量"", ""盈利质量"", ""验证""]",True
S004,S004-Q008,当前前后文 Prompt（主要基线）,把前面的现金和利润变化放到总资产路径里看，资产扩张得到经营结果支撑了吗；如果前面的判断需要修订，请直接指出。,"用户要求将前文已确认的比亚迪2023-2025年现金和利润变化放入总资产路径，判断资产扩张是否得到经营结果支撑，并指出是否需要修订前文判断。助手以《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF）为来源，确认三年口径一致，并指出：营业收入连续上升（2023年6,023.15亿元",0.5434782608695652,S004-Q011,0.12195121951219512,-0.42152704135737007,False,"[""判断修订""]","[""判断修订"", ""口径核验"", ""来源核验""]","[""口径核验""]","[""判断修订""]",True
S004,S004-Q009,当前前后文 Prompt（主要基线）,接着看股东权益，前面这些经营变化最终有没有转化为权益积累；请用完整财年数据回答，不加入季度信息。,"用户基于前文已确认的比亚迪2023-2025年财务数据，要求判断经营变化是否转化为权益积累，并明确使用完整财年数据、不加入季度信息。助手以《比亚迪2025年年度报告或年度报告摘要》（披露日期2026-03-28，来源地址https://static.cninfo.com.cn/finalpage/2026-03-28/1225045350.PDF）为来源，确认三年口径一致，并指出：归母股东权益连续上升（2023年1,388.1亿元、20",0.5476190476190477,S004-Q011,0.0975609756097561,-0.4500580720092916,False,"[""口径核验""]","[""口径核验"", ""来源核验""]",[],"[""口径核验""]",True
