session_id,query_id,candidate,search_variant,comparison,before_gold_ranks,after_gold_ranks,transition,promoted_gold,demoted_gold,max_promotion,max_demotion
S002,S002-Q011,A3,P2,A3 vs Old under P2,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 4}",UNCHANGED_HIT,0,0,-1,1
S002,S002-Q013,A1,Baseline,A1 vs Old under Baseline,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 3}",UNCHANGED_HIT,0,0,2,0
S002,S002-Q013,A1,P2,A1 vs Old under P2,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 3}",UNCHANGED_HIT,0,0,2,0
S002,S002-Q013,A2,Baseline,A2 vs Old under Baseline,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 4}",UNCHANGED_HIT,0,0,1,0
S002,S002-Q013,A2,P2,A2 vs Old under P2,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 4}",UNCHANGED_HIT,0,0,1,0
S002,S002-Q013,A3,Baseline,A3 vs Old under Baseline,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 6}",HURT,0,1,0,1
S002,S002-Q013,A3,P2,A3 vs Old under P2,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 6}",HURT,0,1,0,1
S002,S002-Q014,A1,Baseline,A1 vs Old under Baseline,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 8}",HURT,0,1,-5,5
S002,S002-Q014,A1,P2,A1 vs Old under P2,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 8}",HURT,0,1,-5,5
S002,S002-Q014,A2,Baseline,A2 vs Old under Baseline,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 2}",UNCHANGED_HIT,0,0,1,-1
S002,S002-Q014,A2,P2,A2 vs Old under P2,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 2}",UNCHANGED_HIT,0,0,1,-1
S002,S002-Q014,A3,Baseline,A3 vs Old under Baseline,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 9}",HURT,0,1,-6,6
S002,S002-Q014,A3,P2,A3 vs Old under P2,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 9}",HURT,0,1,-6,6
S002,S002-Q021,A1,Baseline,A1 vs Old under Baseline,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}",UNCHANGED_MISS,0,0,-3,3
S002,S002-Q021,A1,P2,A1 vs Old under P2,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 16}",UNCHANGED_MISS,0,0,-3,3
S002,S002-Q021,A2,Baseline,A2 vs Old under Baseline,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}",UNCHANGED_MISS,0,0,0,0
S002,S002-Q021,A2,P2,A2 vs Old under P2,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}",UNCHANGED_MISS,0,0,0,0
S002,S002-Q021,A3,Baseline,A3 vs Old under Baseline,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",UNCHANGED_MISS,0,0,-2,2
S002,S002-Q021,A3,P2,A3 vs Old under P2,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",UNCHANGED_MISS,0,0,-2,2
S002,S002-Q022,A1,Baseline,A1 vs Old under Baseline,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 5, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 12}",UNCHANGED_HIT,0,0,-1,1
S002,S002-Q022,A1,P2,A1 vs Old under P2,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 5, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}",UNCHANGED_HIT,0,0,0,1
S002,S002-Q022,A2,Baseline,A2 vs Old under Baseline,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 3, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 9}",UNCHANGED_HIT,0,0,2,-1
S002,S002-Q022,A2,P2,A2 vs Old under P2,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 3, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 8}",UNCHANGED_HIT,0,0,3,-1
S002,S002-Q022,A3,Baseline,A3 vs Old under Baseline,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 9, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 17}",HURT,0,1,-5,6
S002,S002-Q022,A3,P2,A3 vs Old under P2,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 11, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 17}",HURT,0,1,-6,7
S002,S002-Q026,A1,Baseline,A1 vs Old under Baseline,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 15, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 21}",UNCHANGED_MISS,0,0,-9,12
S002,S002-Q026,A1,P2,A1 vs Old under P2,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 15, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 21}",UNCHANGED_MISS,0,0,-9,12
S002,S002-Q026,A2,Baseline,A2 vs Old under Baseline,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 12, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 20}",UNCHANGED_MISS,0,0,-6,11
S002,S002-Q026,A2,P2,A2 vs Old under P2,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 12, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 20}",UNCHANGED_MISS,0,0,-6,11
S002,S002-Q026,A3,Baseline,A3 vs Old under Baseline,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 8, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 18}",UNCHANGED_MISS,0,0,-2,9
S002,S002-Q026,A3,P2,A3 vs Old under P2,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 8, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 18}",UNCHANGED_MISS,0,0,-2,9
S002,S002-Q028,A1,Baseline,A1 vs Old under Baseline,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 9}",UNCHANGED_MISS,0,0,-1,1
S002,S002-Q028,A1,P2,A1 vs Old under P2,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 3}",UNCHANGED_HIT,0,0,-2,2
S002,S002-Q028,A2,Baseline,A2 vs Old under Baseline,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 3}",RESCUED,1,0,5,-5
S002,S002-Q028,A2,P2,A2 vs Old under P2,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}",UNCHANGED_HIT,0,0,0,0
S002,S002-Q028,A3,Baseline,A3 vs Old under Baseline,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 8}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}",RESCUED,1,0,6,-6
S002,S002-Q028,A3,P2,A3 vs Old under P2,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}",UNCHANGED_HIT,0,0,0,0
S002,S002-Q033,A1,Baseline,A1 vs Old under Baseline,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 7}",UNCHANGED_HIT,0,0,4,-2
S002,S002-Q033,A1,P2,A1 vs Old under P2,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 7}",UNCHANGED_HIT,0,0,4,-2
S002,S002-Q033,A2,Baseline,A2 vs Old under Baseline,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 10}",UNCHANGED_HIT,0,0,2,-1
S002,S002-Q033,A2,P2,A2 vs Old under P2,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 10}",UNCHANGED_HIT,0,0,2,-1
S002,S002-Q033,A3,Baseline,A3 vs Old under Baseline,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}",UNCHANGED_HIT,0,0,3,-2
S002,S002-Q033,A3,P2,A3 vs Old under P2,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}",UNCHANGED_HIT,0,0,3,-2
S002,S002-Q035,A1,Baseline,A1 vs Old under Baseline,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 6}",UNCHANGED_MISS,0,0,2,-2
S002,S002-Q035,A1,P2,A1 vs Old under P2,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}",UNCHANGED_MISS,0,0,0,0
S002,S002-Q035,A2,Baseline,A2 vs Old under Baseline,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 12}",UNCHANGED_MISS,0,0,-4,4
S002,S002-Q035,A2,P2,A2 vs Old under P2,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 13}",UNCHANGED_MISS,0,0,-4,4
S002,S002-Q035,A3,Baseline,A3 vs Old under Baseline,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 8}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 6}",UNCHANGED_MISS,0,0,2,-2
S002,S002-Q035,A3,P2,A3 vs Old under P2,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",UNCHANGED_MISS,0,0,-2,2
S002,S002-Q039,A1,Baseline,A1 vs Old under Baseline,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 17, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 4}",UNCHANGED_HIT,0,0,-3,5
S002,S002-Q039,A1,P2,A1 vs Old under P2,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 17, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 4}",UNCHANGED_HIT,0,0,-3,5
S002,S002-Q039,A2,Baseline,A2 vs Old under Baseline,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 16, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",UNCHANGED_HIT,0,0,0,4
S002,S002-Q039,A2,P2,A2 vs Old under P2,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 16, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",UNCHANGED_HIT,0,0,0,4
S002,S002-Q039,A3,Baseline,A3 vs Old under Baseline,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",UNCHANGED_HIT,0,0,0,1
S002,S002-Q039,A3,P2,A3 vs Old under P2,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",UNCHANGED_HIT,0,0,0,1
S002,S002-Q042,A1,Baseline,A1 vs Old under Baseline,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 17}",HURT,0,1,-12,12
S002,S002-Q042,A1,P2,A1 vs Old under P2,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 17}",HURT,0,1,-13,13
S002,S002-Q042,A2,Baseline,A2 vs Old under Baseline,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 7}",HURT,0,1,-2,2
S002,S002-Q042,A2,P2,A2 vs Old under P2,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 7}",HURT,0,1,-3,3
S002,S002-Q042,A3,Baseline,A3 vs Old under Baseline,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 5}",UNCHANGED_HIT,0,0,0,0
S002,S002-Q042,A3,P2,A3 vs Old under P2,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}",UNCHANGED_HIT,0,0,0,0
S002,S002-Q044,A1,Baseline,A1 vs Old under Baseline,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 30, ""647fce0c-6320-5a98-819d-50dff3300582"": 7}",UNCHANGED_MISS,0,0,10,-4
S002,S002-Q044,A1,P2,A1 vs Old under P2,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 30, ""647fce0c-6320-5a98-819d-50dff3300582"": 7}",UNCHANGED_MISS,0,0,10,-4
S002,S002-Q044,A2,Baseline,A2 vs Old under Baseline,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 20, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}",UNCHANGED_MISS,0,0,20,0
S002,S002-Q044,A2,P2,A2 vs Old under P2,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 20, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}",UNCHANGED_MISS,0,0,20,0
S002,S002-Q044,A3,Baseline,A3 vs Old under Baseline,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 18, ""647fce0c-6320-5a98-819d-50dff3300582"": 9}",UNCHANGED_MISS,0,0,22,-2
S002,S002-Q044,A3,P2,A3 vs Old under P2,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 18, ""647fce0c-6320-5a98-819d-50dff3300582"": 9}",UNCHANGED_MISS,0,0,22,-2
S002,S002-Q049,A1,Baseline,A1 vs Old under Baseline,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 23}",HURT,0,1,-18,18
S002,S002-Q049,A1,P2,A1 vs Old under P2,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 23}",HURT,0,1,-18,18
S002,S002-Q049,A2,Baseline,A2 vs Old under Baseline,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 20}",HURT,0,1,-15,15
S002,S002-Q049,A2,P2,A2 vs Old under P2,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 20}",HURT,0,1,-15,15
S002,S002-Q049,A3,Baseline,A3 vs Old under Baseline,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 16}",HURT,0,1,-11,11
S002,S002-Q049,A3,P2,A3 vs Old under P2,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 16}",HURT,0,1,-11,11
S002,S002-Q052,A1,Baseline,A1 vs Old under Baseline,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 11}",UNCHANGED_HIT,0,1,1,6
S002,S002-Q052,A1,P2,A1 vs Old under P2,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 11}",UNCHANGED_HIT,0,1,1,6
S002,S002-Q052,A2,Baseline,A2 vs Old under Baseline,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 15}",UNCHANGED_HIT,0,1,1,10
S002,S002-Q052,A2,P2,A2 vs Old under P2,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 15}",UNCHANGED_HIT,0,1,1,10
S002,S002-Q052,A3,Baseline,A3 vs Old under Baseline,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 17}",UNCHANGED_HIT,0,1,0,12
S002,S002-Q052,A3,P2,A3 vs Old under P2,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 17}",UNCHANGED_HIT,0,1,0,12
S002,S002-Q055,A1,Baseline,A1 vs Old under Baseline,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 13, ""2e583969-bc65-5074-a7fe-0424438cd092"": 17}",HURT,0,1,-4,8
S002,S002-Q055,A1,P2,A1 vs Old under P2,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 13, ""2e583969-bc65-5074-a7fe-0424438cd092"": 17}",HURT,0,1,-4,8
S002,S002-Q055,A2,Baseline,A2 vs Old under Baseline,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 13, ""2e583969-bc65-5074-a7fe-0424438cd092"": 9}",HURT,0,1,4,8
S002,S002-Q055,A2,P2,A2 vs Old under P2,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 13, ""2e583969-bc65-5074-a7fe-0424438cd092"": 9}",HURT,0,1,4,8
S002,S002-Q055,A3,Baseline,A3 vs Old under Baseline,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 6, ""2e583969-bc65-5074-a7fe-0424438cd092"": 27}",HURT,0,1,-1,14
S002,S002-Q055,A3,P2,A3 vs Old under P2,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 6, ""2e583969-bc65-5074-a7fe-0424438cd092"": 27}",HURT,0,1,-1,14
S002,S002-Q056,A1,Baseline,A1 vs Old under Baseline,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}",UNCHANGED_MISS,0,0,0,0
S002,S002-Q056,A1,P2,A1 vs Old under P2,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}",UNCHANGED_MISS,0,0,0,0
S002,S002-Q056,A2,Baseline,A2 vs Old under Baseline,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 17}",UNCHANGED_MISS,0,0,17,-17
S002,S002-Q056,A2,P2,A2 vs Old under P2,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 17}",UNCHANGED_MISS,0,0,17,-17
S002,S002-Q056,A3,Baseline,A3 vs Old under Baseline,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 11}",UNCHANGED_MISS,0,0,23,-23
S002,S002-Q056,A3,P2,A3 vs Old under P2,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 11}",UNCHANGED_MISS,0,0,23,-23
S002,S002-Q063,A1,Baseline,A1 vs Old under Baseline,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 19}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 11}",UNCHANGED_MISS,0,0,8,-8
