Checkpoint,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,transition,query_text,query_categories,dense_rank,hybrid_rank,hybrid_full_rank,dense_score,raw_bm25_score,normalized_bm25_score,hybrid_final_score,shared_bm25_tokens
C0,C0 Hybrid vs Dense,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,6,11,-5,0.3509902358055115,0.18092568296863376,-0.1700645528368777,UNCHANGED,结合刚才的反证，前面有哪些表述需要降级或修正；回答时同时保留一项可能的反证。,"[""反证/反例"", ""判断修订""]",6,11,11,0.3509902358055115,2.9767112731933594,0.010861130131756054,0.18092568296863376,"[""前面"", ""回答"", ""的""]"
C0,C0 Hybrid vs Dense,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,27,-6,0.2760118842124939,0.14315258589715815,-0.13285929831533574,UNCHANGED,结合刚才的反证，前面有哪些表述需要降级或修正；回答时同时保留一项可能的反证。,"[""反证/反例"", ""判断修订""]",21,27,27,0.2760118842124939,2.86816668510437,0.010293287581822396,0.14315258589715815,"[""保留"", ""刚才"", ""的""]"
C0,C0 Hybrid vs Dense,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,8,23,-15,0.49345386028289795,0.26120897476255134,-0.2322448855203466,UNCHANGED,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请把两段同比分开，不要合成一个趋势词。,"[""其它""]",8,23,23,0.49345386028289795,4.975386619567871,0.02896408924220477,0.26120897476255134,"[""一个"", ""刚才"", ""把"", ""来源""]"
C0,C0 Hybrid vs Dense,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,34,6,0.28102946281433105,0.1609752886304642,-0.12005417418386685,UNCHANGED,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；如果前面的判断需要修订，请直接指出。,"[""判断修订""]",40,34,34,0.28102946281433105,5.691345691680908,0.040921114446597365,0.1609752886304642,"[""刚才"", ""哪些"", ""的"", ""请""]"
C0,C0 Hybrid vs Dense,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,14,5,9,0.36668768525123596,0.27568641326745424,-0.09100127198378172,PROMOTED,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；如果前面的判断需要修订，请直接指出。,"[""判断修订""]",14,5,5,0.36668768525123596,9.030156135559082,0.18468514128367247,0.27568641326745424,"[""前面"", ""的"", ""证据"", ""超过""]"
C0,C0 Hybrid vs Dense,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,25,17,8,0.44328320026397705,0.24294058136102556,-0.2003426189029515,UNCHANGED,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；不要只比较2023年和2025年两个端点。,"[""年份/数字""]",25,17,17,0.44328320026397705,5.775166034698486,0.04259796245807407,0.24294058136102556,"[""2023"", ""2025"", ""不要"", ""原因"", ""和"", ""如果"", ""年"", ""把"", ""披露"", ""的""]"
C0,C0 Hybrid vs Dense,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,17,18,-1,0.453130841255188,0.2708667448905437,-0.1822640963646443,UNCHANGED,刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；请明确哪些是年报原数、哪些是计算结果。,"[""反证/反例""]",17,18,18,0.453130841255188,7.33836555480957,0.08860264852589941,0.2708667448905437,"[""不"", ""与"", ""口径"", ""年报"", ""指标"", ""明确"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,38,17,21,0.4072052836418152,0.2711346629392637,-0.1360706207025515,UNCHANGED,刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；请明确哪些是年报原数、哪些是计算结果。,"[""反证/反例""]",38,17,17,0.4072052836418152,8.286187171936035,0.1350640422367122,0.2711346629392637,"[""不"", ""哪些"", ""明确"", ""的"", ""结论"", ""请"", ""问题""]"
C0,C0 Hybrid vs Dense,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,49,38,11,0.3857173025608063,0.22930234303135022,-0.15641495952945605,UNCHANGED,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；结论要能直接接到下一轮继续追问。,"[""基期判断""]",49,38,38,0.3857173025608063,6.9136810302734375,0.07288738350189415,0.22930234303135022,"[""判断"", ""接着"", ""用"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,38,16,22,0.40836551785469055,0.29797852241028233,-0.11038699544440822,UNCHANGED,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；结论要能直接接到下一轮继续追问。,"[""基期判断""]",38,16,16,0.40836551785469055,9.068527221679688,0.18759152696587417,0.29797852241028233,"[""但"", ""判断"", ""可"", ""复算"", ""把"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,41,11,30,0.38185083866119385,0.3563293408368176,-0.025521497824376238,UNCHANGED,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请区分最新一年的边际变化和完整三年路径。,"[""证据层级/证据强度""]",41,11,11,0.38185083866119385,10.590932846069336,0.33080784301244137,0.3563293408368176,"[""一轮"", ""上"", ""事实"", ""分析"", ""区分"", ""和"", ""完整"", ""的"", ""计算"", ""请""]"
C0,C0 Hybrid vs Dense,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,2,19,-17,0.5229606628417969,0.2731664541595183,-0.24979420868227858,DEMOTED,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；请用完整财年数据回答，不加入季度信息。,"[""证据层级/证据强度""]",2,19,19,0.5229606628417969,4.534887313842773,0.023372245477239758,0.2731664541595183,"[""回答"", ""数据"", ""的"", ""证据""]"
C0,C0 Hybrid vs Dense,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,20,18,2,0.42018499970436096,0.27124755395894357,-0.1489374457454174,UNCHANGED,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；先说明能确认的事实，再说还不能确认的原因。,"[""证据层级/证据强度"", ""判断修订""]",20,18,18,0.42018499970436096,8.05853271484375,0.12231010821352613,0.27124755395894357,"[""与"", ""修订"", ""判断"", ""前面"", ""区分"", ""原因"", ""的"", ""确认""]"
C0,C0 Hybrid vs Dense,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,6,22,-16,0.44664400815963745,0.26027849410952664,-0.18636551405011081,UNCHANGED,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；先说明能确认的事实，再说还不能确认的原因。,"[""证据层级/证据强度"", ""判断修订""]",6,22,22,0.44664400815963745,6.943840503692627,0.0739129800594158,0.26027849410952664,"[""与"", ""判断"", ""前面"", ""原因"", ""的"", ""确认"", ""说明""]"
C0,C0 Hybrid vs Dense,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,12,22,-10,0.3909291625022888,0.2015962562236558,-0.18933290627863303,UNCHANGED,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；请从当前岗位最关心的证据开始回答。,"[""其它""]",12,22,22,0.3909291625022888,3.222398042678833,0.01226334994502276,0.2015962562236558,"[""的"", ""结论"", ""证据"", ""请""]"
C0,C0 Hybrid vs Dense,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,42,45,-3,0.3365212082862854,0.17438927636905305,-0.16213193191723235,UNCHANGED,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；请从当前岗位最关心的证据开始回答。,"[""其它""]",42,45,46,0.3365212082862854,3.2214062213897705,0.012257344451820713,0.17438927636905305,"[""的"", ""结论"", ""证据"", ""请""]"
C0,C0 Hybrid vs Dense,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,32,36,-4,0.4317394196987152,0.2246285253221411,-0.20711089437657412,UNCHANGED,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；请明确哪些是年报原数、哪些是计算结果。,"[""其它""]",32,36,39,0.4317394196987152,3.9462509155273438,0.01751763094556694,0.2246285253221411,"[""年报"", ""来源"", ""沿着"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4711211323738098,0.2388072480237387,-0.2323138843500711,UNCHANGED,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把2024年这个中间点也保留下来。,"[""指标名"", ""年份/数字""]",2,3,3,0.4711211323738098,1.9390798807144165,0.006493363673667613,0.2388072480237387,"[""2024"", ""口径"", ""年"", ""支持"", ""的""]"
C0,C0 Hybrid vs Dense,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.4023248851299286,0.20349371896118162,-0.19883116616874696,UNCHANGED,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露；别只复述数字，要说明它和上一问的关系。,"[""其它""]",7,7,7,0.4023248851299286,1.2729625701904297,0.0046625527924346625,0.20349371896118162,"[""和"", ""披露"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,4,-2,0.45313093066215515,0.22915850989339673,-0.22397242076875842,UNCHANGED,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露；别只复述数字，要说明它和上一问的关系。,"[""其它""]",2,4,4,0.45313093066215515,1.4868483543395996,0.005186089124638328,0.22915850989339673,"[""和"", ""披露"", ""的"", ""确认"", ""结论""]"
C0,C0 Hybrid vs Dense,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4182943105697632,0.21312754690454638,-0.2051667636652168,UNCHANGED,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请把两段同比分开，不要合成一个趋势词。,"[""其它""]",9,9,9,0.4182943105697632,2.349529504776001,0.007960783239329564,0.21312754690454638,"[""口径"", ""同比"", ""和"", ""披露"", ""的"", ""请""]"
C0,C0 Hybrid vs Dense,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.5017252564430237,0.30010546983602887,-0.2016197866069948,UNCHANGED,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请把两段同比分开，不要合成一个趋势词。,"[""其它""]",1,1,1,0.5017252564430237,7.5716705322265625,0.09848568322903407,0.30010546983602887,"[""不要"", ""口径"", ""同比"", ""把"", ""披露"", ""的"", ""计算"", ""趋势""]"
C0,C0 Hybrid vs Dense,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,3,3,0,0.45949772000312805,0.2350886349971433,-0.22440908500598475,UNCHANGED,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；如果证据不足，直接说明缺口，不要补估计值。,"[""信息缺口""]",3,3,3,0.45949772000312805,2.942624807357788,0.010679549991158555,0.2350886349971433,"[""支持"", ""的"", ""直接""]"
C0,C0 Hybrid vs Dense,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,11,11,0,0.5081461668014526,0.2697625046411723,-0.23838366216028034,UNCHANGED,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；如果指标方向不同，请保留这种冲突。,"[""指标名""]",11,11,11,0.5081461668014526,5.1405205726623535,0.03137884248089196,0.2697625046411723,"[""三年"", ""前面"", ""如果"", ""收入"", ""的"", ""营业"", ""请""]"
C0,C0 Hybrid vs Dense,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,1,4,-3,0.6334474086761475,0.34016859673832117,-0.2932788119378263,UNCHANGED,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；把结论写得可以回到公开来源复算。,"[""指标名""]",1,4,4,0.6334474086761475,5.976138591766357,0.0468897848004949,0.34016859673832117,"[""了"", ""再"", ""净利润"", ""刚才"", ""和"", ""归母"", ""收入"", ""来源"", ""结论""]"
C0,C0 Hybrid vs Dense,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,16,2,14,0.5099824070930481,0.3933482073544039,-0.1166341997386442,PROMOTED,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；把结论写得可以回到公开来源复算。,"[""指标名""]",16,2,2,0.5099824070930481,10.078359603881836,0.2767140076157597,0.3933482073544039,"[""再"", ""净利润"", ""匹配"", ""可以"", ""归母"", ""把"", ""收入"", ""方向"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,3,9,-6,0.5428827404975891,0.27905422334242314,-0.263828517155166,DEMOTED,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；结论要能直接接到下一轮继续追问。,"[""其它""]",3,9,9,0.5428827404975891,3.6611454486846924,0.01522570618725721,0.27905422334242314,"[""刚才"", ""如果"", ""直接"", ""结论""]"
C0,C0 Hybrid vs Dense,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,11,2,9,0.531827986240387,0.5843229803823994,0.05249499414201242,PROMOTED,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；结论要能直接接到下一轮继续追问。,"[""其它""]",11,2,2,0.531827986240387,13.123159408569336,0.6368179745244118,0.5843229803823994,"[""不是"", ""刚才"", ""如果"", ""怎样"", ""指标"", ""而""]"
C0,C0 Hybrid vs Dense,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,19,22,-3,0.35931506752967834,0.18297859422210033,-0.176336473307578,UNCHANGED,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；回答时同时保留一项可能的反证。,"[""反证/反例""]",19,22,22,0.35931506752967834,1.9846806526184082,0.006642120914522314,0.18297859422210033,"[""上"", ""披露"", ""的"", ""结论""]"
C0,C0 Hybrid vs Dense,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,7,9,-2,0.5736443400382996,0.33191207497722197,-0.2417322650610776,UNCHANGED,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果前面的判断需要修订，请直接指出。,"[""指标名"", ""判断修订""]",7,9,9,0.5736443400382996,7.377117156982422,0.09017980991614444,0.33191207497722197,"[""一轮"", ""上"", ""净利润"", ""在"", ""归母"", ""把"", ""的"", ""请""]"
C0,C0 Hybrid vs Dense,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,6,-4,0.6042726635932922,0.3868824901533723,-0.21739017343991995,DEMOTED,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果前面的判断需要修订，请直接指出。,"[""指标名"", ""判断修订""]",2,6,6,0.6042726635932922,8.821540832519531,0.16949231671345227,0.3868824901533723,"[""一轮"", ""上"", ""与"", ""净利润"", ""判断"", ""前面"", ""归母"", ""的"", ""需要""]"
C0,C0 Hybrid vs Dense,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,27,24,3,0.4777073264122009,0.24810359565825046,-0.22960373075395046,UNCHANGED,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势？,"[""年份/数字""]",27,24,24,0.4777073264122009,4.0573625564575195,0.018499864904299976,0.24810359565825046,"[""2025"", ""刚才"", ""只"", ""年"", ""或"", ""的""]"
C0,C0 Hybrid vs Dense,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,32,32,0,0.3987697660923004,0.2070709596062254,-0.191698806486075,UNCHANGED,结合刚才的支持证据和反证，现金相关风险应该怎样排序；如果指标方向不同，请保留这种冲突。,"[""反证/反例""]",32,32,32,0.3987697660923004,3.6805877685546875,0.015372153120150382,0.2070709596062254,"[""保留"", ""和"", ""如果"", ""的"", ""请""]"
C0,C0 Hybrid vs Dense,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,1,11,-10,0.542832612991333,0.2807268870859346,-0.26210572590539843,DEMOTED,结合刚才的支持证据和反证，现金相关风险应该怎样排序；如果指标方向不同，请保留这种冲突。,"[""反证/反例""]",1,11,11,0.542832612991333,4.070680141448975,0.01862116118053615,0.2807268870859346,"[""刚才"", ""如果"", ""现金"", ""的""]"
C0,C0 Hybrid vs Dense,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,3,11,-8,0.549081563949585,0.3183414779569998,-0.23074008599258516,DEMOTED,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；把口径限制放在结论里，不要另作假设。,"[""指标名""]",3,11,11,0.549081563949585,7.313439846038818,0.08760139196441463,0.3183414779569998,"[""再"", ""变化"", ""的"", ""结论"", ""股东权益"", ""资产""]"
C0,C0 Hybrid vs Dense,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,25,17,8,0.5383332371711731,0.28887838737574156,-0.24945484979543153,UNCHANGED,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；结论要能直接接到下一轮继续追问。,"[""指标名""]",25,17,17,0.5383332371711731,5.613658905029297,0.03942353758031005,0.28887838737574156,"[""收入"", ""的"", ""结论"", ""能"", ""营业"", ""资产""]"
C0,C0 Hybrid vs Dense,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,18,22,-4,0.5522897243499756,0.28350528728621466,-0.26878443706376093,UNCHANGED,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；结论要能直接接到下一轮继续追问。,"[""指标名""]",18,22,22,0.5522897243499756,3.592679738998413,0.014720850222453685,0.28350528728621466,"[""把"", ""收入"", ""的"", ""直接"", ""结论"", ""营业""]"
C0,C0 Hybrid vs Dense,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,3,10,-7,0.5986030697822571,0.3919246358244937,-0.20667843395776336,DEMOTED,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请把两段同比分开，不要合成一个趋势词。,"[""指标名""]",3,10,10,0.5986030697822571,9.037599563598633,0.18524620186673035,0.3919246358244937,"[""变化"", ""同比"", ""和"", ""把"", ""权益"", ""的"", ""资产""]"
C0,C0 Hybrid vs Dense,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,5,3,2,0.5705035924911499,0.7171736287892025,0.14667003629805264,UNCHANGED,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；请用完整财年数据回答，不加入季度信息。,"[""证据层级/证据强度""]",5,3,3,0.5705035924911499,15.695176124572754,0.8638436650872552,0.7171736287892025,"[""不"", ""和"", ""完整"", ""数据"", ""早"", ""更"", ""现金"", ""的"", ""盈利"", ""结论"", ""财年""]"
C0,C0 Hybrid vs Dense,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,29,36,-7,0.5134084820747375,0.2639484916468725,-0.24945999042786504,UNCHANGED,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；请用完整财年数据回答，不加入季度信息。,"[""证据层级/证据强度""]",29,36,36,0.5134084820747375,3.5603890419006348,0.014488501219007468,0.2639484916468725,"[""不"", ""和"", ""完整"", ""数据"", ""的"", ""结论"", ""请"", ""财年""]"
C0,C0 Hybrid vs Dense,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,14,26,-12,0.49585023522377014,0.26795635538028695,-0.2278938798434832,UNCHANGED,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；请从当前岗位最关心的证据开始回答。,"[""证据层级/证据强度"", ""判断修订""]",14,26,26,0.49585023522377014,5.647143840789795,0.04006247553680377,0.26795635538028695,"[""与"", ""事实"", ""判断"", ""区分"", ""的"", ""请""]"
C0,C0 Hybrid vs Dense,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,3,8,-5,0.5418193340301514,0.4372380041190267,-0.10458132991112468,DEMOTED,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；请从当前岗位最关心的证据开始回答。,"[""证据层级/证据强度"", ""判断修订""]",3,8,8,0.5418193340301514,10.607612609863281,0.33265667420790196,0.4372380041190267,"[""与"", ""修订"", ""判断"", ""前面"", ""的"", ""证据"", ""请""]"
C0,C0 Hybrid vs Dense,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,38,37,1,0.46856755018234253,0.23772804141631126,-0.23083950876603127,UNCHANGED,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；不要只比较2023年和2025年两个端点。,"[""年份/数字""]",38,37,37,0.46856755018234253,2.058030366897583,0.006888532650279975,0.23772804141631126,"[""2023"", ""2025"", ""不要"", ""和"", ""年"", ""结论""]"
C1,C1 Hybrid vs Dense,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.39499086141586304,0.20104973470146315,-0.1939411267143999,UNCHANGED,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断（归母净利润呈先升后降）；请明确哪些是年报原数、哪些是计算结果。,"[""指标名""]",3,3,3,0.39499086141586304,2.121370315551758,0.00710860798706328,0.20104973470146315,"[""先升后"", ""净利润"", ""判断"", ""归母"", ""的"", ""降""]"
C1,C1 Hybrid vs Dense,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,7,-1,0.4535906910896301,0.23126521692048846,-0.22232547416914167,UNCHANGED,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径。,"[""指标名""]",6,7,7,0.4535906910896301,2.583462953567505,0.008939742751346796,0.23126521692048846,"[""区分"", ""变化"", ""完整"", ""收入"", ""的"", ""营业""]"
C1,C1 Hybrid vs Dense,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,1,0,0.5185934901237488,0.34645112150630264,-0.17214236861744614,UNCHANGED,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径。,"[""指标名""]",1,1,1,0.5185934901237488,8.889214515686035,0.17430875288885644,0.34645112150630264,"[""三年"", ""和"", ""已经"", ""拆开"", ""收入"", ""的"", ""盈利"", ""营业"", ""请""]"
C1,C1 Hybrid vs Dense,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,9,9,0,0.5047256946563721,0.2577808274577561,-0.24694486719861597,UNCHANGED,上一轮的差异（归母净利润呈先升后降，总资产呈连续上升）具体集中在哪个年度，能否把两段同比分别解释清楚；别只复述数字，要说明它和上一问（归母净利润与营业收入增减方向和幅度是否匹配）的关系。,"[""指标名""]",9,9,9,0.5047256946563721,2.972020149230957,0.010835960259140093,0.2577808274577561,"[""上升"", ""与"", ""先升后"", ""净利润"", ""分别"", ""同比"", ""归母"", ""总资产"", ""收入"", ""的"", ""营业"", ""连续"", ""降""]"
C1,C1 Hybrid vs Dense,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,3,7,-4,0.5994397401809692,0.3074313260685599,-0.29200841411240935,DEMOTED,上一轮的差异（归母净利润呈先升后降，总资产呈连续上升）具体集中在哪个年度，能否把两段同比分别解释清楚；别只复述数字，要说明它和上一问（归母净利润与营业收入增减方向和幅度是否匹配）的关系。,"[""指标名""]",3,7,7,0.5994397401809692,3.687283992767334,0.015422911956150568,0.3074313260685599,"[""上升"", ""先升后"", ""净利润"", ""分别"", ""同比"", ""和"", ""归母"", ""总资产"", ""把"", ""收入"", ""的"", ""营业"", ""连续"", ""降""]"
C1,C1 Hybrid vs Dense,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,4,-1,0.6697158813476562,0.3432568910810748,-0.32645899026658143,UNCHANGED,接着加入扣非净利润，刚才看到的归母净利润变化有多少属于持续经营口径；请先给结论，再说明三年依据。,"[""指标名""]",3,4,4,0.6697158813476562,3.8608784675598145,0.016797900814493432,0.3432568910810748,"[""净利润"", ""变化"", ""口径"", ""归母"", ""的"", ""经营"", ""结论""]"
C1,C1 Hybrid vs Dense,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,6,11,-5,0.6287976503372192,0.3195613925396669,-0.3092362577975523,UNCHANGED,沿着上一轮的盈利结论（归母净利润呈先升后降，总资产呈连续上升），接下来重点看经营现金流是否跟得上；请从当前岗位最关心的证据开始回答。,"[""指标名""]",6,11,11,0.6287976503372192,2.8744094371795654,0.010325134742114581,0.3195613925396669,"[""上升"", ""先升后"", ""呈"", ""归母"", ""的"", ""结论"", ""请"", ""连续"", ""降""]"
C1,C1 Hybrid vs Dense,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,17,17,0,0.5299906134605408,0.2719847421855314,-0.25800587127500935,UNCHANGED,刚才看到的经营现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,"[""指标名"", ""年份/数字""]",17,17,17,0.5299906134605408,3.4877383708953857,0.013978870910522034,0.2719847421855314,"[""2023"", ""2025"", ""刚才"", ""和"", ""年"", ""是"", ""的"", ""连续""]"
C1,C1 Hybrid vs Dense,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,13,-2,0.549980640411377,0.27749123123129465,-0.2724894091800823,UNCHANGED,刚才看到的经营现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,"[""指标名"", ""年份/数字""]",11,13,13,0.549980640411377,1.4141227006912231,0.005001822051212325,0.27749123123129465,"[""2023"", ""2025"", ""三年"", ""年"", ""的"", ""连续""]"
C1,C1 Hybrid vs Dense,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,17,10,7,0.5301981568336487,0.38239621565480225,-0.14780194117884643,UNCHANGED,再结合总资产变化，前面的现金表现（经营现金流与归母净利润逐年配对中错位最明显的年份）更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,"[""指标名""]",17,10,10,0.5301981568336487,9.634902954101562,0.23459427447595582,0.38239621565480225,"[""与"", ""中"", ""再"", ""净利润"", ""变化"", ""口径"", ""归母"", ""总资产"", ""的"", ""经营"", ""结论""]"
C1,C1 Hybrid vs Dense,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,11,7,4,0.5581398606300354,0.4385914092468332,-0.11954845138320219,UNCHANGED,再结合总资产变化，前面的现金表现（经营现金流与归母净利润逐年配对中错位最明显的年份）更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,"[""指标名""]",11,7,7,0.5581398606300354,10.48365306854248,0.319042957863631,0.4385914092468332,"[""与"", ""前面"", ""存在"", ""归母"", ""的"", ""确认"", ""结合"", ""结论""]"
C1,C1 Hybrid vs Dense,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,2,6,-4,0.48575401306152344,0.2490370538635089,-0.23671695919801453,DEMOTED,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,"[""反证/反例""]",2,6,6,0.48575401306152344,3.231745958328247,0.012320094665494379,0.2490370538635089,"[""只"", ""的""]"
