requirement_id,session_id,query_id,turn_index,group_index,gold_members,is_or,shortterm_rank,shortterm_hit,midterm_ranking_available,midterm_rank,midterm_hit_at_5,longterm_rank,longterm_hit,final_hit
S004-Q054::G1,S004,S004-Q054,53,1,['S004-Q049'],False,,False,True,19,False,,False,False
S004-Q055::G1,S004,S004-Q055,54,1,['S004-Q054'],False,3,True,False,,False,,False,True
S004-Q056::G1,S004,S004-Q056,55,1,['S004-Q051'],False,,False,True,39,False,,False,False
S004-Q057::G1,S004,S004-Q057,56,1,['S004-Q056'],False,3,True,False,,False,,False,True
S004-Q058::G1,S004,S004-Q058,57,1,['S004-Q053'],False,,False,True,30,False,,False,False
S004-Q059::G1,S004,S004-Q059,58,1,['S004-Q058'],False,3,True,False,,False,,False,True
S004-Q060::G1,S004,S004-Q060,59,1,['S004-Q055'],False,,False,True,1,True,1,True,True
S004-Q061::G1,S004,S004-Q061,60,1,['S004-Q053'],False,,False,True,46,False,,False,False
S004-Q061::G2,S004,S004-Q061,60,2,['S004-Q060'],False,3,True,True,,False,,False,True
S004-Q062::G1,S004,S004-Q062,61,1,['S004-Q057'],False,,False,True,4,True,2,True,True
S004-Q063::G1,S004,S004-Q063,62,1,['S004-Q062'],False,3,True,False,,False,,False,True
S004-Q064::G1,S004,S004-Q064,63,1,['S004-Q059'],False,,False,True,19,False,,False,False
S004-Q065::G1,S004,S004-Q065,64,1,['S004-Q064'],False,3,True,False,,False,,False,True
S004-Q066::G1,S004,S004-Q066,65,1,['S004-Q061'],False,,False,True,17,False,,False,False
S004-Q067::G1,S004,S004-Q067,66,1,['S004-Q057'],False,,False,True,31,False,,False,False
S004-Q067::G2,S004,S004-Q067,66,2,['S004-Q066'],False,3,True,True,,False,,False,True
S004-Q068::G1,S004,S004-Q068,67,1,['S004-Q063'],False,,False,True,8,False,,False,False
S004-Q069::G1,S004,S004-Q069,68,1,['S004-Q068'],False,3,True,False,,False,,False,True
S004-Q070::G1,S004,S004-Q070,69,1,['S004-Q065'],False,,False,True,15,False,,False,False
S004-Q071::G1,S004,S004-Q071,70,1,['S004-Q070'],False,3,True,False,,False,,False,True
S004-Q072::G1,S004,S004-Q072,71,1,['S004-Q067'],False,,False,True,4,True,4,True,True
S004-Q073::G1,S004,S004-Q073,72,1,['S004-Q072'],False,3,True,False,,False,,False,True
S004-Q074::G1,S004,S004-Q074,73,1,['S004-Q069'],False,,False,True,49,False,1,True,True
S005-Q002::G1,S005,S005-Q002,1,1,['S005-Q001'],False,1,True,False,,False,,False,True
S005-Q003::G1,S005,S005-Q003,2,1,['S005-Q002'],False,2,True,False,,False,,False,True
S005-Q004::G1,S005,S005-Q004,3,1,['S005-Q003'],False,3,True,False,,False,,False,True
S005-Q005::G1,S005,S005-Q005,4,1,['S005-Q004'],False,3,True,False,,False,,False,True
S005-Q006::G1,S005,S005-Q006,5,1,['S005-Q001'],False,,False,True,1,True,1,True,True
S005-Q007::G1,S005,S005-Q007,6,1,['S005-Q006'],False,3,True,False,,False,,False,True
S005-Q008::G1,S005,S005-Q008,7,1,['S005-Q003'],False,,False,True,2,True,1,True,True
S005-Q009::G1,S005,S005-Q009,8,1,['S005-Q008'],False,3,True,False,,False,,False,True
S005-Q010::G1,S005,S005-Q010,9,1,['S005-Q005'],False,,False,True,1,True,1,True,True
S005-Q011::G1,S005,S005-Q011,10,1,['S005-Q010'],False,3,True,False,,False,,False,True
S005-Q012::G1,S005,S005-Q012,11,1,['S005-Q007'],False,,False,True,1,True,1,True,True
S005-Q013::G1,S005,S005-Q013,12,1,['S005-Q012'],False,3,True,False,,False,,False,True
S005-Q014::G1,S005,S005-Q014,13,1,['S005-Q009'],False,,False,True,5,True,,False,True
S005-Q015::G1,S005,S005-Q015,14,1,['S005-Q014'],False,3,True,False,,False,,False,True
S005-Q016::G1,S005,S005-Q016,15,1,['S005-Q011'],False,,False,True,7,False,,False,False
S005-Q017::G1,S005,S005-Q017,16,1,['S005-Q016'],False,3,True,False,,False,,False,True
S005-Q018::G1,S005,S005-Q018,17,1,['S005-Q013'],False,,False,True,4,True,2,True,True
S005-Q019::G1,S005,S005-Q019,18,1,['S005-Q018'],False,3,True,False,,False,,False,True
S005-Q020::G1,S005,S005-Q020,19,1,['S005-Q015'],False,,False,True,1,True,,False,True
S005-Q021::G1,S005,S005-Q021,20,1,['S005-Q010'],False,,False,True,8,False,5,True,True
S005-Q021::G2,S005,S005-Q021,20,2,['S005-Q020'],False,3,True,True,,False,,False,True
S005-Q022::G1,S005,S005-Q022,21,1,['S005-Q017'],False,,False,True,1,True,5,True,True
S005-Q023::G1,S005,S005-Q023,22,1,['S005-Q022'],False,3,True,False,,False,,False,True
S005-Q024::G1,S005,S005-Q024,23,1,['S005-Q019'],False,,False,True,12,False,,False,False
S005-Q025::G1,S005,S005-Q025,24,1,['S005-Q022'],False,1,True,False,,False,,False,True
S005-Q025::G2,S005,S005-Q025,24,2,['S005-Q024'],False,3,True,False,,False,,False,True
S005-Q026::G1,S005,S005-Q026,25,1,['S005-Q021'],False,,False,True,11,False,,False,False
S005-Q027::G1,S005,S005-Q027,26,1,['S005-Q026'],False,3,True,False,,False,,False,True
S005-Q028::G1,S005,S005-Q028,27,1,['S005-Q023'],False,,False,True,3,True,,False,True
S005-Q029::G1,S005,S005-Q029,28,1,['S005-Q028'],False,3,True,False,,False,,False,True
S005-Q030::G1,S005,S005-Q030,29,1,['S005-Q025'],False,,False,True,18,False,1,True,True
S005-Q031::G1,S005,S005-Q031,30,1,['S005-Q030'],False,3,True,False,,False,,False,True
S005-Q032::G1,S005,S005-Q032,31,1,['S005-Q027'],False,,False,True,3,True,,False,True
S005-Q033::G1,S005,S005-Q033,32,1,['S005-Q032'],False,3,True,False,,False,,False,True
S005-Q034::G1,S005,S005-Q034,33,1,['S005-Q029'],False,,False,True,8,False,,False,False
S005-Q035::G1,S005,S005-Q035,34,1,['S005-Q034'],False,3,True,False,,False,,False,True
S005-Q036::G1,S005,S005-Q036,35,1,['S005-Q031'],False,,False,True,3,True,,False,True
S005-Q037::G1,S005,S005-Q037,36,1,['S005-Q036'],False,3,True,False,,False,,False,True
S005-Q038::G1,S005,S005-Q038,37,1,['S005-Q033'],False,,False,True,3,True,4,True,True
S005-Q039::G1,S005,S005-Q039,38,1,['S005-Q038'],False,3,True,False,,False,,False,True
S005-Q040::G1,S005,S005-Q040,39,1,['S005-Q035'],False,,False,True,30,False,,False,False
S005-Q041::G1,S005,S005-Q041,40,1,['S005-Q040'],False,3,True,False,,False,,False,True
S005-Q042::G1,S005,S005-Q042,41,1,['S005-Q037'],False,,False,True,1,True,,False,True
S005-Q043::G1,S005,S005-Q043,42,1,['S005-Q042'],False,3,True,False,,False,,False,True
S005-Q044::G1,S005,S005-Q044,43,1,['S005-Q039'],False,,False,True,10,False,,False,False
S005-Q045::G1,S005,S005-Q045,44,1,['S005-Q044'],False,3,True,False,,False,,False,True
S005-Q046::G1,S005,S005-Q046,45,1,['S005-Q041'],False,,False,True,25,False,,False,False
S005-Q047::G1,S005,S005-Q047,46,1,['S005-Q046'],False,3,True,False,,False,,False,True
S005-Q048::G1,S005,S005-Q048,47,1,['S005-Q043'],False,,False,True,1,True,,False,True
S005-Q049::G1,S005,S005-Q049,48,1,['S005-Q043'],False,,False,True,3,True,,False,True
S005-Q049::G2,S005,S005-Q049,48,2,['S005-Q048'],False,3,True,True,,False,,False,True
S005-Q050::G1,S005,S005-Q050,49,1,['S005-Q045'],False,,False,True,31,False,,False,False
S005-Q051::G1,S005,S005-Q051,50,1,['S005-Q042'],False,,False,True,28,False,,False,False
S005-Q051::G2,S005,S005-Q051,50,2,['S005-Q050'],False,3,True,True,,False,,False,True
S005-Q052::G1,S005,S005-Q052,51,1,['S005-Q047'],False,,False,True,1,True,3,True,True
S005-Q053::G1,S005,S005-Q053,52,1,['S005-Q052'],False,3,True,False,,False,,False,True
S005-Q054::G1,S005,S005-Q054,53,1,['S005-Q049'],False,,False,True,25,False,,False,False
S005-Q055::G1,S005,S005-Q055,54,1,['S005-Q054'],False,3,True,False,,False,,False,True
S005-Q056::G1,S005,S005-Q056,55,1,['S005-Q051'],False,,False,True,3,True,,False,True
S005-Q057::G1,S005,S005-Q057,56,1,['S005-Q048'],False,,False,True,9,False,3,True,True
S005-Q057::G2,S005,S005-Q057,56,2,['S005-Q056'],False,3,True,True,,False,,False,True
S005-Q058::G1,S005,S005-Q058,57,1,['S005-Q053'],False,,False,True,5,True,,False,True
S006-Q002::G1,S006,S006-Q002,1,1,['S006-Q001'],False,1,True,False,,False,,False,True
S006-Q003::G1,S006,S006-Q003,2,1,['S006-Q002'],False,2,True,False,,False,,False,True
S006-Q004::G1,S006,S006-Q004,3,1,['S006-Q003'],False,3,True,False,,False,,False,True
S006-Q005::G1,S006,S006-Q005,4,1,['S006-Q004'],False,3,True,False,,False,,False,True
S006-Q006::G1,S006,S006-Q006,5,1,['S006-Q001'],False,,False,True,1,True,1,True,True
S006-Q007::G1,S006,S006-Q007,6,1,['S006-Q006'],False,3,True,False,,False,,False,True
S006-Q008::G1,S006,S006-Q008,7,1,['S006-Q003'],False,,False,True,2,True,2,True,True
S006-Q009::G1,S006,S006-Q009,8,1,['S006-Q008'],False,3,True,False,,False,,False,True
S006-Q010::G1,S006,S006-Q010,9,1,['S006-Q005'],False,,False,True,1,True,3,True,True
S006-Q011::G1,S006,S006-Q011,10,1,['S006-Q010'],False,3,True,False,,False,,False,True
S006-Q012::G1,S006,S006-Q012,11,1,['S006-Q007'],False,,False,True,2,True,1,True,True
S006-Q013::G1,S006,S006-Q013,12,1,['S006-Q012'],False,3,True,False,,False,,False,True
S006-Q014::G1,S006,S006-Q014,13,1,['S006-Q009'],False,,False,True,2,True,3,True,True
S006-Q015::G1,S006,S006-Q015,14,1,['S006-Q012'],False,1,True,False,,False,,False,True
S006-Q015::G2,S006,S006-Q015,14,2,['S006-Q014'],False,3,True,False,,False,,False,True
S006-Q016::G1,S006,S006-Q016,15,1,['S006-Q011'],False,,False,True,4,True,5,True,True
S006-Q017::G1,S006,S006-Q017,16,1,['S006-Q016'],False,3,True,False,,False,,False,True
S006-Q018::G1,S006,S006-Q018,17,1,['S006-Q013'],False,,False,True,1,True,,False,True
S006-Q019::G1,S006,S006-Q019,18,1,['S006-Q018'],False,3,True,False,,False,,False,True
S006-Q020::G1,S006,S006-Q020,19,1,['S006-Q015'],False,,False,True,10,False,1,True,True
S006-Q021::G1,S006,S006-Q021,20,1,['S006-Q020'],False,3,True,False,,False,,False,True
S006-Q022::G1,S006,S006-Q022,21,1,['S006-Q017'],False,,False,True,8,False,3,True,True
S006-Q023::G1,S006,S006-Q023,22,1,['S006-Q022'],False,3,True,False,,False,,False,True
S006-Q024::G1,S006,S006-Q024,23,1,['S006-Q019'],False,,False,True,8,False,,False,False
S006-Q025::G1,S006,S006-Q025,24,1,['S006-Q024'],False,3,True,False,,False,,False,True
S006-Q026::G1,S006,S006-Q026,25,1,['S006-Q021'],False,,False,True,3,True,,False,True
S006-Q027::G1,S006,S006-Q027,26,1,['S006-Q026'],False,3,True,False,,False,,False,True
S006-Q028::G1,S006,S006-Q028,27,1,['S006-Q023'],False,,False,True,4,True,4,True,True
S006-Q029::G1,S006,S006-Q029,28,1,['S006-Q028'],False,3,True,False,,False,,False,True
S006-Q030::G1,S006,S006-Q030,29,1,['S006-Q025'],False,,False,True,17,False,,False,False
S006-Q031::G1,S006,S006-Q031,30,1,['S006-Q030'],False,3,True,False,,False,,False,True
S006-Q032::G1,S006,S006-Q032,31,1,['S006-Q027'],False,,False,True,1,True,,False,True
S006-Q033::G1,S006,S006-Q033,32,1,['S006-Q032'],False,3,True,False,,False,,False,True
S006-Q034::G1,S006,S006-Q034,33,1,['S006-Q029'],False,,False,True,8,False,,False,False
S006-Q035::G1,S006,S006-Q035,34,1,['S006-Q034'],False,3,True,False,,False,,False,True
S006-Q036::G1,S006,S006-Q036,35,1,['S006-Q031'],False,,False,True,17,False,,False,False
S006-Q037::G1,S006,S006-Q037,36,1,['S006-Q036'],False,3,True,False,,False,,False,True
S006-Q038::G1,S006,S006-Q038,37,1,['S006-Q033'],False,,False,True,3,True,1,True,True
S006-Q039::G1,S006,S006-Q039,38,1,['S006-Q033'],False,,False,True,5,True,2,True,True
S006-Q039::G2,S006,S006-Q039,38,2,['S006-Q038'],False,3,True,True,,False,,False,True
S006-Q040::G1,S006,S006-Q040,39,1,['S006-Q035'],False,,False,True,8,False,,False,False
S006-Q041::G1,S006,S006-Q041,40,1,['S006-Q040'],False,3,True,False,,False,,False,True
S006-Q042::G1,S006,S006-Q042,41,1,['S006-Q037'],False,,False,True,1,True,1,True,True
S006-Q043::G1,S006,S006-Q043,42,1,['S006-Q042'],False,3,True,False,,False,,False,True
S006-Q044::G1,S006,S006-Q044,43,1,['S006-Q039'],False,,False,True,17,False,,False,False
S006-Q045::G1,S006,S006-Q045,44,1,['S006-Q044'],False,3,True,False,,False,,False,True
S006-Q046::G1,S006,S006-Q046,45,1,['S006-Q041'],False,,False,True,36,False,,False,False
S006-Q047::G1,S006,S006-Q047,46,1,['S006-Q046'],False,3,True,False,,False,,False,True
S006-Q048::G1,S006,S006-Q048,47,1,['S006-Q043'],False,,False,True,17,False,,False,False
S006-Q049::G1,S006,S006-Q049,48,1,['S006-Q048'],False,3,True,False,,False,,False,True
S006-Q050::G1,S006,S006-Q050,49,1,['S006-Q045'],False,,False,True,1,True,,False,True
S006-Q051::G1,S006,S006-Q051,50,1,['S006-Q043'],False,,False,True,11,False,,False,False
S006-Q051::G2,S006,S006-Q051,50,2,['S006-Q050'],False,3,True,True,,False,,False,True
S006-Q052::G1,S006,S006-Q052,51,1,['S006-Q047'],False,,False,True,20,False,,False,False
S006-Q053::G1,S006,S006-Q053,52,1,['S006-Q052'],False,3,True,False,,False,,False,True
S006-Q054::G1,S006,S006-Q054,53,1,['S006-Q049'],False,,False,True,3,True,,False,True
S006-Q055::G1,S006,S006-Q055,54,1,['S006-Q054'],False,3,True,False,,False,,False,True
S006-Q056::G1,S006,S006-Q056,55,1,['S006-Q051'],False,,False,True,30,False,,False,False
S006-Q057::G1,S006,S006-Q057,56,1,['S006-Q047'],False,,False,True,26,False,,False,False
S006-Q057::G2,S006,S006-Q057,56,2,['S006-Q056'],False,3,True,True,,False,,False,True
S006-Q058::G1,S006,S006-Q058,57,1,['S006-Q053'],False,,False,True,1,True,,False,True
S006-Q059::G1,S006,S006-Q059,58,1,['S006-Q058'],False,3,True,False,,False,,False,True
S006-Q060::G1,S006,S006-Q060,59,1,['S006-Q055'],False,,False,True,18,False,,False,False
S006-Q061::G1,S006,S006-Q061,60,1,['S006-Q060'],False,3,True,False,,False,,False,True
S006-Q062::G1,S006,S006-Q062,61,1,['S006-Q057'],False,,False,True,4,True,,False,True
S006-Q063::G1,S006,S006-Q063,62,1,['S006-Q062'],False,3,True,False,,False,,False,True
S006-Q064::G1,S006,S006-Q064,63,1,['S006-Q059'],False,,False,True,1,True,,False,True
S006-Q065::G1,S006,S006-Q065,64,1,['S006-Q064'],False,3,True,False,,False,,False,True
S006-Q066::G1,S006,S006-Q066,65,1,['S006-Q061'],False,,False,True,29,False,,False,False
S006-Q067::G1,S006,S006-Q067,66,1,['S006-Q066'],False,3,True,False,,False,,False,True
S006-Q068::G1,S006,S006-Q068,67,1,['S006-Q063'],False,,False,True,29,False,,False,False
S006-Q069::G1,S006,S006-Q069,68,1,['S006-Q068'],False,3,True,False,,False,,False,True
S006-Q070::G1,S006,S006-Q070,69,1,['S006-Q065'],False,,False,True,2,True,,False,True
S006-Q071::G1,S006,S006-Q071,70,1,['S006-Q070'],False,3,True,False,,False,,False,True
S006-Q072::G1,S006,S006-Q072,71,1,['S006-Q067'],False,,False,True,16,False,,False,False
S006-Q073::G1,S006,S006-Q073,72,1,['S006-Q072'],False,3,True,False,,False,,False,True
S006-Q074::G1,S006,S006-Q074,73,1,['S006-Q069'],False,,False,True,40,False,,False,False
S006-Q075::G1,S006,S006-Q075,74,1,['S006-Q074'],False,3,True,False,,False,,False,True
S006-Q076::G1,S006,S006-Q076,75,1,['S006-Q071'],False,,False,True,25,False,,False,False
S006-Q077::G1,S006,S006-Q077,76,1,['S006-Q076'],False,3,True,False,,False,,False,True
S006-Q078::G1,S006,S006-Q078,77,1,['S006-Q073'],False,,False,True,15,False,,False,False
S006-Q079::G1,S006,S006-Q079,78,1,['S006-Q078'],False,3,True,False,,False,,False,True
S006-Q080::G1,S006,S006-Q080,79,1,['S006-Q075'],False,,False,True,34,False,,False,False
S007-Q002::G1,S007,S007-Q002,1,1,['S007-Q001'],False,1,True,False,,False,,False,True
S007-Q003::G1,S007,S007-Q003,2,1,['S007-Q002'],False,2,True,False,,False,,False,True
S007-Q004::G1,S007,S007-Q004,3,1,['S007-Q003'],False,3,True,False,,False,,False,True
S007-Q005::G1,S007,S007-Q005,4,1,['S007-Q004'],False,3,True,False,,False,,False,True
S007-Q006::G1,S007,S007-Q006,5,1,['S007-Q001'],False,,False,True,1,True,1,True,True
S007-Q007::G1,S007,S007-Q007,6,1,['S007-Q006'],False,3,True,False,,False,,False,True
S007-Q008::G1,S007,S007-Q008,7,1,['S007-Q003'],False,,False,True,1,True,1,True,True
S007-Q009::G1,S007,S007-Q009,8,1,['S007-Q008'],False,3,True,False,,False,,False,True
S007-Q010::G1,S007,S007-Q010,9,1,['S007-Q005'],False,,False,True,1,True,1,True,True
S007-Q011::G1,S007,S007-Q011,10,1,['S007-Q010'],False,3,True,False,,False,,False,True
S007-Q012::G1,S007,S007-Q012,11,1,['S007-Q007'],False,,False,True,1,True,2,True,True
S007-Q013::G1,S007,S007-Q013,12,1,['S007-Q012'],False,3,True,False,,False,,False,True
S007-Q014::G1,S007,S007-Q014,13,1,['S007-Q009'],False,,False,True,2,True,1,True,True
S007-Q015::G1,S007,S007-Q015,14,1,['S007-Q014'],False,3,True,False,,False,,False,True
S007-Q016::G1,S007,S007-Q016,15,1,['S007-Q011'],False,,False,True,2,True,3,True,True
S007-Q017::G1,S007,S007-Q017,16,1,['S007-Q016'],False,3,True,False,,False,,False,True
S007-Q018::G1,S007,S007-Q018,17,1,['S007-Q013'],False,,False,True,3,True,1,True,True
S007-Q019::G1,S007,S007-Q019,18,1,['S007-Q018'],False,3,True,False,,False,,False,True
S007-Q020::G1,S007,S007-Q020,19,1,['S007-Q015'],False,,False,True,6,False,,False,False
S007-Q021::G1,S007,S007-Q021,20,1,['S007-Q020'],False,3,True,False,,False,,False,True
S007-Q022::G1,S007,S007-Q022,21,1,['S007-Q017'],False,,False,True,1,True,1,True,True
S007-Q023::G1,S007,S007-Q023,22,1,['S007-Q022'],False,3,True,False,,False,,False,True
S007-Q024::G1,S007,S007-Q024,23,1,['S007-Q019'],False,,False,True,6,False,2,True,True
S007-Q025::G1,S007,S007-Q025,24,1,['S007-Q024'],False,3,True,False,,False,,False,True
S007-Q026::G1,S007,S007-Q026,25,1,['S007-Q021'],False,,False,True,17,False,,False,False
S007-Q027::G1,S007,S007-Q027,26,1,['S007-Q026'],False,3,True,False,,False,,False,True
S007-Q028::G1,S007,S007-Q028,27,1,['S007-Q023'],False,,False,True,1,True,1,True,True
S007-Q029::G1,S007,S007-Q029,28,1,['S007-Q023'],False,,False,True,4,True,,False,True
S007-Q029::G2,S007,S007-Q029,28,2,['S007-Q028'],False,3,True,True,,False,,False,True
S007-Q030::G1,S007,S007-Q030,29,1,['S007-Q025'],False,,False,True,15,False,,False,False
S007-Q031::G1,S007,S007-Q031,30,1,['S007-Q020'],False,,False,True,15,False,3,True,True
S007-Q031::G2,S007,S007-Q031,30,2,['S007-Q030'],False,3,True,True,,False,,False,True
S007-Q032::G1,S007,S007-Q032,31,1,['S007-Q027'],False,,False,True,1,True,1,True,True
S007-Q033::G1,S007,S007-Q033,32,1,['S007-Q032'],False,3,True,False,,False,,False,True
S007-Q034::G1,S007,S007-Q034,33,1,['S007-Q029'],False,,False,True,1,True,,False,True
S007-Q035::G1,S007,S007-Q035,34,1,['S007-Q032'],False,1,True,False,,False,,False,True
S007-Q035::G2,S007,S007-Q035,34,2,['S007-Q034'],False,3,True,False,,False,,False,True
S007-Q036::G1,S007,S007-Q036,35,1,['S007-Q031'],False,,False,True,11,False,,False,False
S007-Q037::G1,S007,S007-Q037,36,1,['S007-Q036'],False,3,True,False,,False,,False,True
S007-Q038::G1,S007,S007-Q038,37,1,['S007-Q033'],False,,False,True,4,True,,False,True
S007-Q039::G1,S007,S007-Q039,38,1,['S007-Q038'],False,3,True,False,,False,,False,True
S007-Q040::G1,S007,S007-Q040,39,1,['S007-Q035'],False,,False,True,10,False,1,True,True
S007-Q041::G1,S007,S007-Q041,40,1,['S007-Q040'],False,3,True,False,,False,,False,True
S007-Q042::G1,S007,S007-Q042,41,1,['S007-Q037'],False,,False,True,1,True,3,True,True
S007-Q043::G1,S007,S007-Q043,42,1,['S007-Q042'],False,3,True,False,,False,,False,True
S007-Q044::G1,S007,S007-Q044,43,1,['S007-Q039'],False,,False,True,14,False,,False,False
S007-Q045::G1,S007,S007-Q045,44,1,['S007-Q044'],False,3,True,False,,False,,False,True
S007-Q046::G1,S007,S007-Q046,45,1,['S007-Q041'],False,,False,True,22,False,,False,False
S007-Q047::G1,S007,S007-Q047,46,1,['S007-Q046'],False,3,True,False,,False,,False,True
S007-Q048::G1,S007,S007-Q048,47,1,['S007-Q043'],False,,False,True,5,True,,False,True
S007-Q049::G1,S007,S007-Q049,48,1,['S007-Q048'],False,3,True,False,,False,,False,True
S007-Q050::G1,S007,S007-Q050,49,1,['S007-Q045'],False,,False,True,2,True,,False,True
S007-Q051::G1,S007,S007-Q051,50,1,['S007-Q050'],False,3,True,False,,False,,False,True
S007-Q052::G1,S007,S007-Q052,51,1,['S007-Q047'],False,,False,True,1,True,,False,True
S007-Q053::G1,S007,S007-Q053,52,1,['S007-Q052'],False,3,True,False,,False,,False,True
S007-Q054::G1,S007,S007-Q054,53,1,['S007-Q049'],False,,False,True,10,False,,False,False
S007-Q055::G1,S007,S007-Q055,54,1,['S007-Q054'],False,3,True,False,,False,,False,True
S007-Q056::G1,S007,S007-Q056,55,1,['S007-Q051'],False,,False,True,24,False,,False,False
S007-Q057::G1,S007,S007-Q057,56,1,['S007-Q056'],False,3,True,False,,False,,False,True
S007-Q058::G1,S007,S007-Q058,57,1,['S007-Q053'],False,,False,True,13,False,,False,False
S007-Q059::G1,S007,S007-Q059,58,1,['S007-Q058'],False,3,True,False,,False,,False,True
S007-Q060::G1,S007,S007-Q060,59,1,['S007-Q055'],False,,False,True,3,True,,False,True
S007-Q061::G1,S007,S007-Q061,60,1,['S007-Q052'],False,,False,True,7,False,5,True,True
S007-Q061::G2,S007,S007-Q061,60,2,['S007-Q060'],False,3,True,True,,False,,False,True
S007-Q062::G1,S007,S007-Q062,61,1,['S007-Q057'],False,,False,True,23,False,,False,False
S007-Q063::G1,S007,S007-Q063,62,1,['S007-Q062'],False,3,True,False,,False,,False,True
S007-Q064::G1,S007,S007-Q064,63,1,['S007-Q059'],False,,False,True,2,True,,False,True
S007-Q065::G1,S007,S007-Q065,64,1,['S007-Q064'],False,3,True,False,,False,,False,True
S007-Q066::G1,S007,S007-Q066,65,1,['S007-Q061'],False,,False,True,11,False,,False,False
S007-Q067::G1,S007,S007-Q067,66,1,['S007-Q052'],False,,False,True,1,True,1,True,True
S007-Q067::G2,S007,S007-Q067,66,2,['S007-Q066'],False,3,True,True,,False,,False,True
S007-Q068::G1,S007,S007-Q068,67,1,['S007-Q063'],False,,False,True,10,False,,False,False
S007-Q069::G1,S007,S007-Q069,68,1,['S007-Q068'],False,3,True,False,,False,,False,True
S007-Q070::G1,S007,S007-Q070,69,1,['S007-Q065'],False,,False,True,21,False,,False,False
S007-Q071::G1,S007,S007-Q071,70,1,['S007-Q070'],False,3,True,False,,False,,False,True
S007-Q072::G1,S007,S007-Q072,71,1,['S007-Q067'],False,,False,True,6,False,,False,False
S007-Q073::G1,S007,S007-Q073,72,1,['S007-Q072'],False,3,True,False,,False,,False,True
S007-Q074::G1,S007,S007-Q074,73,1,['S007-Q069'],False,,False,True,15,False,,False,False
S007-Q075::G1,S007,S007-Q075,74,1,['S007-Q074'],False,3,True,False,,False,,False,True
S007-Q076::G1,S007,S007-Q076,75,1,['S007-Q071'],False,,False,True,6,False,,False,False
S007-Q077::G1,S007,S007-Q077,76,1,['S007-Q076'],False,3,True,False,,False,,False,True
S007-Q078::G1,S007,S007-Q078,77,1,['S007-Q073'],False,,False,True,30,False,,False,False
S007-Q079::G1,S007,S007-Q079,78,1,['S007-Q078'],False,3,True,False,,False,,False,True
S007-Q080::G1,S007,S007-Q080,79,1,['S007-Q075'],False,,False,True,28,False,,False,False
S007-Q081::G1,S007,S007-Q081,80,1,['S007-Q080'],False,3,True,False,,False,,False,True
S007-Q082::G1,S007,S007-Q082,81,1,['S007-Q077'],False,,False,True,9,False,,False,False
S007-Q083::G1,S007,S007-Q083,82,1,['S007-Q082'],False,3,True,False,,False,,False,True
S007-Q084::G1,S007,S007-Q084,83,1,['S007-Q079'],False,,False,True,32,False,,False,False
S007-Q085::G1,S007,S007-Q085,84,1,['S007-Q084'],False,3,True,False,,False,,False,True
S007-Q086::G1,S007,S007-Q086,85,1,['S007-Q081'],False,,False,True,41,False,,False,False
S007-Q087::G1,S007,S007-Q087,86,1,['S007-Q086'],False,3,True,False,,False,,False,True
S007-Q088::G1,S007,S007-Q088,87,1,['S007-Q083'],False,,False,True,22,False,,False,False
S007-Q089::G1,S007,S007-Q089,88,1,['S007-Q088'],False,3,True,False,,False,,False,True
S007-Q090::G1,S007,S007-Q090,89,1,['S007-Q085'],False,,False,True,34,False,,False,False
S007-Q091::G1,S007,S007-Q091,90,1,['S007-Q090'],False,3,True,False,,False,,False,True
S007-Q092::G1,S007,S007-Q092,91,1,['S007-Q087'],False,,False,True,1,True,4,True,True
S007-Q093::G1,S007,S007-Q093,92,1,['S007-Q092'],False,3,True,False,,False,,False,True
S007-Q094::G1,S007,S007-Q094,93,1,['S007-Q089'],False,,False,True,37,False,,False,False
S007-Q095::G1,S007,S007-Q095,94,1,['S007-Q094'],False,3,True,False,,False,,False,True
S007-Q096::G1,S007,S007-Q096,95,1,['S007-Q091'],False,,False,True,53,False,,False,False
S008-Q002::G1,S008,S008-Q002,1,1,['S008-Q001'],False,1,True,False,,False,,False,True
S008-Q003::G1,S008,S008-Q003,2,1,['S008-Q002'],False,2,True,False,,False,,False,True
S008-Q004::G1,S008,S008-Q004,3,1,['S008-Q003'],False,3,True,False,,False,,False,True
S008-Q005::G1,S008,S008-Q005,4,1,['S008-Q004'],False,3,True,False,,False,,False,True
S008-Q006::G1,S008,S008-Q006,5,1,['S008-Q001'],False,,False,True,1,True,1,True,True
S008-Q007::G1,S008,S008-Q007,6,1,['S008-Q006'],False,3,True,False,,False,,False,True
S008-Q008::G1,S008,S008-Q008,7,1,['S008-Q003'],False,,False,True,2,True,1,True,True
S008-Q009::G1,S008,S008-Q009,8,1,['S008-Q008'],False,3,True,False,,False,,False,True
S008-Q010::G1,S008,S008-Q010,9,1,['S008-Q005'],False,,False,True,1,True,1,True,True
S008-Q011::G1,S008,S008-Q011,10,1,['S008-Q010'],False,3,True,False,,False,,False,True
S008-Q012::G1,S008,S008-Q012,11,1,['S008-Q007'],False,,False,True,2,True,3,True,True
S008-Q013::G1,S008,S008-Q013,12,1,['S008-Q012'],False,3,True,False,,False,,False,True
S008-Q014::G1,S008,S008-Q014,13,1,['S008-Q009'],False,,False,True,5,True,1,True,True
S008-Q015::G1,S008,S008-Q015,14,1,['S008-Q014'],False,3,True,False,,False,,False,True
