requirement_id,session_id,query_id,turn_index,group_index,gold_members,is_or,shortterm_rank,shortterm_hit,midterm_ranking_available,midterm_rank,midterm_hit_at_5,longterm_rank,longterm_hit,final_hit
S004-Q043::G1,S004,S004-Q043,42,1,['S004-Q042'],False,3,True,False,,False,,False,True
S004-Q044::G1,S004,S004-Q044,43,1,['S004-Q043'],False,3,True,True,,False,,False,True
S004-Q045::G1,S004,S004-Q045,44,1,['S004-Q044'],False,3,True,False,,False,,False,True
S004-Q046::G1,S004,S004-Q046,45,1,['S004-Q045'],False,3,True,False,,False,,False,True
S004-Q047::G1,S004,S004-Q047,46,1,['S004-Q046'],False,3,True,False,,False,,False,True
S004-Q048::G1,S004,S004-Q048,47,1,['S004-Q047'],False,3,True,False,,False,,False,True
S004-Q049::G1,S004,S004-Q049,48,1,['S004-Q048'],False,3,True,True,,False,,False,True
S004-Q050::G1,S004,S004-Q050,49,1,['S004-Q049'],False,3,True,False,,False,,False,True
S004-Q051::G1,S004,S004-Q051,50,1,['S004-Q050'],False,3,True,False,,False,,False,True
S004-Q052::G1,S004,S004-Q052,51,1,['S004-Q051'],False,3,True,True,,False,,False,True
S004-Q053::G1,S004,S004-Q053,52,1,['S004-Q052'],False,3,True,False,,False,,False,True
S004-Q054::G1,S004,S004-Q054,53,1,['S004-Q053'],False,3,True,False,,False,,False,True
S004-Q055::G1,S004,S004-Q055,54,1,['S004-Q054'],False,3,True,True,,False,,False,True
S004-Q056::G1,S004,S004-Q056,55,1,['S004-Q055'],False,3,True,True,,False,,False,True
S004-Q057::G1,S004,S004-Q057,56,1,['S004-Q056'],False,3,True,False,,False,,False,True
S004-Q058::G1,S004,S004-Q058,57,1,['S004-Q057'],False,3,True,False,,False,,False,True
S004-Q059::G1,S004,S004-Q059,58,1,['S004-Q058'],False,3,True,False,,False,,False,True
S004-Q060::G1,S004,S004-Q060,59,1,['S004-Q059'],False,3,True,False,,False,,False,True
S004-Q061::G1,S004,S004-Q061,60,1,['S004-Q053'],False,,False,False,,False,,False,False
S004-Q061::G2,S004,S004-Q061,60,2,['S004-Q060'],False,3,True,False,,False,,False,True
S004-Q062::G1,S004,S004-Q062,61,1,['S004-Q020'],False,,False,False,,False,3,True,True
S004-Q062::G2,S004,S004-Q062,61,2,['S004-Q061'],False,3,True,False,,False,,False,True
S004-Q063::G1,S004,S004-Q063,62,1,['S004-Q062'],False,3,True,True,,False,,False,True
S004-Q064::G1,S004,S004-Q064,63,1,['S004-Q063'],False,3,True,False,,False,,False,True
S004-Q065::G1,S004,S004-Q065,64,1,['S004-Q064'],False,3,True,True,,False,,False,True
S004-Q066::G1,S004,S004-Q066,65,1,['S004-Q065'],False,3,True,True,,False,,False,True
S004-Q067::G1,S004,S004-Q067,66,1,['S004-Q057'],False,,False,False,,False,,False,False
S004-Q067::G2,S004,S004-Q067,66,2,['S004-Q066'],False,3,True,False,,False,,False,True
S004-Q068::G1,S004,S004-Q068,67,1,['S004-Q067'],False,3,True,False,,False,,False,True
S004-Q069::G1,S004,S004-Q069,68,1,['S004-Q068'],False,3,True,False,,False,,False,True
S004-Q070::G1,S004,S004-Q070,69,1,['S004-Q069'],False,3,True,True,,False,,False,True
S004-Q071::G1,S004,S004-Q071,70,1,['S004-Q070'],False,3,True,False,,False,,False,True
S004-Q072::G1,S004,S004-Q072,71,1,['S004-Q071'],False,3,True,False,,False,,False,True
S004-Q073::G1,S004,S004-Q073,72,1,['S004-Q072'],False,3,True,False,,False,,False,True
S004-Q074::G1,S004,S004-Q074,73,1,['S004-Q073'],False,3,True,False,,False,,False,True
S005-Q002::G1,S005,S005-Q002,1,1,['S005-Q001'],False,1,True,False,,False,,False,True
S005-Q003::G1,S005,S005-Q003,2,1,['S005-Q002'],False,2,True,False,,False,,False,True
S005-Q004::G1,S005,S005-Q004,3,1,['S005-Q003'],False,3,True,False,,False,,False,True
S005-Q005::G1,S005,S005-Q005,4,1,['S005-Q004'],False,3,True,False,,False,,False,True
S005-Q006::G1,S005,S005-Q006,5,1,['S005-Q005'],False,3,True,False,,False,,False,True
S005-Q007::G1,S005,S005-Q007,6,1,['S005-Q006'],False,3,True,True,,False,,False,True
S005-Q008::G1,S005,S005-Q008,7,1,['S005-Q007'],False,3,True,False,,False,,False,True
S005-Q009::G1,S005,S005-Q009,8,1,['S005-Q008'],False,3,True,False,,False,,False,True
S005-Q010::G1,S005,S005-Q010,9,1,['S005-Q009'],False,3,True,False,,False,,False,True
S005-Q011::G1,S005,S005-Q011,10,1,['S005-Q010'],False,3,True,True,,False,,False,True
S005-Q012::G1,S005,S005-Q012,11,1,['S005-Q011'],False,3,True,False,,False,,False,True
S005-Q013::G1,S005,S005-Q013,12,1,['S005-Q012'],False,3,True,True,,False,,False,True
S005-Q014::G1,S005,S005-Q014,13,1,['S005-Q013'],False,3,True,True,,False,,False,True
S005-Q015::G1,S005,S005-Q015,14,1,['S005-Q014'],False,3,True,False,,False,,False,True
S005-Q016::G1,S005,S005-Q016,15,1,['S005-Q015'],False,3,True,False,,False,,False,True
S005-Q017::G1,S005,S005-Q017,16,1,['S005-Q016'],False,3,True,False,,False,,False,True
S005-Q018::G1,S005,S005-Q018,17,1,['S005-Q017'],False,3,True,False,,False,,False,True
S005-Q019::G1,S005,S005-Q019,18,1,['S005-Q018'],False,3,True,False,,False,,False,True
S005-Q020::G1,S005,S005-Q020,19,1,['S005-Q019'],False,3,True,False,,False,,False,True
S005-Q021::G1,S005,S005-Q021,20,1,['S005-Q010'],False,,False,True,11,False,,False,False
S005-Q021::G2,S005,S005-Q021,20,2,['S005-Q020'],False,3,True,True,,False,,False,True
S005-Q022::G1,S005,S005-Q022,21,1,['S005-Q021'],False,3,True,True,,False,,False,True
S005-Q023::G1,S005,S005-Q023,22,1,['S005-Q022'],False,3,True,False,,False,,False,True
S005-Q024::G1,S005,S005-Q024,23,1,['S005-Q023'],False,3,True,False,,False,,False,True
S005-Q025::G1,S005,S005-Q025,24,1,['S005-Q022'],False,1,True,False,,False,,False,True
S005-Q025::G2,S005,S005-Q025,24,2,['S005-Q024'],False,3,True,False,,False,,False,True
S005-Q026::G1,S005,S005-Q026,25,1,['S005-Q025'],False,3,True,True,,False,,False,True
S005-Q027::G1,S005,S005-Q027,26,1,['S005-Q026'],False,3,True,False,,False,,False,True
S005-Q028::G1,S005,S005-Q028,27,1,['S005-Q027'],False,3,True,True,,False,,False,True
S005-Q029::G1,S005,S005-Q029,28,1,['S005-Q028'],False,3,True,False,,False,,False,True
S005-Q030::G1,S005,S005-Q030,29,1,['S005-Q021'],False,,False,False,,False,1,True,True
S005-Q030::G2,S005,S005-Q030,29,2,['S005-Q029'],False,3,True,False,,False,,False,True
S005-Q031::G1,S005,S005-Q031,30,1,['S005-Q030'],False,3,True,False,,False,,False,True
S005-Q032::G1,S005,S005-Q032,31,1,['S005-Q031'],False,3,True,False,,False,,False,True
S005-Q033::G1,S005,S005-Q033,32,1,['S005-Q032'],False,3,True,True,,False,,False,True
S005-Q034::G1,S005,S005-Q034,33,1,['S005-Q033'],False,3,True,False,,False,,False,True
S005-Q035::G1,S005,S005-Q035,34,1,['S005-Q034'],False,3,True,True,,False,,False,True
S005-Q036::G1,S005,S005-Q036,35,1,['S005-Q035'],False,3,True,False,,False,,False,True
S005-Q037::G1,S005,S005-Q037,36,1,['S005-Q036'],False,3,True,False,,False,,False,True
S005-Q038::G1,S005,S005-Q038,37,1,['S005-Q037'],False,3,True,False,,False,,False,True
S005-Q039::G1,S005,S005-Q039,38,1,['S005-Q038'],False,3,True,True,,False,,False,True
S005-Q040::G1,S005,S005-Q040,39,1,['S005-Q030'],False,,False,False,,False,,False,False
S005-Q040::G2,S005,S005-Q040,39,2,['S005-Q039'],False,3,True,False,,False,,False,True
S005-Q041::G1,S005,S005-Q041,40,1,['S005-Q040'],False,3,True,False,,False,,False,True
S005-Q042::G1,S005,S005-Q042,41,1,['S005-Q041'],False,3,True,True,,False,,False,True
S005-Q043::G1,S005,S005-Q043,42,1,['S005-Q042'],False,3,True,False,,False,,False,True
S005-Q044::G1,S005,S005-Q044,43,1,['S005-Q025'],False,,False,True,31,False,,False,False
S005-Q044::G2,S005,S005-Q044,43,2,['S005-Q043'],False,3,True,True,,False,,False,True
S005-Q045::G1,S005,S005-Q045,44,1,['S005-Q044'],False,3,True,False,,False,,False,True
S005-Q046::G1,S005,S005-Q046,45,1,['S005-Q045'],False,3,True,False,,False,,False,True
S005-Q047::G1,S005,S005-Q047,46,1,['S005-Q046'],False,3,True,False,,False,,False,True
S005-Q048::G1,S005,S005-Q048,47,1,['S005-Q047'],False,3,True,False,,False,,False,True
S005-Q049::G1,S005,S005-Q049,48,1,['S005-Q043'],False,,False,True,1,True,,False,True
S005-Q049::G2,S005,S005-Q049,48,2,['S005-Q048'],False,3,True,True,,False,,False,True
S005-Q050::G1,S005,S005-Q050,49,1,['S005-Q040'],False,,False,False,,False,,False,False
S005-Q050::G2,S005,S005-Q050,49,2,['S005-Q049'],False,3,True,False,,False,,False,True
S005-Q051::G1,S005,S005-Q051,50,1,['S005-Q042'],False,,False,False,,False,,False,False
S005-Q051::G2,S005,S005-Q051,50,2,['S005-Q050'],False,3,True,False,,False,,False,True
S005-Q052::G1,S005,S005-Q052,51,1,['S005-Q040'],False,,False,True,1,True,1,True,True
S005-Q052::G2,S005,S005-Q052,51,2,['S005-Q051'],False,3,True,True,,False,,False,True
S005-Q053::G1,S005,S005-Q053,52,1,['S005-Q052'],False,3,True,False,,False,,False,True
S005-Q054::G1,S005,S005-Q054,53,1,['S005-Q053'],False,3,True,False,,False,,False,True
S005-Q055::G1,S005,S005-Q055,54,1,['S005-Q054'],False,3,True,True,,False,,False,True
S005-Q056::G1,S005,S005-Q056,55,1,['S005-Q055'],False,3,True,True,,False,,False,True
S005-Q057::G1,S005,S005-Q057,56,1,['S005-Q048'],False,,False,False,,False,,False,False
S005-Q057::G2,S005,S005-Q057,56,2,['S005-Q056'],False,3,True,False,,False,,False,True
S005-Q058::G1,S005,S005-Q058,57,1,['S005-Q057'],False,3,True,False,,False,,False,True
