comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,Model,Type,extreme_movement
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,13,6,0.60422682762146,0.39518532156944275,-0.2090415060520172,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,19,-16,0.5494986772537231,0.2273925542831421,-0.32210612297058105,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,15,-11,0.5578400492668152,0.4407152831554413,-0.1171247661113739,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,2,19,0.489423006772995,0.48491623997688293,-0.0045067667961120605,qcsun/financial-embedding,金融,OUTSIDE20_TO_TOP5
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,21,-17,0.5434472560882568,0.2210461050271988,-0.32240115106105804,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,24,16,0.30329322814941406,0.11860952526330948,-0.18468370288610458,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,26,2,0.3380138576030731,0.11442898213863373,-0.2235848754644394,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,13,9,0.5372671484947205,0.2249855399131775,-0.31228160858154297,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,36,0,0.5712360143661499,0.28818875551223755,-0.28304725885391235,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,37,-20,0.6142544746398926,0.28512194752693176,-0.3291325271129608,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,42,-17,0.5234483480453491,0.20692595839500427,-0.31652238965034485,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,31,2,0.5125783085823059,0.23253664374351501,-0.2800416648387909,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,22,-19,0.6123521327972412,0.3246597945690155,-0.2876923382282257,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,2,24,0.4568561911582947,0.25537094473838806,-0.20148524641990662,qcsun/financial-embedding,金融,OUTSIDE20_TO_TOP5
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,4,8,0.4582591652870178,0.2962011694908142,-0.1620579957962036,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,6,-4,0.47814619541168213,0.2718142569065094,-0.20633193850517273,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,26,-11,0.42474165558815,0.16124440729618073,-0.2634972482919693,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,24,-2,0.41263967752456665,0.16766895353794098,-0.24497072398662567,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,3,1,0.5201765894889832,0.3862103819847107,-0.13396620750427246,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,1,1,0.4894738793373108,0.25126153230667114,-0.23821234703063965,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.4091431200504303,0.1598079353570938,-0.2493351846933365,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.17641155421733856,-0.27191729843616486,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,0.4276643693447113,0.1574491262435913,-0.27021524310112,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,3,-2,0.4773827791213989,0.196251779794693,-0.28113099932670593,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,9,-5,0.42706114053726196,0.12307310104370117,-0.3039880394935608,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,1,3,0.5493555665016174,0.3463553190231323,-0.2030002474784851,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,18,-7,0.5612436532974243,0.1801890879869461,-0.3810545653104782,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,6,8,0.5384949445724487,0.2579770088195801,-0.28051793575286865,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,2,3,0.6158711314201355,0.3591677248477936,-0.2567034065723419,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,1,9,0.5733019709587097,0.37289679050445557,-0.20040518045425415,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,7,6,0.5440734028816223,0.3317819833755493,-0.212291419506073,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,2,-1,0.6653862595558167,0.33633461594581604,-0.3290516436100006,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,5,-3,0.6522879004478455,0.3265053629875183,-0.32578253746032715,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,2,3,0.6095507144927979,0.2908281683921814,-0.31872254610061646,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,21,0,0.46689894795417786,-0.015494303777813911,-0.48239325173199177,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,8,1,0.5086044073104858,0.03124745935201645,-0.4773569479584694,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,34,-16,0.5557105541229248,0.1954040825366974,-0.3603064715862274,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,24,-8,0.5743467211723328,0.22814905643463135,-0.3461976647377014,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,17,-16,0.650495707988739,0.23703356087207794,-0.41346214711666107,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,25,-24,0.6233232617378235,0.24903301894664764,-0.37429024279117584,qcsun/financial-embedding,金融,TOP5_TO_OUTSIDE20
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,13,-12,0.6313807368278503,0.31166326999664307,-0.3197174668312073,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,22,4,0.5303848385810852,0.30172672867774963,-0.22865810990333557,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,25,-1,0.5050852298736572,0.21780608594417572,-0.2872791439294815,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,1,6,0.5447832942008972,0.29237693548202515,-0.25240635871887207,qcsun/financial-embedding,金融,
qcsun/financial-embedding vs BAAI/bge-small-zh-v1.5,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,29,-12,0.5247721672058105,0.22963573038578033,-0.2951364368200302,qcsun/financial-embedding,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.3740633726119995,-0.054084718227386475,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,7,-3,0.466714084148407,0.4107148051261902,-0.0559992790222168,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,3,-2,0.5079617500305176,0.43873563408851624,-0.06922611594200134,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,8,-2,0.5258427858352661,0.48710405826568604,-0.03873872756958008,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,5,0,0.5786083340644836,0.5041720271110535,-0.07443630695343018,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,2,1,0.6154555082321167,0.4719758927822113,-0.1434796154499054,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,12,-5,0.6190251111984253,0.4467976689338684,-0.17222744226455688,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,13,0,0.5578075647354126,0.4740297496318817,-0.08377781510353088,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,11,0,0.5649251937866211,0.4785960018634796,-0.08632919192314148,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,3,0,0.6154380440711975,0.505120575428009,-0.11031746864318848,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,8,4,0.544538140296936,0.458223432302475,-0.08631470799446106,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,13,-10,0.4967461824417114,0.32931041717529297,-0.16743576526641846,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,10,-8,0.5816625952720642,0.40878060460090637,-0.17288199067115784,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,16,8,0.4725983738899231,0.3666878342628479,-0.1059105396270752,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,27,-4,0.39940428733825684,0.39156419038772583,-0.007840096950531006,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,2,-1,0.520713210105896,0.4619486629962921,-0.05876454710960388,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,4,9,0.4627559781074524,0.4540581703186035,-0.008697807788848877,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,17,-10,0.516326904296875,0.4296170473098755,-0.08670985698699951,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,2,2,0.41738826036453247,0.37776467204093933,-0.03962358832359314,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,16,-10,0.41101235151290894,0.31383106112480164,-0.0971812903881073,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,12,-1,0.6024776697158813,0.47973066568374634,-0.12274700403213501,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.3366914987564087,-0.03866469860076904,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,6,1,0.35073208808898926,0.28954288363456726,-0.061189204454422,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,2,3,0.3698793947696686,0.3516049385070801,-0.0182744562625885,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,8,1,0.3458166718482971,0.28918564319610596,-0.05663102865219116,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,4,1,0.3781711459159851,0.32345977425575256,-0.054711371660232544,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,3,3,0.47782114148139954,0.41850200295448303,-0.059319138526916504,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,10,5,0.6479976177215576,0.5842533111572266,-0.06374430656433105,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,1,10,0.7154013514518738,0.6831585168838501,-0.03224283456802368,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,15,-8,0.7325950860977173,0.6257328987121582,-0.10686218738555908,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,12,-4,0.6824973225593567,0.51615309715271,-0.16634422540664673,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,9,1,0.6791412234306335,0.5285688638687134,-0.15057235956192017,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,5,-3,0.7513960599899292,0.6389558911323547,-0.11244016885757446,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,1,1,0.7454124689102173,0.6418139934539795,-0.10359847545623779,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,18,-7,0.7210525870323181,0.587816596031189,-0.13323599100112915,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,28,-17,0.7214906811714172,0.621451199054718,-0.10003948211669922,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,32,-19,0.6772738099098206,0.5098362565040588,-0.16743755340576172,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,4,-2,0.7298577427864075,0.5792604088783264,-0.15059733390808105,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,15,-3,0.6979053020477295,0.6417776942253113,-0.05612760782241821,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,39,0,0.6558573842048645,0.5253198146820068,-0.13053756952285767,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,9,-5,0.7309869527816772,0.5994920134544373,-0.13149493932724,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,1,3,0.67808997631073,0.6473386287689209,-0.030751347541809082,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,1,0,0.6072694063186646,0.5364933609962463,-0.07077604532241821,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,17,-2,0.4818408787250519,0.4451136589050293,-0.03672721982002258,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,6,10,0.492669016122818,0.44502177834510803,-0.04764723777770996,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,3,9,0.5007023811340332,0.4679812490940094,-0.032721132040023804,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,24,12,0.33248934149742126,0.36540794372558594,0.03291860222816467,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,5,6,0.6479683518409729,0.6116458773612976,-0.03632247447967529,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,29,-28,0.650933027267456,0.4380570948123932,-0.21287593245506287,BalyasnyAI/multilingual-e5-base,金融,TOP5_TO_OUTSIDE20
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,18,-12,0.6310549378395081,0.46077191829681396,-0.1702830195426941,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6374316811561584,0.5666303634643555,-0.07080131769180298,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,13,-2,0.5550165176391602,0.5105228424072266,-0.044493675231933594,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,10,1,0.4726150631904602,0.4251784682273865,-0.04743659496307373,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.3476473391056061,0.28263071179389954,-0.06501662731170654,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,2,2,0.4727919101715088,0.4665185809135437,-0.006273329257965088,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,5,-4,0.494103342294693,0.42615121603012085,-0.06795212626457214,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,4,2,0.49814823269844055,0.41527727246284485,-0.0828709602355957,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,7,-2,0.5069320797920227,0.3739335238933563,-0.13299855589866638,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6167545914649963,0.5340310335159302,-0.08272355794906616,BalyasnyAI/multilingual-e5-base,金融,
