session_id,source_turn_id,候选 Add Prompt,Production keywords,Candidate keywords,Added keywords,Lost keywords,Keyword Jaccard,Exact ordered match
S004,S004-Q007,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""经营现金流"", ""扣非归母净利润"", ""归母股东权益"", ""盈利质量"", ""同比"", ""年报""]","[""比亚迪"", ""2023-2025"", ""经营现金流"", ""盈利质量"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""年报""]",[],[],1.0,False
S004,S004-Q008,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""资产扩张"", ""经营现金流"", ""归母净利润"", ""营业收入"", ""总资产"", ""同比分析""]","[""比亚迪"", ""2023-2025"", ""资产扩张"", ""营业收入"", ""归母股东权益"", ""经营现金流"", ""盈利质量"", ""年度报告""]","[""年度报告"", ""归母股东权益"", ""盈利质量""]","[""同比分析"", ""归母净利润"", ""总资产""]",0.45454545454545453,False
S004,S004-Q009,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025财年"", ""股东权益"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流"", ""同比分析"", ""年度报告""]","[""比亚迪"", ""股东权益"", ""归母净利润"", ""扣非归母净利润"", ""2023-2025"", ""年度报告"", ""先升后降"", ""权益积累""]","[""2023-2025"", ""先升后降"", ""权益积累""]","[""2023-2025财年"", ""同比分析"", ""经营活动现金流""]",0.45454545454545453,False
S004,S004-Q010,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""投资者问答底稿"", ""扣非归母净利润"", ""归母股东权益"", ""先升后降"", ""连续上升"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""投资者问答底稿"", ""扣非归母净利润"", ""归母股东权益"", ""年度报告"", ""同比"", ""先升后降""]","[""同比""]","[""连续上升""]",0.7777777777777778,False
S004,S004-Q011,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""经营现金流"", ""扣非归母净利润"", ""盈利质量"", ""同比"", ""年报"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""经营现金流"", ""扣非归母净利润"", ""盈利质量"", ""年报"", ""同比"", ""现金流下降""]","[""现金流下降""]","[""投资者关系""]",0.7777777777777778,False
S004,S004-Q012,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""现金流"", ""三年路径"", ""总资产"", ""归母股东权益"", ""经营活动现金流"", ""同比""]","[""比亚迪"", ""2023-2025"", ""三年路径"", ""总资产"", ""归母股东权益"", ""经营活动现金流"", ""同比"", ""年度报告""]","[""年度报告""]","[""现金流""]",0.7777777777777778,False
S004,S004-Q013,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""现金流"", ""归母净利润"", ""错位"", ""2025年"", ""年报"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""归母净利润"", ""错位"", ""2025年"", ""同比"", ""年度报告""]","[""同比"", ""年度报告"", ""经营活动现金流净额""]","[""年报"", ""投资者关系"", ""现金流""]",0.45454545454545453,False
S004,S004-Q014,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""现金流与净利润比率"", ""营业收入"", ""归母净利润"", ""经营现金流"", ""同比"", ""冲突""]","[""比亚迪"", ""2023-2025"", ""现金流净利润比率"", ""经营现金流"", ""归母净利润"", ""营业收入"", ""归母股东权益"", ""同比""]","[""归母股东权益"", ""现金流净利润比率""]","[""冲突"", ""现金流与净利润比率""]",0.6,False
S004,S004-Q015,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""同比"", ""年度拐点"", ""公开来源""]","[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""年度拐点"", ""同比"", ""公开来源""]",[],[],1.0,False
S004,S004-Q016,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""年报原数"", ""计算结果"", ""同比"", ""错位""]","[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""经营活动现金流"", ""总资产"", ""年报原数"", ""计算结果""]","[""总资产"", ""经营活动现金流""]","[""同比"", ""错位""]",0.6,False
S004,S004-Q017,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""投资者关系"", ""公开披露"", ""可解释性"", ""年报分析""]","[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""偿债来源"", ""流动性"", ""公开披露"", ""投资者疑点""]","[""偿债来源"", ""投资者疑点"", ""流动性""]","[""可解释性"", ""年报分析"", ""投资者关系""]",0.45454545454545453,False
S004,S004-Q018,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""现金质量"", ""经营活动现金流"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""反证检验""]","[""比亚迪"", ""2023-2025"", ""现金质量"", ""经营活动现金流"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""反证""]","[""反证""]","[""反证检验""]",0.7777777777777778,False
S004,S004-Q019,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""现金风险排序"", ""归母股东权益"", ""扣非归母净利润"", ""经营现金流"", ""同比"", ""年报""]","[""比亚迪"", ""2023-2025"", ""现金风险排序"", ""归母股东权益"", ""扣非归母净利润"", ""经营活动现金流"", ""同比"", ""年报""]","[""经营活动现金流""]","[""经营现金流""]",0.7777777777777778,False
S004,S004-Q020,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""经营现金流"", ""同比"", ""边际变化"", ""三年路径""]","[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""经营活动现金流"", ""归母股东权益"", ""同比"", ""边际变化""]","[""归母股东权益"", ""经营活动现金流""]","[""三年路径"", ""经营现金流""]",0.6,False
S004,S004-Q021,最小改动 Add Prompt,"[""比亚迪"", ""总资产"", ""三年变化"", ""归母净利润"", ""扣非归母净利润"", ""2023-2025"", ""同比"", ""反证""]","[""比亚迪"", ""总资产"", ""三年变化"", ""经营现金流"", ""反证"", ""归母净利润"", ""扣非归母净利润"", ""2023-2025""]","[""经营现金流""]","[""同比""]",0.7777777777777778,False
S004,S004-Q022,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""同步性"", ""先升后降"", ""连续上升"", ""年报""]","[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""同步性"", ""年度报告"", ""投资者关系""]","[""年度报告"", ""投资者关系""]","[""先升后降"", ""年报"", ""连续上升""]",0.5,False
S004,S004-Q023,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""近似杠杆"", ""经营活动现金流"", ""扣非归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]","[""比亚迪"", ""2023-2025"", ""近似杠杆"", ""资产权益比"", ""经营活动现金流"", ""扣非归母净利润"", ""年报分析"", ""投资者关系""]","[""年报分析"", ""投资者关系"", ""资产权益比""]","[""同比"", ""归母股东权益"", ""总资产""]",0.45454545454545453,False
S004,S004-Q024,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""同比分析"", ""规模增长"", ""年报"", ""财务分析""]","[""比亚迪"", ""2023-2025"", ""营业收入"", ""总资产"", ""归母股东权益"", ""同比分析"", ""规模增长"", ""资产支撑""]","[""营业收入"", ""资产支撑""]","[""年报"", ""财务分析""]",0.6,False
S004,S004-Q025,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""财务分析"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""证据缺口"", ""年报""]","[""比亚迪"", ""2023-2025"", ""归母股东权益"", ""扣非归母净利润"", ""效率判断"", ""年报"", ""同比"", ""冲突调和""]","[""冲突调和"", ""效率判断""]","[""证据缺口"", ""财务分析""]",0.6,False
S004,S004-Q026,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""经营现金流"", ""同比"", ""拐点"", ""矛盾""]","[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""归母净利润"", ""经营现金流"", ""年度报告"", ""矛盾年份""]","[""年度报告"", ""归母股东权益"", ""矛盾年份""]","[""同比"", ""拐点"", ""矛盾""]",0.45454545454545453,False
S004,S004-Q027,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""资产扩张"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流"", ""总资产"", ""归母股东权益""]","[""比亚迪"", ""2023-2025"", ""资产扩张"", ""归母净利润"", ""扣非归母净利润"", ""经营现金流"", ""总资产"", ""同比""]","[""同比"", ""经营现金流""]","[""归母股东权益"", ""经营活动现金流""]",0.6,False
S004,S004-Q028,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""资产端风险"", ""扣非归母净利润"", ""归母股东权益"", ""同比"", ""年度报告"", ""风险排序""]","[""比亚迪"", ""2023-2025"", ""资产端风险"", ""扣非归母净利润"", ""归母股东权益"", ""风险排序"", ""年度报告"", ""投资者关系""]","[""投资者关系""]","[""同比""]",0.7777777777777778,False
S004,S004-Q029,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""经营活动现金流"", ""扣非归母净利润"", ""管理层问询"", ""可核实问题"", ""年报分析"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""管理层问询"", ""可核实问题"", ""年报数据"", ""投资者关系""]","[""年报数据"", ""经营活动现金流净额""]","[""年报分析"", ""经营活动现金流""]",0.6,False
S004,S004-Q030,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""综合判断"", ""投资者关系"", ""年度报告"", ""同比分析""]","[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""综合判断"", ""投资者关系"", ""年度报告"", ""财务分析""]","[""财务分析""]","[""同比分析""]",0.7777777777777778,False
S004,S004-Q031,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""盈利路径"", ""营业收入"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""盈利路径"", ""归母股东权益"", ""扣非归母净利润"", ""营业收入"", ""经营现金流"", ""同比分析""]","[""同比分析"", ""经营现金流""]","[""同比"", ""年度报告""]",0.6,False
S004,S004-Q032,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""方向冲突"", ""年度报告"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""方向冲突"", ""年度报告"", ""投资者关系""]",[],[],1.0,True
S004,S004-Q033,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""同比"", ""先升后降"", ""年度报告"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""同比"", ""年度拐点"", ""年度报告"", ""可复算""]","[""可复算"", ""年度拐点""]","[""先升后降"", ""投资者关系""]",0.6,False
S004,S004-Q034,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""年报原数"", ""同比"", ""先升后降"", ""连续上升""]","[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""年报原数"", ""同比"", ""先升后降"", ""连续上升""]",[],[],1.0,True
S004,S004-Q035,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""近似利润率"", ""经营活动现金流"", ""扣非归母净利润"", ""年报"", ""同比"", ""口径限制""]","[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""同比"", ""年报"", ""投资者关系""]","[""投资者关系"", ""经营活动现金流净额""]","[""口径限制"", ""经营活动现金流"", ""近似利润率""]",0.5,False
S004,S004-Q036,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""盈利指标"", ""信号调和"", ""总资产"", ""归母股东权益"", ""归母净利润"", ""经营现金流""]","[""比亚迪"", ""2023-2025"", ""盈利指标"", ""冲突调和"", ""总资产"", ""归母股东权益"", ""同比"", ""年度报告""]","[""冲突调和"", ""同比"", ""年度报告""]","[""信号调和"", ""归母净利润"", ""经营现金流""]",0.45454545454545453,False
S004,S004-Q037,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""基期选择"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""年度报告"", ""盈利叙事""]","[""比亚迪"", ""2023-2025"", ""基期选择"", ""归母股东权益"", ""扣非归母净利润"", ""盈利叙事"", ""投资者关系"", ""年报分析""]","[""年报分析"", ""投资者关系""]","[""同比"", ""年度报告""]",0.6,False
S004,S004-Q038,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""反向验证"", ""营业收入"", ""归母股东权益"", ""归母净利润"", ""经营现金流"", ""同比""]","[""比亚迪"", ""2023-2025"", ""反证验证"", ""营业收入"", ""归母股东权益"", ""归母净利润"", ""经营现金流"", ""同比""]","[""反证验证""]","[""反向验证""]",0.7777777777777778,False
S004,S004-Q039,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""反证"", ""经营现金流"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""反证"", ""表述修正"", ""经营活动现金流""]","[""经营活动现金流"", ""表述修正""]","[""年度报告"", ""经营现金流""]",0.6,False
S004,S004-Q040,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""盈利分析"", ""扣非归母净利润"", ""归母股东权益"", ""同比"", ""年报"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""盈利分析"", ""扣非归母净利润"", ""归母股东权益"", ""同比"", ""年报"", ""投资者关系""]",[],[],1.0,True
S004,S004-Q041,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""同比"", ""年报追溯"", ""公开披露"", ""来源追溯""]","[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""公开披露追溯"", ""年度报告"", ""同比分析"", ""来源确认""]","[""公开披露追溯"", ""同比分析"", ""年度报告"", ""来源确认""]","[""公开披露"", ""同比"", ""年报追溯"", ""来源追溯""]",0.3333333333333333,False
S004,S004-Q042,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""三年比较"", ""口径差异"", ""总资产"", ""归母股东权益"", ""同比"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""三年比较"", ""口径差异"", ""总资产"", ""归母股东权益"", ""同比"", ""年度报告""]",[],[],1.0,True
S004,S004-Q043,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""年报分析"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""证据分级"", ""数据缺口""]","[""比亚迪"", ""2023-2025"", ""年报分析"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""数据来源"", ""证据分级""]","[""数据来源""]","[""数据缺口""]",0.7777777777777778,False
S004,S004-Q044,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""证据强度"", ""营业收入"", ""归母股东权益"", ""连续上升"", ""措辞修订"", ""年报数据""]","[""比亚迪"", ""2023-2025"", ""证据强度审查"", ""营业收入"", ""归母股东权益"", ""归母净利润"", ""经营现金流"", ""同比""]","[""同比"", ""归母净利润"", ""经营现金流"", ""证据强度审查""]","[""年报数据"", ""措辞修订"", ""证据强度"", ""连续上升""]",0.3333333333333333,False
S004,S004-Q045,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025财年"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""年度报告"", ""信息缺口"", ""同比分析""]","[""比亚迪"", ""2023-2025财年"", ""归母净利润"", ""扣非归母净利润"", ""营业收入"", ""经营现金流"", ""先升后降"", ""信息缺口""]","[""经营现金流"", ""营业收入""]","[""同比分析"", ""年度报告""]",0.6,False
S004,S004-Q046,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""先升后降"", ""连续上升"", ""年报"", ""历史纠错""]","[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""先升后降"", ""连续上升"", ""历史纠错"", ""年报数据""]","[""年报数据""]","[""年报""]",0.7777777777777778,False
S004,S004-Q047,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""反证检验"", ""经营活动现金流净额"", ""扣非归母净利润"", ""年报"", ""同比"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""反证检验"", ""经营活动现金流净额"", ""扣非归母净利润"", ""同比"", ""年报"", ""投资者关系""]",[],[],1.0,False
S004,S004-Q048,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""财务分析"", ""证据可靠性"", ""投资者关系"", ""总资产"", ""归母股东权益"", ""归母净利润""]","[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""可靠性排序"", ""投资者关系"", ""年度报告"", ""同比""]","[""可靠性排序"", ""同比"", ""年度报告""]","[""归母净利润"", ""证据可靠性"", ""财务分析""]",0.45454545454545453,False
S004,S004-Q049,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母股东权益"", ""扣非归母净利润"", ""管理层问询"", ""年度同比"", ""证据分级"", ""年报来源""]","[""比亚迪"", ""2023-2025"", ""财务分析"", ""归母股东权益"", ""扣非归母净利润"", ""管理层问询"", ""年度报告"", ""投资者关系""]","[""年度报告"", ""投资者关系"", ""财务分析""]","[""年度同比"", ""年报来源"", ""证据分级""]",0.45454545454545453,False
S004,S004-Q050,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""同比"", ""年度报告"", ""投资者关系"", ""结论""]","[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""同比"", ""年度报告"", ""投资者关系"", ""结论""]",[],[],1.0,True
S004,S004-Q051,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""反证"", ""公开来源"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""反证检验"", ""年度报告"", ""投资者关系""]","[""反证检验"", ""投资者关系""]","[""公开来源"", ""反证""]",0.6,False
S004,S004-Q052,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""年报原数"", ""同比计算"", ""指标冲突"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""年报原数"", ""同比计算"", ""指标冲突"", ""投资者关系""]",[],[],1.0,True
S004,S004-Q053,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""年报"", ""同比"", ""口径限制"", ""历史纠错""]","[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""年报"", ""同比"", ""口径限制"", ""历史纠错""]",[],[],1.0,True
S004,S004-Q054,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""基期"", ""同比"", ""年度报告"", ""连续上升""]","[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""基期选择"", ""年度报告"", ""连续上升""]","[""基期选择""]","[""同比"", ""基期""]",0.6666666666666666,False
S004,S004-Q055,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""基期"", ""可复算比率"", ""年报""]","[""比亚迪"", ""2023-2025"", ""归母股东权益"", ""扣非归母净利润"", ""基期判断"", ""可复算比率"", ""年度报告"", ""投资者关系""]","[""基期判断"", ""年度报告"", ""投资者关系""]","[""同比"", ""基期"", ""年报""]",0.45454545454545453,False
S004,S004-Q056,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""证据层级"", ""边际变化"", ""三年路径"", ""同比""]","[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""证据层级"", ""边际变化"", ""三年路径"", ""同比""]",[],[],1.0,True
S004,S004-Q057,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""因果措辞"", ""证据强度"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""反证""]","[""比亚迪"", ""2023-2025"", ""因果措辞"", ""证据强度"", ""归母净利润"", ""扣非归母净利润"", ""经营现金流"", ""反证""]","[""经营现金流""]","[""先升后降""]",0.7777777777777778,False
S004,S004-Q058,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""风险判断"", ""管理层追问"", ""投资者关系"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""风险判断"", ""管理层追问"", ""年度报告"", ""同比""]","[""同比""]","[""投资者关系""]",0.7777777777777778,False
S004,S004-Q059,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""风险排序"", ""经营活动现金流净额"", ""扣非归母净利润"", ""同比"", ""年报"", ""投资者关系""]","[""比亚迪"", ""2023-2025"", ""风险排序"", ""经营活动现金流净额"", ""扣非归母净利润"", ""年报"", ""投资者关系"", ""同比""]",[],[],1.0,False
S004,S004-Q060,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""同比"", ""连续上升"", ""年度报告"", ""财务分析""]","[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""同比"", ""年度报告"", ""投资者关系"", ""财务分析""]","[""投资者关系""]","[""连续上升""]",0.7777777777777778,False
S004,S004-Q061,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母股东权益"", ""扣非归母净利润"", ""同比"", ""年报"", ""证据分级"", ""缺口""]","[""比亚迪"", ""2023-2025"", ""三年口径"", ""归母股东权益"", ""扣非归母净利润"", ""证据分级"", ""数据缺口"", ""年度报告""]","[""三年口径"", ""年度报告"", ""数据缺口""]","[""同比"", ""年报"", ""缺口""]",0.45454545454545453,False
S004,S004-Q062,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""归母净利润"", ""经营现金流"", ""证据链"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""归母净利润"", ""经营现金流"", ""证据链"", ""年报""]","[""年报""]","[""年度报告""]",0.7777777777777778,False
S004,S004-Q063,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025财年"", ""归母净利润"", ""扣非归母净利润"", ""同比"", ""冲突解释"", ""证据链"", ""年度报告""]","[""比亚迪"", ""2023-2025财年"", ""归母净利润"", ""扣非归母净利润"", ""冲突解释"", ""完整财年"", ""年度报告"", ""同比分析""]","[""同比分析"", ""完整财年""]","[""同比"", ""证据链""]",0.6,False
S004,S004-Q064,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025财年"", ""扣非归母净利润"", ""归母股东权益"", ""先升后降"", ""连续上升"", ""结论修订"", ""年报数据""]","[""比亚迪"", ""2023-2025"", ""扣非归母净利润"", ""归母股东权益"", ""先升后降"", ""连续上升"", ""年度报告"", ""投资者关系""]","[""2023-2025"", ""年度报告"", ""投资者关系""]","[""2023-2025财年"", ""年报数据"", ""结论修订""]",0.45454545454545453,False
S004,S004-Q065,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""财务分析"", ""经营活动现金流"", ""扣非归母净利润"", ""事实与判断"", ""年度报告""]","[""比亚迪"", ""2023-2025"", ""年度报告"", ""经营活动现金流净额"", ""扣非归母净利润"", ""同比"", ""事实与判断区分"", ""投资者关系""]","[""事实与判断区分"", ""同比"", ""投资者关系"", ""经营活动现金流净额""]","[""事实与判断"", ""经营活动现金流"", ""财务分析""]",0.36363636363636365,False
S004,S004-Q066,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""表述强度"", ""证据层级"", ""投资者关系"", ""年报""]","[""比亚迪"", ""2023-2025"", ""表述强度"", ""总资产"", ""归母股东权益"", ""投资者关系"", ""证据层级"", ""年报数据""]","[""年报数据""]","[""年报""]",0.7777777777777778,False
S004,S004-Q067,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""反向验证"", ""归母股东权益"", ""扣非归母净利润"", ""先升后降"", ""连续上升"", ""年报""]","[""比亚迪"", ""2023-2025"", ""反向验证"", ""归母股东权益"", ""扣非归母净利润"", ""年度报告"", ""投资者关系"", ""反证""]","[""反证"", ""年度报告"", ""投资者关系""]","[""先升后降"", ""年报"", ""连续上升""]",0.45454545454545453,False
S004,S004-Q068,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""风险排序"", ""营业收入"", ""归母股东权益"", ""同比"", ""反证"", ""主证据""]","[""比亚迪"", ""2023-2025"", ""风险排序"", ""营业收入"", ""归母股东权益"", ""归母净利润"", ""经营现金流"", ""反证""]","[""归母净利润"", ""经营现金流""]","[""主证据"", ""同比""]",0.6,False
S004,S004-Q069,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""营业收入"", ""经营现金流"", ""同比""]","[""比亚迪"", ""2023-2025"", ""投资者问答底稿"", ""归母净利润"", ""扣非归母净利润"", ""先升后降"", ""同比"", ""年度报告""]","[""年度报告"", ""投资者问答底稿""]","[""经营现金流"", ""营业收入""]",0.6,False
S004,S004-Q070,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""年度报告"", ""扣非归母净利润"", ""归母股东权益"", ""同比"", ""来源"", ""限制""]","[""比亚迪"", ""2023-2025"", ""年度报告"", ""扣非归母净利润"", ""归母股东权益"", ""同比"", ""来源"", ""限制""]",[],[],1.0,True
S004,S004-Q071,最小改动 Add Prompt,"[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""相关性"", ""因果"", ""口径限制"", ""年报来源""]","[""比亚迪"", ""2023-2025"", ""经营活动现金流净额"", ""扣非归母净利润"", ""相关性"", ""因果"", ""口径限制"", ""年报来源""]",[],[],1.0,True
S005,S005-Q001,最小改动 Add Prompt,"[""宁德时代"", ""2023-2025"", ""财务变化"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]","[""宁德时代"", ""2023-2025"", ""财务变化"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]",[],[],1.0,True
S005,S005-Q002,最小改动 Add Prompt,"[""宁德时代"", ""2023-2025"", ""年报"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]","[""宁德时代"", ""2023-2025"", ""年报来源"", ""口径一致性"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]","[""口径一致性"", ""年报来源""]","[""同比"", ""年报""]",0.6,False
S005,S005-Q003,最小改动 Add Prompt,"[""宁德时代"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""同比"", ""先降后升"", ""连续上升"", ""年报""]","[""宁德时代"", ""2023-2025"", ""营业收入"", ""归母股东权益"", ""同比"", ""先降后升"", ""连续上升"", ""年报来源""]","[""年报来源""]","[""年报""]",0.7777777777777778,False
S005,S005-Q004,最小改动 Add Prompt,"[""宁德时代"", ""2023-2025"", ""归母净利润"", ""总资产"", ""营业收入"", ""同比"", ""年度报告"", ""同步性""]","[""宁德时代"", ""2023-2025"", ""收入规模"", ""利润表现"", ""同步性"", ""归母净利润"", ""总资产"", ""年度报告""]","[""利润表现"", ""收入规模""]","[""同比"", ""营业收入""]",0.6,False
