query_id,gold_page_id,gold_source_turn_id,候选 Add Prompt,Query 检索方式,Gold movement,Production rank,Candidate rank,TASK_added,TASK_lost,TASK_preserved,SUBJECT_added,SUBJECT_lost,SUBJECT_preserved,TIME_added,TIME_lost,TIME_preserved,INDICATOR_added,INDICATOR_lost,INDICATOR_preserved,NUMBER_added,NUMBER_lost,NUMBER_preserved,STATE_added,STATE_lost,STATE_preserved,RELATION_added,RELATION_lost,RELATION_preserved,DEPENDENCY_added,DEPENDENCY_lost,DEPENDENCY_preserved,EVIDENCE_LIMIT_added,EVIDENCE_LIMIT_lost,EVIDENCE_LIMIT_preserved,KEYWORD_added,KEYWORD_lost,KEYWORD_preserved,JUDGMENT_added,JUDGMENT_lost,JUDGMENT_preserved
S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,最小改动 Add Prompt,上下文引用解析后检索,DEMOTED,5,7,[],[],"[""判断修订"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""总资产"", ""扣非归母净利润"", ""营业收入""]",[],"[""1225114731""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1476.94"", ""1688.38"", ""17"", ""1708.99"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]",[],[],"[""REVISION""]","[""口径限制""]",[],"[""来源限制""]","[""年报""]","[""先升后降""]","[""2023-2025"", ""同比"", ""归母净利润"", ""扣非净利润"", ""盈利趋势"", ""营业收入"", ""贵州茅台""]",[],[],"[""判断"", ""结论""]"
S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,任务 + 证据链保留 Add Prompt,原始问题直接检索,DEMOTED,5,7,"[""原因解释""]",[],"[""判断修订"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]","[""归母股东权益""]",[],"[""归母净利润"", ""总资产"", ""扣非归母净利润"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2024""]","[""1476.94"", ""1688.38"", ""1708.99""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1225114731"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]","[""EARLIER_CONTEXT""]",[],"[""REVISION""]",[],[],"[""来源限制""]",[],[],"[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""扣非净利润"", ""盈利趋势"", ""营业收入"", ""贵州茅台""]","[""支持"", ""确认""]",[],"[""判断"", ""结论""]"
S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,DEMOTED,5,7,"[""原因解释""]",[],"[""判断修订"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]","[""归母股东权益""]",[],"[""归母净利润"", ""总资产"", ""扣非归母净利润"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2024""]","[""1476.94"", ""1688.38"", ""1708.99""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1225114731"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]","[""EARLIER_CONTEXT""]",[],"[""REVISION""]",[],[],"[""来源限制""]",[],[],"[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""扣非净利润"", ""盈利趋势"", ""营业收入"", ""贵州茅台""]","[""支持"", ""确认""]",[],"[""判断"", ""结论""]"
S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,最小改动 Add Prompt,原始问题直接检索,DEMOTED,4,10,[],"[""拐点定位"", ""效率判断""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]",[],[],"[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],"[""先升后降""]","[""无法确认"", ""连续上升""]",[],[],"[""同比"", ""比较""]","[""CONTINUATION""]",[],[],[],"[""信息缺口""]","[""口径限制"", ""来源限制""]",[],[],"[""2023-2025"", ""三年比较"", ""口径差异"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",[],[],"[""确认"", ""结论""]"
S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,最小改动 Add Prompt,上下文引用解析后检索,DEMOTED,4,11,[],"[""拐点定位"", ""效率判断""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]",[],[],"[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],"[""先升后降""]","[""无法确认"", ""连续上升""]",[],[],"[""同比"", ""比较""]","[""CONTINUATION""]",[],[],[],"[""信息缺口""]","[""口径限制"", ""来源限制""]",[],[],"[""2023-2025"", ""三年比较"", ""口径差异"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",[],[],"[""确认"", ""结论""]"
S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,多检索入口保留 Add Prompt,原始问题直接检索,DEMOTED,4,8,[],"[""拐点定位""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""效率判断"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]",[],"[""2024""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],"[""先升后降""]","[""无法确认"", ""连续上升""]",[],[],"[""同比"", ""比较""]",[],[],[],[],"[""信息缺口""]","[""口径限制"", ""来源限制""]",[],[],"[""2023-2025"", ""三年比较"", ""口径差异"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",[],[],"[""确认"", ""结论""]"
S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,多检索入口保留 Add Prompt,上下文引用解析后检索,DEMOTED,4,8,[],"[""拐点定位""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""效率判断"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]",[],"[""2024""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],"[""先升后降""]","[""无法确认"", ""连续上升""]",[],[],"[""同比"", ""比较""]",[],[],[],[],"[""信息缺口""]","[""口径限制"", ""来源限制""]",[],[],"[""2023-2025"", ""三年比较"", ""口径差异"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",[],[],"[""确认"", ""结论""]"
S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,最小改动 Add Prompt,原始问题直接检索,PROMOTED,6,1,[],[],"[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""证据分级""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比"", ""比较""]","[""EARLIER_CONTEXT""]",[],[],[],[],"[""口径限制"", ""来源限制"", ""证据限制""]","[""表述审查""]","[""措辞审查""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""证据强度"", ""贵州茅台""]","[""判断""]",[],"[""支持"", ""确认"", ""结论""]"
S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,最小改动 Add Prompt,上下文引用解析后检索,PROMOTED,6,1,[],[],"[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""证据分级""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比"", ""比较""]","[""EARLIER_CONTEXT""]",[],[],[],[],"[""口径限制"", ""来源限制"", ""证据限制""]","[""表述审查""]","[""措辞审查""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""证据强度"", ""贵州茅台""]","[""判断""]",[],"[""支持"", ""确认"", ""结论""]"
S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,任务 + 证据链保留 Add Prompt,原始问题直接检索,PROMOTED,6,3,"[""可复算性"", ""管理层问询""]",[],"[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""证据分级""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""总资产""]","[""归母净利润"", ""营业收入""]",[],[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""同步"", ""拐点""]","[""连续上升""]","[""先升后降""]","[""同步""]",[],"[""同比"", ""比较""]","[""EARLIER_CONTEXT""]",[],[],[],[],"[""口径限制"", ""来源限制"", ""证据限制""]","[""表述审查""]","[""措辞审查""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""证据强度"", ""贵州茅台""]",[],[],"[""支持"", ""确认"", ""结论""]"
S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,PROMOTED,6,3,"[""可复算性"", ""管理层问询""]",[],"[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""证据分级""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""总资产""]","[""归母净利润"", ""营业收入""]",[],[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""同步"", ""拐点""]","[""连续上升""]","[""先升后降""]","[""同步""]",[],"[""同比"", ""比较""]","[""EARLIER_CONTEXT""]",[],[],[],[],"[""口径限制"", ""来源限制"", ""证据限制""]","[""表述审查""]","[""措辞审查""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""证据强度"", ""贵州茅台""]",[],[],"[""支持"", ""确认"", ""结论""]"
S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,最小改动 Add Prompt,原始问题直接检索,PROMOTED,8,4,"[""效率判断""]","[""来源核验""]","[""原因解释"", ""反证检验"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2026年""]","[""2026""]","[""2023"", ""2025"", ""2025年""]",[],[],"[""归母净利润"", ""营业收入""]",[],"[""04"", ""17""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""1476.94"", ""1688.38"", ""1708.99"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""同步""]",[],[],"[""反证"", ""同步"", ""同比""]",[],[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""内控审计""]","[""年报""]","[""2023-2025"", ""先升后降"", ""反证"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",[],"[""结论""]",[]
S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,任务 + 证据链保留 Add Prompt,原始问题直接检索,PROMOTED,8,3,[],"[""来源核验""]","[""原因解释"", ""反证检验"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""营业收入""]",[],[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1476.94"", ""1688.38"", ""17"", ""1708.99"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""同步""]",[],[],"[""反证"", ""同步"", ""同比""]",[],[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""内控审计""]","[""年报""]","[""2023-2025"", ""先升后降"", ""反证"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]","[""判断""]","[""结论""]",[]
S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,任务 + 证据链保留 Add Prompt,原始问题直接检索,PROMOTED,8,5,"[""原因解释"", ""来源核验""]","[""盈利质量""]","[""判断修订"", ""反证检验"", ""口径核验"", ""同比解释"", ""拐点定位""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]","[""2026""]","[""2023"", ""2025"", ""2025年""]",[],"[""归母净利润"", ""营业收入""]","[""归母股东权益"", ""总资产""]","[""2024""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1476.94"", ""1688.38"", ""17"", ""1708.99"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""2023"", ""2025"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""拐点""]","[""先升后降""]","[""连续上升""]",[],[],"[""修订"", ""反证"", ""同比""]",[],[],"[""REVISION""]","[""信息缺口""]","[""口径限制""]",[],"[""内控审计"", ""历史纠错"", ""连续上升""]","[""同比"", ""表述修正"", ""财务分析""]","[""2023-2025"", ""反证"", ""归母股东权益"", ""总资产"", ""贵州茅台""]","[""确认""]","[""判断""]","[""修订"", ""结论""]"
S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,最小改动 Add Prompt,原始问题直接检索,DEMOTED,5,15,"[""信息缺口"", ""同比解释""]",[],"[""原因解释"", ""口径核验"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]","[""扣非归母净利润"", ""经营活动现金流净额""]",[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""0.542"", ""0.556"", ""0.572""]","[""1225114731""]","[""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""无法确认""]",[],"[""先升后降"", ""连续上升"", ""错位""]","[""同比""]",[],"[""错位""]",[],[],[],"[""信息缺口"", ""证据限制""]",[],"[""口径限制"", ""来源限制""]",[],[],"[""2023-2025"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""效率问题"", ""现金错位"", ""营业收入"", ""贵州茅台""]",[],"[""判断""]","[""支持"", ""确认"", ""结论""]"
S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,最小改动 Add Prompt,上下文引用解析后检索,DEMOTED,4,15,"[""信息缺口"", ""同比解释""]",[],"[""原因解释"", ""口径核验"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]","[""扣非归母净利润"", ""经营活动现金流净额""]",[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""0.542"", ""0.556"", ""0.572""]","[""1225114731""]","[""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]","[""无法确认""]",[],"[""先升后降"", ""连续上升"", ""错位""]","[""同比""]",[],"[""错位""]",[],[],[],"[""信息缺口"", ""证据限制""]",[],"[""口径限制"", ""来源限制""]",[],[],"[""2023-2025"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""效率问题"", ""现金错位"", ""营业收入"", ""贵州茅台""]",[],"[""判断""]","[""支持"", ""确认"", ""结论""]"
S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,任务 + 证据链保留 Add Prompt,原始问题直接检索,DEMOTED,5,7,[],[],"[""原因解释"", ""口径核验"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""1225114731""]","[""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升"", ""错位""]",[],[],"[""错位""]",[],[],[],[],[],"[""口径限制"", ""来源限制""]","[""内控审计"", ""年报数据""]","[""归母净利润"", ""营业收入""]","[""2023-2025"", ""归母股东权益"", ""总资产"", ""效率问题"", ""现金错位"", ""贵州茅台""]",[],"[""判断""]","[""支持"", ""确认"", ""结论""]"
S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,DEMOTED,4,7,[],[],"[""原因解释"", ""口径核验"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""1225114731""]","[""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""2026"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升"", ""错位""]",[],[],"[""错位""]",[],[],[],[],[],"[""口径限制"", ""来源限制""]","[""内控审计"", ""年报数据""]","[""归母净利润"", ""营业收入""]","[""2023-2025"", ""归母股东权益"", ""总资产"", ""效率问题"", ""现金错位"", ""贵州茅台""]",[],"[""判断""]","[""支持"", ""确认"", ""结论""]"
S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,任务 + 证据链保留 Add Prompt,原始问题直接检索,PROMOTED,11,5,[],"[""来源核验"", ""现金质量""]","[""原因解释"", ""反证检验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""阶段小结""]",[],[],"[""贵州茅台""]",[],"[""2026""]","[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""04"", ""17"", ""2026""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""反证"", ""同比""]",[],[],"[""CONTINUATION"", ""EARLIER_CONTEXT"", ""REVISION""]",[],"[""来源限制""]","[""口径限制""]","[""阶段小结""]","[""反证""]","[""2023-2025"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]","[""判断""]","[""确认""]","[""结论""]"
S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,PROMOTED,11,5,[],"[""来源核验"", ""现金质量""]","[""原因解释"", ""反证检验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""阶段小结""]",[],[],"[""贵州茅台""]",[],"[""2026""]","[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],"[""04"", ""17"", ""2026""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2023"", ""2024"", ""2025"", ""3,038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""反证"", ""同比""]",[],[],"[""CONTINUATION"", ""EARLIER_CONTEXT"", ""REVISION""]",[],"[""来源限制""]","[""口径限制""]","[""阶段小结""]","[""反证""]","[""2023-2025"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]","[""判断""]","[""确认""]","[""结论""]"
S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,最小改动 Add Prompt,原始问题直接检索,DEMOTED,5,10,[],"[""可复算性""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]",[],"[""PREVIOUS_TURN""]",[],[],[],"[""来源限制""]","[""同比分析"", ""归母股东权益"", ""总资产""]","[""先升后降"", ""同比"", ""年度报告""]","[""2023-2025"", ""归母净利润"", ""营业收入"", ""贵州茅台"", ""近似杠杆""]",[],"[""判断"", ""确认""]","[""结论""]"
