session_id,source_turn_id,old_keywords,new_keywords,added_keywords,lost_keywords,preserved_keywords,keyword_jaccard,exact_ordered_match
S002,S002-Q012,"[""贵州茅台"", ""2023-2025"", ""三年比较"", ""口径差异"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润""]","[""贵州茅台"", ""2023-2025"", ""三年比较"", ""口径差异"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润""]",[],[],"[""2023-2025"", ""三年比较"", ""口径差异"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",1.0,True
S002,S002-Q013,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""原始披露"", ""派生计算"", ""分析判断"", ""内控审计""]","[""贵州茅台"", ""2023-2025"", ""财务分析"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""同比"", ""归母净利润"", ""营业收入"", ""财务分析""]","[""内控审计"", ""分析判断"", ""原始披露"", ""派生计算""]","[""2023-2025"", ""归母股东权益"", ""总资产"", ""贵州茅台""]",0.3333333333333333,False
S002,S002-Q014,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""证据强度"", ""措辞审查""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""证据强度"", ""内控审计""]","[""内控审计""]","[""措辞审查""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""证据强度"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q015,"[""贵州茅台"", ""2023-2025"", ""信息缺口"", ""归母净利润"", ""营业收入"", ""先升后降"", ""同比"", ""年度报告摘要""]","[""贵州茅台"", ""2023-2025"", ""年度报告摘要"", ""信息缺口"", ""归母净利润"", ""营业收入"", ""先升后降"", ""同比""]",[],[],"[""2023-2025"", ""信息缺口"", ""先升后降"", ""同比"", ""年度报告摘要"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",1.0,False
S002,S002-Q016,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""年度报告""]","[""贵州茅台"", ""2023-2025年"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""年度报告""]","[""2023-2025年""]","[""2023-2025""]","[""同比"", ""年度报告"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q017,"[""贵州茅台"", ""2023-2025"", ""反证检验"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""反证检验"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]",[],[],"[""2023-2025"", ""反证检验"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",1.0,True
S002,S002-Q018,"[""贵州茅台"", ""2023-2025"", ""财务分析"", ""证据可靠性"", ""风险排序"", ""营业收入"", ""归母净利润"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比"", ""先升后降""]","[""先升后降"", ""同比"", ""归母股东权益"", ""总资产""]","[""年报"", ""证据可靠性"", ""财务分析"", ""风险排序""]","[""2023-2025"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.3333333333333333,False
S002,S002-Q019,"[""贵州茅台"", ""2023-2025"", ""管理层问询"", ""营业收入"", ""归母净利润"", ""先升后降"", ""2024年拐点"", ""年报披露""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""2024年拐点"", ""管理层问询"", ""年报披露""]",[],[],"[""2023-2025"", ""2024年拐点"", ""先升后降"", ""年报披露"", ""归母净利润"", ""管理层问询"", ""营业收入"", ""贵州茅台""]",1.0,False
S002,S002-Q020,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""内控审计""]","[""内控审计""]","[""年报""]","[""2023-2025"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q021,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""三年路径"", ""边际变化""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""三年盈利路径"", ""边际变化""]","[""三年盈利路径""]","[""三年路径""]","[""2023-2025"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台"", ""边际变化""]",0.7777777777777778,False
S002,S002-Q022,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""反证"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""反证"", ""年度报告""]","[""年度报告""]","[""年报""]","[""2023-2025"", ""先升后降"", ""反证"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q023,"[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""营业收入"", ""同比"", ""先升后降"", ""年度拐点"", ""年度报告""]","[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""营业收入"", ""同比"", ""年度拐点"", ""先升后降"", ""内控审计""]","[""内控审计""]","[""年度报告""]","[""2023-2025"", ""先升后降"", ""同比"", ""年度拐点"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q024,"[""贵州茅台"", ""2023-2025"", ""扣非净利润"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比分析"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""扣非净利润"", ""持续经营"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]","[""持续经营"", ""营业收入""]","[""同比分析"", ""年报""]","[""2023-2025"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非净利润"", ""贵州茅台""]",0.6,False
S002,S002-Q025,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""同比"", ""连续上升"", ""年报数据"", ""内控审计""]","[""贵州茅台"", ""2023-2025"", ""近似利润率"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""归母净利润"", ""营业收入"", ""近似利润率""]","[""内控审计"", ""年报数据"", ""连续上升""]","[""2023-2025"", ""同比"", ""归母股东权益"", ""总资产"", ""贵州茅台""]",0.45454545454545453,False
S002,S002-Q026,"[""贵州茅台"", ""2023-2025"", ""盈利指标"", ""信号调和"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""证据缺口"", ""内控审计""]","[""内控审计"", ""证据缺口""]","[""信号调和"", ""盈利指标""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.6,False
S002,S002-Q027,"[""贵州茅台"", ""2023-2025"", ""基期更换"", ""归母净利润"", ""营业收入"", ""先升后降"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""基期变更"", ""归母净利润"", ""营业收入"", ""先升后降"", ""同比"", ""年报""]","[""基期变更""]","[""基期更换""]","[""2023-2025"", ""先升后降"", ""同比"", ""年报"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q028,"[""贵州茅台"", ""2023-2025"", ""完整财年"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比""]","[""贵州茅台"", ""2023-2025完整财年"", ""反向验证"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比""]","[""2023-2025完整财年"", ""反向验证""]","[""2023-2025"", ""完整财年""]","[""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",0.6,False
S002,S002-Q029,"[""贵州茅台"", ""2023-2025"", ""财务分析"", ""归母股东权益"", ""总资产"", ""同比"", ""反证"", ""表述修正""]","[""贵州茅台"", ""2023-2025"", ""财务数据"", ""反证"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润""]","[""归母净利润"", ""营业收入"", ""财务数据""]","[""同比"", ""表述修正"", ""财务分析""]","[""2023-2025"", ""反证"", ""归母股东权益"", ""总资产"", ""贵州茅台""]",0.45454545454545453,False
S002,S002-Q030,"[""贵州茅台"", ""2023-2025"", ""盈利分析"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""公开证据""]","[""贵州茅台"", ""2023-2025"", ""盈利分析"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年报""]","[""年报""]","[""公开证据""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""盈利分析"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q031,"[""贵州茅台"", ""2023-2025"", ""经营现金流"", ""归母净利润"", ""营业收入"", ""同比"", ""内控审计"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""经营现金流"", ""归母净利润"", ""营业收入"", ""内控审计"", ""同比"", ""先升后降""]","[""先升后降""]","[""年报""]","[""2023-2025"", ""内控审计"", ""同比"", ""归母净利润"", ""经营现金流"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q032,"[""贵州茅台"", ""2023-2025"", ""三年路径"", ""总资产"", ""归母股东权益"", ""连续上升"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""三年路径"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比""]","[""归母净利润"", ""营业收入""]","[""年报"", ""连续上升""]","[""2023-2025"", ""三年路径"", ""同比"", ""归母股东权益"", ""总资产"", ""贵州茅台""]",0.6,False
S002,S002-Q033,"[""贵州茅台"", ""2023-2025"", ""现金流"", ""归母净利润"", ""错位"", ""冲突"", ""营业收入"", ""总资产""]","[""贵州茅台"", ""2023-2025"", ""现金流"", ""归母净利润"", ""错位"", ""总资产"", ""归母股东权益"", ""同比""]","[""同比"", ""归母股东权益""]","[""冲突"", ""营业收入""]","[""2023-2025"", ""归母净利润"", ""总资产"", ""现金流"", ""贵州茅台"", ""错位""]",0.6,False
S002,S002-Q034,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""现金流与净利润比率"", ""年报来源""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比"", ""近似比率""]","[""归母股东权益"", ""总资产"", ""近似比率""]","[""先升后降"", ""年报来源"", ""现金流与净利润比率""]","[""2023-2025"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.45454545454545453,False
S002,S002-Q035,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""年报原数"", ""计算结果""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比"", ""先升后降""]","[""归母股东权益"", ""总资产""]","[""年报原数"", ""计算结果""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.6,False
S002,S002-Q036,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""现金错位"", ""效率问题""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""现金错位"", ""效率问题""]",[],[],"[""2023-2025"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""效率问题"", ""现金错位"", ""营业收入"", ""贵州茅台""]",1.0,True
S002,S002-Q037,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""连续上升"", ""同比"", ""数据链路"", ""控制点""]","[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""连续上升"", ""2024年中间点"", ""数据链路"", ""控制点""]","[""2024年中间点""]","[""同比""]","[""2023-2025"", ""归母股东权益"", ""总资产"", ""控制点"", ""数据链路"", ""贵州茅台"", ""连续上升""]",0.7777777777777778,False
S002,S002-Q038,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""反证检验"", ""现金质量"", ""年报来源""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""反证检验"", ""同比"", ""拐点""]","[""同比"", ""拐点""]","[""年报来源"", ""现金质量""]","[""2023-2025"", ""先升后降"", ""反证检验"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.6,False
S002,S002-Q039,"[""贵州茅台"", ""2023-2025"", ""现金风险排序"", ""营业收入"", ""归母净利润"", ""先升后降"", ""边际变化"", ""三年路径""]","[""贵州茅台"", ""2023-2025"", ""现金风险排序"", ""边际变化"", ""三年路径"", ""营业收入"", ""归母净利润"", ""先升后降""]",[],[],"[""2023-2025"", ""三年路径"", ""先升后降"", ""归母净利润"", ""现金风险排序"", ""营业收入"", ""贵州茅台"", ""边际变化""]",1.0,False
S002,S002-Q040,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""反证""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""反证""]",[],[],"[""2023-2025"", ""反证"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",1.0,True
S002,S002-Q041,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""同比"", ""资产效率"", ""内控审计"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""资产效率""]","[""归母净利润"", ""营业收入""]","[""内控审计"", ""年报""]","[""2023-2025"", ""同比"", ""归母股东权益"", ""总资产"", ""贵州茅台"", ""资产效率""]",0.6,False
S002,S002-Q042,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同步性"", ""先升后降"", ""年报"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同步性"", ""先升后降"", ""同比"", ""总资产""]","[""总资产""]","[""年报""]","[""2023-2025"", ""先升后降"", ""同步性"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q043,"[""贵州茅台"", ""2023-2025"", ""近似杠杆"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""年度报告""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比"", ""先升后降""]","[""归母股东权益"", ""总资产""]","[""年度报告"", ""近似杠杆""]","[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.6,False
S002,S002-Q044,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""营业收入"", ""归母股东权益"", ""同比"", ""资产增长支撑"", ""缺口""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""资产增长支撑""]","[""归母净利润""]","[""缺口""]","[""2023-2025"", ""同比"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台"", ""资产增长支撑""]",0.7777777777777778,False
S002,S002-Q045,"[""贵州茅台"", ""2023-2025"", ""效率判断"", ""收入"", ""资产"", ""权益"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""效率判断"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",0.3333333333333333,False
S002,S002-Q046,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""2025年拐点"", ""年度报告"", ""同比分析""]","[""贵州茅台"", ""2023-2025年"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""年度拐点"", ""先升后降""]","[""2023-2025年"", ""年度拐点"", ""归母股东权益"", ""总资产""]","[""2023-2025"", ""2025年拐点"", ""同比分析"", ""年度报告""]","[""先升后降"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.3333333333333333,False
S002,S002-Q047,"[""贵州茅台"", ""2023-2025"", ""资产扩张"", ""营业收入"", ""归母净利润"", ""总资产"", ""同比"", ""先升后降""]","[""贵州茅台"", ""2023-2025"", ""资产扩张"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""同比""]","[""归母股东权益""]","[""先升后降""]","[""2023-2025"", ""同比"", ""归母净利润"", ""总资产"", ""营业收入"", ""贵州茅台"", ""资产扩张""]",0.7777777777777778,False
S002,S002-Q048,"[""贵州茅台"", ""2023-2025"", ""资产端风险"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""反向检查""]","[""贵州茅台"", ""2023-2025"", ""资产端风险"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比""]","[""同比""]","[""反向检查""]","[""2023-2025"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台"", ""资产端风险""]",0.7777777777777778,False
S002,S002-Q049,"[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""管理层问询"", ""内控审计"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比"", ""管理层问询""]","[""归母净利润"", ""营业收入""]","[""内控审计"", ""年报""]","[""2023-2025"", ""同比"", ""归母股东权益"", ""总资产"", ""管理层问询"", ""贵州茅台""]",0.6,False
S002,S002-Q050,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""先升后降"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""先升后降"", ""同比""]",[],[],"[""2023-2025"", ""先升后降"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",1.0,True
S002,S002-Q051,"[""贵州茅台"", ""2023-2025"", ""三年口径"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年度报告""]","[""贵州茅台"", ""2023-2025"", ""三年口径"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""证据分级""]","[""证据分级""]","[""年度报告""]","[""2023-2025"", ""三年口径"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q052,"[""贵州茅台"", ""2023-2025"", ""证据链"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""证据链""]",[],[],"[""2023-2025"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""证据链"", ""贵州茅台""]",1.0,False
S002,S002-Q053,"[""贵州茅台"", ""2023-2025"", ""年报原数"", ""同比计算"", ""归母股东权益"", ""总资产"", ""冲突解释"", ""证据链""]","[""贵州茅台"", ""2023-2025"", ""年报原数"", ""计算结果"", ""归母股东权益"", ""总资产"", ""同比"", ""冲突调和""]","[""冲突调和"", ""同比"", ""计算结果""]","[""冲突解释"", ""同比计算"", ""证据链""]","[""2023-2025"", ""年报原数"", ""归母股东权益"", ""总资产"", ""贵州茅台""]",0.45454545454545453,False
S002,S002-Q054,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年报"", ""口径限制""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年报"", ""内控审计""]","[""内控审计""]","[""口径限制""]","[""2023-2025"", ""先升后降"", ""同比"", ""年报"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q055,"[""贵州茅台"", ""2023-2025"", ""归母净利润"", ""营业收入"", ""先升后降"", ""2024年拐点"", ""事实计算判断"", ""年报数据""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""2024年拐点"", ""同比"", ""证据分级""]","[""同比"", ""证据分级""]","[""事实计算判断"", ""年报数据""]","[""2023-2025"", ""2024年拐点"", ""先升后降"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.6,False
S002,S002-Q056,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""表述强度"", ""连续上升"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""连续上升""]","[""归母净利润"", ""营业收入""]","[""年报"", ""表述强度""]","[""2023-2025"", ""同比"", ""归母股东权益"", ""总资产"", ""贵州茅台"", ""连续上升""]",0.6,False
S002,S002-Q057,"[""贵州茅台"", ""2023-2025"", ""反向验证"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""反向验证"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]",[],[],"[""2023-2025"", ""反向验证"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",1.0,True
S002,S002-Q058,"[""贵州茅台"", ""2023-2025"", ""风险排序"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""反证""]","[""贵州茅台"", ""2023-2025"", ""风险排序"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""反证""]",[],[],"[""2023-2025"", ""先升后降"", ""反证"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台"", ""风险排序""]",1.0,True
S002,S002-Q059,"[""贵州茅台"", ""2023-2025"", ""内控测试记录"", ""归母净利润"", ""营业收入"", ""先升后降"", ""同比"", ""年报""]","[""贵州茅台"", ""2023-2025"", ""内控测试记录"", ""归母净利润"", ""营业收入"", ""先升后降"", ""同比"", ""风险排序""]","[""风险排序""]","[""年报""]","[""2023-2025"", ""先升后降"", ""内控测试记录"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q060,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""连续上升"", ""同比"", ""年报"", ""来源""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""连续上升""]","[""归母净利润"", ""营业收入""]","[""年报"", ""来源""]","[""2023-2025"", ""同比"", ""归母股东权益"", ""总资产"", ""贵州茅台"", ""连续上升""]",0.6,False
S002,S002-Q061,"[""贵州茅台"", ""2023-2025"", ""财务分析"", ""反证检验"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]","[""贵州茅台"", ""2023-2025"", ""反证检验"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""同比""]","[""财务分析""]","[""2023-2025"", ""反证检验"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q062,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降"", ""口径"", ""指标同步""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""口径"", ""指标同步""]",[],[],"[""2023-2025"", ""先升后降"", ""口径"", ""同比"", ""归母净利润"", ""指标同步"", ""营业收入"", ""贵州茅台""]",1.0,False
S002,S002-Q063,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年报"", ""内控审计""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""同比"", ""年度报告"", ""内控审计""]","[""年度报告""]","[""年报""]","[""2023-2025"", ""先升后降"", ""内控审计"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q064,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""基期选择"", ""同比"", ""年度报告"", ""内控审计""]","[""贵州茅台"", ""2023-2025财年"", ""基期选择"", ""总资产"", ""归母股东权益"", ""同比分析"", ""年度报告"", ""内控审计""]","[""2023-2025财年"", ""同比分析""]","[""2023-2025"", ""同比""]","[""内控审计"", ""基期选择"", ""年度报告"", ""归母股东权益"", ""总资产"", ""贵州茅台""]",0.6,False
S002,S002-Q065,"[""贵州茅台"", ""2023-2025"", ""基期判断"", ""可复算比率"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润""]","[""贵州茅台"", ""2023-2025"", ""基期判断"", ""比率检查"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]","[""比率检查""]","[""可复算比率""]","[""2023-2025"", ""基期判断"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q066,"[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""先升后降"", ""证据层级"", ""披露事实"", ""分析工具""]","[""贵州茅台"", ""2023-2025"", ""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益"", ""证据层级"", ""披露事实""]","[""归母股东权益"", ""总资产""]","[""先升后降"", ""分析工具""]","[""2023-2025"", ""归母净利润"", ""披露事实"", ""营业收入"", ""证据层级"", ""贵州茅台""]",0.6,False
S002,S002-Q067,"[""贵州茅台"", ""2023-2025"", ""因果措辞"", ""内控审计"", ""营业收入"", ""归母净利润"", ""同比"", ""先升后降""]","[""贵州茅台"", ""2023-2025"", ""因果措辞"", ""证据强度"", ""内控审计"", ""营业收入"", ""归母净利润"", ""先升后降""]","[""证据强度""]","[""同比""]","[""2023-2025"", ""先升后降"", ""内控审计"", ""因果措辞"", ""归母净利润"", ""营业收入"", ""贵州茅台""]",0.7777777777777778,False
S002,S002-Q068,"[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""同比"", ""内控审计"", ""管理层问询"", ""年度报告""]","[""贵州茅台"", ""2023-2025"", ""总资产"", ""归母股东权益"", ""营业收入"", ""归母净利润"", ""同比"", ""管理层问询""]","[""归母净利润"", ""营业收入""]","[""内控审计"", ""年度报告""]","[""2023-2025"", ""同比"", ""归母股东权益"", ""总资产"", ""管理层问询"", ""贵州茅台""]",0.6,False
S002,S002-Q069,"[""贵州茅台"", ""2023-2025"", ""风险排序"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]","[""贵州茅台"", ""2023-2025"", ""风险排序"", ""归母股东权益"", ""总资产"", ""营业收入"", ""归母净利润"", ""同比""]",[],[],"[""2023-2025"", ""同比"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""贵州茅台"", ""风险排序""]",1.0,True
