session_id,query_id,original_query,gold_page_ids,baseline_actual_embedding_text,baseline_hit5,baseline_gold_ranks,baseline_gold_scores,P0_resolved_query,P0_actual_embedding_text,P0_changed,P0_hit5,P0_transition,P0_gold_ranks,P0_gold_scores,P2_resolved_query,P2_actual_embedding_text,P2_changed,P2_hit5,P2_transition,P2_gold_ranks,P2_gold_scores,P4_resolved_query,P4_actual_embedding_text,P4_changed,P4_hit5,P4_transition,P4_gold_ranks,P4_gold_scores
S002,S002-Q026,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"", ""e64218f2-62ce-555a-ba53-f3fd1214e0f7""]",刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,"[6, 9]","[0.6949954032897949, 0.6865123510360718]",刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[6, 9]","[0.6949952840805054, 0.6865124106407166]",刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[6, 9]","[0.6949952840805054, 0.6865124106407166]",刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[6, 9]","[0.6949952840805054, 0.6865124106407166]"
S002,S002-Q028,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,"[""42756865-0f8f-5dcc-a050-6ecec5b828ce""]",我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,False,[8],[0.635677695274353],我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[8],[0.6356777548789978],我想反过来验证上一轮结论（归母净利润呈先升后降，营业收入呈先升后降），哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论（归母净利润呈先升后降，营业收入呈先升后降），哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,True,True,RESCUED,[1],[0.772222638130188],我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[8],[0.6356777548789978]
S002,S002-Q033,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,"[""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]",把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,True,"[4, 11]","[0.7509975433349609, 0.713391900062561]",把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[4, 11]","[0.7509974837303162, 0.7133919596672058]",把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[4, 11]","[0.7509974837303162, 0.7133919596672058]",把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果指标方向不同，请保留这种冲突，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[4, 11]","[0.7509974837303162, 0.7133919596672058]"
S002,S002-Q035,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,"[""893b3ae9-1f94-5436-8c6d-54e200693867""]",刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,False,[8],[0.71683669090271],刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[8],[0.7168366312980652],刚才的现金错位（上一轮现金流与归母净利润逐年配对中错位最明显的年度）如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位（上一轮现金流与归母净利润逐年配对中错位最明显的年度）如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,[9],[0.7331234216690063],刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势；请明确哪些是年报原数、哪些是计算结果，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[8],[0.7168366312980652]
S002,S002-Q039,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,"[""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"", ""78a623b8-bff9-5b45-b990-24d74e714f9b""]",结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,True,"[12, 1]","[0.6947565078735352, 0.7444235682487488]",结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[12, 1]","[0.6947564482688904, 0.7444235682487488]",结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[12, 1]","[0.6947564482688904, 0.7444235682487488]",结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,结合刚才的支持证据和反证，现金相关风险应该怎样排序；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,"[12, 1]","[0.6947564482688904, 0.7444235682487488]"
S002,S002-Q042,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,"[""5c22c135-b86e-56a3-83eb-7484d1183dca""]",刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,[5],[0.7117832899093628],刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益两者的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,[4],[0.7355781197547913],刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,[4],[0.7403773665428162],刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；请先给结论，再说明三年依据，在贵州茅台这组三年数字中具体怎么体现？,True,True,UNCHANGED_HIT,[4],[0.7403773665428162]
S002,S002-Q044,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,"[""57b8caa3-b46e-50f2-a65a-bb244543b1c3"", ""647fce0c-6320-5a98-819d-50dff3300582""]",把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,"[40, 11]","[0.6301290392875671, 0.7112531065940857]",把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[40, 11]","[0.6301290988922119, 0.7112531661987305]",把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,"[40, 11]","[0.6301290988922119, 0.7112531661987305]",把前面的营业收入接回来，资产变化有没有得到营业收入规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,把前面的营业收入接回来，资产变化有没有得到营业收入规模增长支撑；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,"[40, 13]","[0.6305481791496277, 0.7085235714912415]"
S002,S002-Q049,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,"[""57600f18-283a-5f61-bf9e-7a48d4f8d3c5""]",如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,True,[5],[0.6977245807647705],如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,[5],[0.6977246403694153],如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,False,True,UNCHANGED_HIT,[5],[0.6977246403694153],如果要向管理层追问，前面的总资产与归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,如果要向管理层追问，前面的总资产与归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答，在贵州茅台这组三年数字中具体怎么体现？,True,False,HURT,[6],[0.7298300266265869]
S002,S002-Q052,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,"[""647fce0c-6320-5a98-819d-50dff3300582"", ""d728a292-3080-5624-89ff-d8e05d09e8ca""]",结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,True,"[2, 5]","[0.5538138151168823, 0.5295717716217041]",结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,False,True,UNCHANGED_HIT,"[2, 5]","[0.5538136959075928, 0.5295717120170593]",结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,False,True,UNCHANGED_HIT,"[2, 5]","[0.5538136959075928, 0.5295717120170593]",结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；把结论写得可以回到公开来源复算。,False,True,UNCHANGED_HIT,"[2, 5]","[0.5538136959075928, 0.5295717120170593]"
S002,S002-Q055,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,"[""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""2e583969-bc65-5074-a7fe-0424438cd092""]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,True,"[5, 13]","[0.519546627998352, 0.49913763999938965]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,False,True,UNCHANGED_HIT,"[5, 13]","[0.519546627998352, 0.4991377890110016]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,False,True,UNCHANGED_HIT,"[5, 13]","[0.519546627998352, 0.4991377890110016]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；把2024年这个中间点也保留下来。,False,True,UNCHANGED_HIT,"[5, 13]","[0.519546627998352, 0.4991377890110016]"
S002,S002-Q056,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,"[""e40ec65e-2907-515a-b1dd-3bec39109106""]",接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,False,[34],[0.34421658515930176],接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[34],[0.34421661496162415],接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[34],[0.34421661496162415],接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[34],[0.34421661496162415]
S002,S002-Q063,结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,"[""3549589e-05fe-5631-9385-5379f8dd4396""]",结合上一轮的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,False,[19],[0.3813455402851105],结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[23],[0.5645622611045837],结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面关于总资产呈连续上升、归母股东权益呈连续上升的判断中哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,结合上一轮关于营业收入呈先升后降、归母净利润呈先升后降的冲突，前面关于总资产呈连续上升、归母股东权益呈连续上升的判断中哪句话需要明确修订；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[22],[0.5971354246139526],结合上一轮的营业收入与归母净利润冲突，前面哪句话需要明确修订；如果前面的营业收入与归母净利润判断需要修订，请直接指出。,结合上一轮的营业收入与归母净利润冲突，前面哪句话需要明确修订；如果前面的营业收入与归母净利润判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[20],[0.5284066200256348]
S002,S002-Q065,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,"[""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270""]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,True,"[1, 10]","[0.5514099597930908, 0.47436463832855225]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,False,True,UNCHANGED_HIT,"[1, 10]","[0.5514100790023804, 0.47436460852622986]",接着用一个可复算比率检查刚才的基期判断（总资产呈连续上升，归母股东权益呈连续上升），但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断（总资产呈连续上升，归母股东权益呈连续上升），但不要把近似值当正式指标。,True,True,UNCHANGED_HIT,"[2, 20]","[0.6259294152259827, 0.5521422624588013]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标。,False,True,UNCHANGED_HIT,"[1, 10]","[0.5514100790023804, 0.47436460852622986]"
S002,S002-Q066,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,"[""166328f1-a89c-5b18-8a53-02ac909e0849"", ""323c7c4f-02b6-5801-9c72-3623423fb3c6""]",把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,True,"[1, 9]","[0.5741122364997864, 0.48527994751930237]",把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,False,True,UNCHANGED_HIT,"[1, 9]","[0.5741121768951416, 0.4852798879146576]",把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[1, 17]","[0.5971285104751587, 0.5194598436355591]",把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；先说明能确认的事实，再说还不能确认的原因。,False,True,UNCHANGED_HIT,"[1, 9]","[0.5741121768951416, 0.4852798879146576]"
S002,S002-Q070,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,"[""95dce1c8-76eb-5c10-b622-b77e03c00526""]",把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,False,[37],[0.39760541915893555],把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[37],[0.3976052701473236],把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[37],[0.3976052701473236],把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,把这一轮质疑、修订和仍未解决的矛盾汇总成一段正式结论；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,[37],[0.3976052701473236]
S003,S003-Q007,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,"[""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919""]",既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,True,[1],[0.37955912947654724],既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,False,True,UNCHANGED_HIT,[1],[0.37955912947654724],既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,False,True,UNCHANGED_HIT,[1],[0.37955912947654724],既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把口径限制放在结论里，不要另作假设。,False,True,UNCHANGED_HIT,[1],[0.37955912947654724]
S003,S003-Q011,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,"[""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33""]",前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,True,"[3, 2]","[0.48598742485046387, 0.513968288898468]",前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,False,True,UNCHANGED_HIT,"[3, 2]","[0.48598745465278625, 0.513968288898468]",前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,False,True,UNCHANGED_HIT,"[3, 2]","[0.48598745465278625, 0.513968288898468]",前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证。,False,True,UNCHANGED_HIT,"[3, 2]","[0.48598745465278625, 0.513968288898468]"
S003,S003-Q013,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,"[""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""914dcda3-55d6-504a-9159-f6f54938f31f""]",基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,"[7, 2]","[0.4879744350910187, 0.5344179272651672]",基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,True,UNCHANGED_HIT,"[6, 2]","[0.5126270055770874, 0.5747254490852356]",基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,True,UNCHANGED_HIT,"[6, 2]","[0.5126270055770874, 0.5747254490852356]",基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请先给结论，再说明三年依据。,True,True,UNCHANGED_HIT,"[6, 2]","[0.5126270055770874, 0.5747254490852356]"
S003,S003-Q014,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,"[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a""]",把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,True,[1],[0.5515123605728149],把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[1],[0.5515123605728149],把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[1],[0.5515123605728149],把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；请把两段同比分开，不要合成一个趋势词。,False,True,UNCHANGED_HIT,[1],[0.5515123605728149]
