session_id,query_id,prompt,original_query,resolved_query,state_content_additions,state_content_items,added_spans
S003,S003-Q084,P2,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断（扣非归母净利润呈先升后降，归母净利润呈先升后降）；别只复述数字，要说明它和上一问（现有数字分别来自哪份公开披露）的关系。,1,"[{""surface_text"": ""先升后降"", ""canonical"": ""RISE_THEN_FALL"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（扣非归母净利润呈先升后降，归母净利润呈先升后降）"", ""start"": 28, ""end"": 53}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（现有数字分别来自哪份公开披露）"", ""start"": 69, ""end"": 85}]"
S003,S003-Q088,P2,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,2,"[{""surface_text"": ""连续上升"", ""canonical"": ""CONTINUOUS_RISE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}, {""surface_text"": ""先升后降"", ""canonical"": ""RISE_THEN_FALL"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（营业收入呈连续上升，归母净利润呈先升后降）"", ""start"": 35, ""end"": 57}]"
S003,S003-Q091,P2,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,0,[],[]
S004,S004-Q007,P2,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,0,[],[]
S004,S004-Q011,P2,沿着上一轮的盈利结论，接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,沿着上一轮的盈利结论（扣非归母净利润呈先升后降），接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,1,"[{""surface_text"": ""先升后降"", ""canonical"": ""RISE_THEN_FALL"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（扣非归母净利润呈先升后降）"", ""start"": 10, ""end"": 24}]"
S004,S004-Q013,P2,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""经营活动"", ""start"": 4, ""end"": 8}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""净额"", ""start"": 11, ""end"": 13}]"
S004,S004-Q014,P2,接着计算现金流与净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""经营活动"", ""start"": 4, ""end"": 8}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""净额"", ""start"": 11, ""end"": 13}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母"", ""start"": 14, ""end"": 16}]"
S004,S004-Q021,P2,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,0,[],[]
S004,S004-Q022,P2,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；别只复述数字，要说明它和上一问的关系，在比亚迪这组三年数字中具体怎么体现？,刚才看到总资产的三年变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；别只复述数字，要说明它和上一问关于总资产三年变化的关系，在比亚迪这组三年数字中具体怎么体现？,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""总"", ""start"": 4, ""end"": 5}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""的三年"", ""start"": 7, ""end"": 10}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母"", ""start"": 16, ""end"": 18}, {""tag"": ""replace"", ""original_span"": ""两者"", ""resolved_span"": ""总资产与归母股东权益"", ""start"": 23, ""end"": 33}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""关于总资产三年变化"", ""start"": 59, ""end"": 68}]"
S004,S004-Q026,P2,上一轮识别的矛盾主要发生在哪一年，2025年是延续还是反转；如果前面的判断需要修订，请直接指出，在比亚迪这组三年数字中具体怎么体现？,上一轮识别的矛盾（归母股东权益连续上升与扣非归母净利润先升后降）主要发生在哪一年，2025年是延续还是反转；如果前面的判断（归母股东权益呈连续上升，扣非归母净利润呈先升后降）需要修订，请直接指出，在比亚迪这组三年数字中具体怎么体现？,2,"[{""surface_text"": ""连续上升"", ""canonical"": ""CONTINUOUS_RISE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}, {""surface_text"": ""先升后降"", ""canonical"": ""RISE_THEN_FALL"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（归母股东权益连续上升与扣非归母净利润先升后降）"", ""start"": 8, ""end"": 32}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（归母股东权益呈连续上升，扣非归母净利润呈先升后降）"", ""start"": 61, ""end"": 87}]"
S004,S004-Q028,P2,结合刚才的反向检查，当前最值得关注的资产端风险是什么，在比亚迪这组三年数字中具体怎么体现？,结合刚才的反向检查（归母净利润呈先升后降，扣非归母净利润呈先升后降），当前最值得关注的资产端风险是什么，在比亚迪这组三年数字中具体怎么体现？,1,"[{""surface_text"": ""先升后降"", ""canonical"": ""RISE_THEN_FALL"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（归母净利润呈先升后降，扣非归母净利润呈先升后降）"", ""start"": 9, ""end"": 34}]"
S004,S004-Q033,P2,上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；把结论写得可以回到公开来源复算。,上一轮的差异（营业收入与归母净利润的增减方向和幅度不匹配）具体集中在哪个年度，能否把两段同比（2024/2023与2025/2024）分别解释清楚；把结论写得可以回到公开来源复算。,1,"[{""surface_text"": ""增减方向和幅度不匹配"", ""canonical"": null, ""detection_methods"": [""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": null}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（营业收入与归母净利润的增减方向和幅度不匹配）"", ""start"": 6, ""end"": 29}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（2024/2023与2025/2024）"", ""start"": 46, ""end"": 67}]"
S004,S004-Q035,P2,基于前面的收入和利润原数，近似利润率发生了什么变化；把口径限制放在结论里，不要另作假设。,基于前面的营业收入和归母净利润原数，近似利润率发生了什么变化；把口径限制放在结论里，不要另作假设。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""营业"", ""start"": 5, ""end"": 7}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母净"", ""start"": 10, ""end"": 13}]"
S004,S004-Q039,P2,结合刚才的反证，前面有哪些表述需要降级或修正；回答时同时保留一项可能的反证。,结合刚才的反证（营业收入呈连续上升，归母股东权益呈连续上升，其中归母净利润呈先升后降、扣非归母净利润呈先升后降、经营活动现金流净额呈连续下降），前面有哪些表述需要降级或修正；回答时同时保留一项可能的反证。,3,"[{""surface_text"": ""连续上升"", ""canonical"": ""CONTINUOUS_RISE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}, {""surface_text"": ""先升后降"", ""canonical"": ""RISE_THEN_FALL"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""CONTEXT_SUPPORTED_BUT_NOT_REQUIRED""}, {""surface_text"": ""连续下降"", ""canonical"": ""CONTINUOUS_DECLINE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""CONTEXT_SUPPORTED_BUT_NOT_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（营业收入呈连续上升，归母股东权益呈连续上升，其中归母净利润呈先升后降、扣非归母净利润呈先升后降、经营活动现金流净额呈连续下降）"", ""start"": 7, ""end"": 71}]"
S004,S004-Q042,P2,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请把两段同比分开，不要合成一个趋势词。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请把两段同比分开，不要合成一个趋势词。,0,[],[]
S004,S004-Q044,P2,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；如果前面的判断需要修订，请直接指出。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；如果前面的判断需要修订，请直接指出。,0,[],[]
S004,S004-Q049,P2,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；不要只比较2023年和2025年两个端点。,如果把刚才的风险点（经营活动现金流净额连续下降）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；不要只比较2023年和2025年两个端点。,1,"[{""surface_text"": ""连续下降"", ""canonical"": ""CONTINUOUS_DECLINE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""CONTEXT_SUPPORTED_BUT_NOT_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（经营活动现金流净额连续下降）"", ""start"": 9, ""end"": 24}]"
S004,S004-Q052,P2,刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；请明确哪些是年报原数、哪些是计算结果。,刚才的反例（归母净利润呈先升后降，扣非归母净利润呈先升后降）与主结论（营业收入呈连续上升，归母股东权益呈连续上升）冲突在哪里，是口径问题还是指标本来就不同步；请明确哪些是年报原数、哪些是计算结果。,2,"[{""surface_text"": ""先升后降"", ""canonical"": ""RISE_THEN_FALL"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}, {""surface_text"": ""连续上升"", ""canonical"": ""CONTINUOUS_RISE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""CONTEXT_SUPPORTED_BUT_NOT_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（归母净利润呈先升后降，扣非归母净利润呈先升后降）"", ""start"": 5, ""end"": 30}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（营业收入呈连续上升，归母股东权益呈连续上升）"", ""start"": 34, ""end"": 57}]"
S004,S004-Q055,P2,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；结论要能直接接到下一轮继续追问。,接着用一个可复算比率检查刚才的基期判断（总资产呈连续上升，归母股东权益呈连续上升），但不要把近似值当正式指标；结论要能直接接到下一轮继续追问。,1,"[{""surface_text"": ""连续上升"", ""canonical"": ""CONTINUOUS_RISE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（总资产呈连续上升，归母股东权益呈连续上升）"", ""start"": 19, ""end"": 41}]"
S004,S004-Q056,P2,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请区分最新一年的边际变化和完整三年路径。,把上一轮的计算（归母股东权益与扣非归母净利润的比率拆解）放回证据层级，它属于披露事实还是分析工具；请区分最新一年的边际变化和完整三年路径。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（归母股东权益与扣非归母净利润的比率拆解）"", ""start"": 7, ""end"": 28}]"
S004,S004-Q063,P2,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；请用完整财年数据回答，不加入季度信息。,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；请用完整财年数据回答，不加入季度信息。,0,[],[]
S004,S004-Q065,P2,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；先说明能确认的事实，再说还不能确认的原因。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；先说明能确认的事实，再说还不能确认的原因。,0,[],[]
S004,S004-Q066,P2,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；请从当前岗位最关心的证据开始回答。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；请从当前岗位最关心的证据开始回答。,0,[],[]
S004,S004-Q070,P2,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；请明确哪些是年报原数、哪些是计算结果。,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；请明确哪些是年报原数、哪些是计算结果。,0,[],[]
S005,S005-Q007,P2,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把2024年这个中间点也保留下来。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；把2024年这个中间点也保留下来。,0,[],[]
S005,S005-Q011,P2,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露；别只复述数字，要说明它和上一问的关系。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露；别只复述数字，要说明它和上一问的关系。,0,[],[]
S005,S005-Q013,P2,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请把两段同比分开，不要合成一个趋势词。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请把两段同比分开，不要合成一个趋势词。,0,[],[]
S005,S005-Q014,P2,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；如果证据不足，直接说明缺口，不要补估计值。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；如果证据不足，直接说明缺口，不要补估计值。,0,[],[]
S005,S005-Q021,P2,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；如果指标方向不同，请保留这种冲突。,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；如果指标方向不同，请保留这种冲突。,0,[],[]
S005,S005-Q022,P2,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；把结论写得可以回到公开来源复算。,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；把结论写得可以回到公开来源复算。,0,[],[]
S005,S005-Q026,P2,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；结论要能直接接到下一轮继续追问。,刚才几个盈利指标（归母净利润、扣非归母净利润）如果给出不同信号，应该怎样调和，而不是挑一个有利数字；结论要能直接接到下一轮继续追问。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（归母净利润、扣非归母净利润）"", ""start"": 8, ""end"": 23}]"
S005,S005-Q028,P2,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；回答时同时保留一项可能的反证。,我想反过来验证上一轮结论（营业收入呈先降后升，归母股东权益呈连续上升），哪一项已披露数字最可能削弱它；回答时同时保留一项可能的反证。,2,"[{""surface_text"": ""先降后升"", ""canonical"": ""FALL_THEN_RISE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}, {""surface_text"": ""连续上升"", ""canonical"": ""CONTINUOUS_RISE"", ""detection_methods"": [""canonical_historical_conclusion_diff"", ""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": ""REFERENCE_REQUIRED""}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（营业收入呈先降后升，归母股东权益呈连续上升）"", ""start"": 12, ""end"": 35}]"
S005,S005-Q033,P2,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果前面的判断需要修订，请直接指出。,把上一轮经营现金流与归母净利润逐年配对，两者在哪一年错位最明显；如果前面的判断需要修订，请直接指出。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""经营"", ""start"": 4, ""end"": 6}]"
S005,S005-Q035,P2,刚才的现金错位如果只看2025年，会不会夸大或掩盖三年趋势？,刚才的现金错位（现金流与归母净利润逐年配对中错位最明显的年度）如果只看2025年，会不会夸大或掩盖三年趋势？,1,"[{""surface_text"": ""错位"", ""canonical"": null, ""detection_methods"": [""state_term_occurrence_delta"", ""added_span_alignment""], ""classification"": null}]","[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""（现金流与归母净利润逐年配对中错位最明显的年度）"", ""start"": 7, ""end"": 31}]"
S005,S005-Q039,P2,结合刚才的支持证据和反证，现金相关风险应该怎样排序；如果指标方向不同，请保留这种冲突。,结合刚才的支持证据和反证，现金相关风险应该怎样排序；如果指标方向不同，请保留这种冲突。,0,[],[]
S005,S005-Q042,P2,刚才看到资产变化后，再看股东权益，两者的扩张或收缩是否同步；把口径限制放在结论里，不要另作假设。,刚才看到总资产变化后，再看归母股东权益，总资产与归母股东权益的扩张或收缩是否同步；把口径限制放在结论里，不要另作假设。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""总"", ""start"": 4, ""end"": 5}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母"", ""start"": 13, ""end"": 15}, {""tag"": ""replace"", ""original_span"": ""两者"", ""resolved_span"": ""总资产与归母股东权益"", ""start"": 20, ""end"": 30}]"
S005,S005-Q044,P2,把前面的营业收入接回来，资产变化有没有得到规模增长支撑；结论要能直接接到下一轮继续追问。,把前面的营业收入接回来，资产变化有没有得到营业收入规模增长支撑；结论要能直接接到下一轮继续追问。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""营业收入"", ""start"": 21, ""end"": 25}]"
S005,S005-Q049,P2,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请把两段同比分开，不要合成一个趋势词。,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请把两段同比分开，不要合成一个趋势词。,0,[],[]
S005,S005-Q052,P2,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；请用完整财年数据回答，不加入季度信息。,结合上一轮和更早的盈利、现金结论，能否连成一条不跳步的证据链；请用完整财年数据回答，不加入季度信息。,0,[],[]
S005,S005-Q055,P2,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；请从当前岗位最关心的证据开始回答。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；请从当前岗位最关心的证据开始回答。,0,[],[]
S005,S005-Q056,P2,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；不要只比较2023年和2025年两个端点。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；不要只比较2023年和2025年两个端点。,0,[],[]
S001,S001-Q007,P4,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请明确哪些是年报原数、哪些是计算结果。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请明确哪些是年报原数、哪些是计算结果。,0,[],[]
S001,S001-Q011,P4,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径。,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径。,0,[],[]
S001,S001-Q013,P4,上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；别只复述数字，要说明它和上一问的关系。,上一轮营业收入与归母净利润的差异具体集中在哪个年度，能否把两段同比分别解释清楚；别只复述数字，要说明它和上一问的关系。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""营业收入与归母净利润"", ""start"": 3, ""end"": 13}]"
S001,S001-Q014,P4,接着加入扣非净利润，刚才看到的利润变化有多少属于持续经营口径；请先给结论，再说明三年依据。,接着加入扣非净利润，刚才看到的归母净利润变化有多少属于持续经营口径；请先给结论，再说明三年依据。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母净"", ""start"": 15, ""end"": 18}]"
S001,S001-Q021,P4,沿着上一轮的盈利结论，接下来重点看经营现金流是否跟得上；请从当前岗位最关心的证据开始回答。,沿着上一轮的归母净利润与总资产盈利结论，接下来重点看经营现金流是否跟得上；请从当前岗位最关心的证据开始回答。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母净利润与总资产"", ""start"": 6, ""end"": 15}]"
S001,S001-Q022,P4,刚才看到的现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,刚才看到的经营现金流三年路径是连续变化还是中途反转；不要只比较2023年和2025年两个端点。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""经营"", ""start"": 5, ""end"": 7}]"
S001,S001-Q026,P4,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把口径限制放在结论里，不要另作假设。,0,[],[]
S001,S001-Q028,P4,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；结论要能直接接到下一轮继续追问。,0,[],[]
S001,S001-Q033,P4,基于上一轮的资产和权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,基于上一轮的总资产和归母股东权益原数，近似杠杆变化能说明什么、又不能说明什么；请把两段同比分开，不要合成一个趋势词。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""总"", ""start"": 6, ""end"": 7}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母股东"", ""start"": 10, ""end"": 14}]"
S001,S001-Q035,P4,如果收入、资产和权益方向不一致，刚才的效率判断应当怎样表述；如果前面的判断需要修订，请直接指出。,如果收入、资产和权益方向不一致，刚才的资产承载效率判断应当怎样表述；如果前面的资产承载效率判断需要修订，请直接指出。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""资产承载"", ""start"": 19, ""end"": 23}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""资产承载效率"", ""start"": 39, ""end"": 45}]"
S001,S001-Q039,P4,如果要向管理层追问，前面的资产和权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,如果要向管理层追问，前面的总资产和归母股东权益变化应当转化成哪些可核实的问题；请从当前岗位最关心的证据开始回答。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""总"", ""start"": 13, ""end"": 14}, {""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""归母股东"", ""start"": 17, ""end"": 21}]"
S001,S001-Q042,P4,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；把结论写得可以回到公开来源复算。,0,[],[]
S001,S001-Q044,P4,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,刚才的“原始披露、派生计算、分析判断”三层证据中，哪些措辞已经超过事实本身能够支持的强度；把口径限制放在结论里，不要另作假设。,0,[],"[{""tag"": ""insert"", ""original_span"": """", ""resolved_span"": ""“原始披露、派生计算、分析判断”"", ""start"": 3, ""end"": 19}]"
S001,S001-Q049,P4,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；别只复述数字，要说明它和上一问的关系。,0,[],[]
S002,S002-Q007,P4,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；请把两段同比分开，不要合成一个趋势词。,0,[],[]
S002,S002-Q011,P4,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,前面的结论先不往下延伸，接下来逐项确认它们能否追溯到公开披露。,0,[],[]
S002,S002-Q013,P4,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,沿着上一轮的口径检查，把原始披露、派生计算和分析判断分开写清楚；请从当前岗位最关心的证据开始回答。,0,[],[]
S002,S002-Q014,P4,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；不要只比较2023年和2025年两个端点。,0,[],[]
S002,S002-Q021,P4,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,前面的整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开；请区分最新一年的边际变化和完整三年路径，在贵州茅台这组三年数字中具体怎么体现？,0,[],[]
S002,S002-Q022,P4,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,刚才看了收入，再看归母净利润，两者的增减方向和幅度匹配吗；回答时同时保留一项可能的反证，在贵州茅台这组三年数字中具体怎么体现？,0,[],[]
S002,S002-Q026,P4,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,刚才几个盈利指标如果给出不同信号，应该怎样调和，而不是挑一个有利数字；如果证据不足，直接说明缺口，不要补估计值，在贵州茅台这组三年数字中具体怎么体现？,0,[],[]
S002,S002-Q028,P4,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,我想反过来验证上一轮结论，哪一项已披露数字最可能削弱它；请用完整财年数据回答，不加入季度信息，在贵州茅台这组三年数字中具体怎么体现？,0,[],[]
