session_id,source_turn_id,add_variant,user_task_labels,summary_task_labels,task_alignment,task_keyword_covered,audit_method
S002,S002-Q045,A2,"[""判断修订"", ""效率判断"", ""杠杆分析""]","[""判断修订"", ""口径核验"", ""拐点定位"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q045,A3,"[""判断修订"", ""效率判断"", ""杠杆分析""]","[""判断修订"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q046,Old,"[""口径核验"", ""拐点定位""]","[""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q046,A1,"[""口径核验"", ""拐点定位""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q046,A2,"[""口径核验"", ""拐点定位""]","[""判断修订"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q046,A3,"[""口径核验"", ""拐点定位""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q047,Old,"[""一般分析判断""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""杠杆分析"", ""同步比较""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q047,A1,"[""一般分析判断""]","[""反证检验"", ""验证"", ""阶段小结"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q047,A2,"[""一般分析判断""]","[""反证检验"", ""验证"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q047,A3,"[""一般分析判断""]","[""反证检验"", ""验证"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q048,Old,"[""风险排序"", ""原因解释""]","[""风险排序"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q048,A1,"[""风险排序"", ""原因解释""]","[""反证检验"", ""验证"", ""风险排序"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q048,A2,"[""风险排序"", ""原因解释""]","[""判断修订"", ""风险排序"", ""阶段小结"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""杠杆分析"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q048,A3,"[""风险排序"", ""原因解释""]","[""反证检验"", ""验证"", ""风险排序"", ""信息缺口"", ""口径核验"", ""同比解释"", ""拐点定位"", ""现金质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q049,Old,"[""管理层问询"", ""杠杆分析""]","[""管理层问询"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""杠杆分析"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q049,A1,"[""管理层问询"", ""杠杆分析""]","[""管理层问询"", ""来源核验"", ""口径核验"", ""同比解释"", ""杠杆分析"", ""同步比较""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q049,A2,"[""管理层问询"", ""杠杆分析""]","[""管理层问询"", ""口径核验"", ""同比解释"", ""杠杆分析"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q049,A3,"[""管理层问询"", ""杠杆分析""]","[""管理层问询"", ""口径核验"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q050,Old,"[""综合判断"", ""同步比较""]","[""综合判断"", ""信息缺口"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""杠杆分析"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q050,A1,"[""综合判断"", ""同步比较""]","[""验证"", ""综合判断"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""杠杆分析"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q050,A2,"[""综合判断"", ""同步比较""]","[""管理层问询"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_PARTIAL,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q050,A3,"[""综合判断"", ""同步比较""]","[""反证检验"", ""综合判断"", ""管理层问询"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q051,Old,"[""证据分级"", ""口径核验""]","[""证据分级"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q051,A1,"[""证据分级"", ""口径核验""]","[""反证检验"", ""验证"", ""证据分级"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q051,A2,"[""证据分级"", ""口径核验""]","[""证据分级"", ""阶段小结"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q051,A3,"[""证据分级"", ""口径核验""]","[""证据分级"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q052,Old,"[""来源核验"", ""可复算性""]","[""来源核验"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q052,A1,"[""来源核验"", ""可复算性""]","[""口径核验"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q052,A2,"[""来源核验"", ""可复算性""]","[""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q052,A3,"[""来源核验"", ""可复算性""]","[""信息缺口"", ""口径核验"", ""拐点定位"", ""现金质量"", ""盈利质量"", ""效率判断"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q053,Old,"[""来源核验"", ""可复算性"", ""同步比较"", ""原因解释""]","[""阶段小结"", ""来源核验"", ""口径核验"", ""同比解释"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q053,A1,"[""来源核验"", ""可复算性"", ""同步比较"", ""原因解释""]","[""阶段小结"", ""来源核验"", ""口径核验"", ""同比解释"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q053,A2,"[""来源核验"", ""可复算性"", ""同步比较"", ""原因解释""]","[""来源核验"", ""口径核验"", ""拐点定位"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q053,A3,"[""来源核验"", ""可复算性"", ""同步比较"", ""原因解释""]","[""阶段小结"", ""来源核验"", ""口径核验"", ""同比解释"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q054,Old,"[""判断修订"", ""口径核验""]","[""判断修订"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q054,A1,"[""判断修订"", ""口径核验""]","[""判断修订"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q054,A2,"[""判断修订"", ""口径核验""]","[""判断修订"", ""阶段小结"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q054,A3,"[""判断修订"", ""口径核验""]","[""判断修订"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q055,Old,"[""判断修订"", ""拐点定位""]","[""判断修订"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""效率判断""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q055,A1,"[""判断修订"", ""拐点定位""]","[""判断修订"", ""来源核验"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q055,A2,"[""判断修订"", ""拐点定位""]","[""判断修订"", ""证据分级"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q055,A3,"[""判断修订"", ""拐点定位""]","[""判断修订"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q056,Old,"[""一般分析判断""]","[""来源核验"", ""口径核验"", ""同比解释"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q056,A1,"[""一般分析判断""]","[""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q056,A2,"[""一般分析判断""]","[""证据分级"", ""来源核验"", ""口径核验"", ""同比解释"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q056,A3,"[""一般分析判断""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q057,Old,"[""反证检验"", ""验证""]","[""反证检验"", ""验证"", ""信息缺口"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q057,A1,"[""反证检验"", ""验证""]","[""反证检验"", ""验证"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q057,A2,"[""反证检验"", ""验证""]","[""反证检验"", ""验证"", ""口径核验"", ""拐点定位"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q057,A3,"[""反证检验"", ""验证""]","[""反证检验"", ""验证"", ""信息缺口"", ""口径核验"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q058,Old,"[""反证检验"", ""判断修订"", ""风险排序""]","[""反证检验"", ""判断修订"", ""风险排序"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""效率判断""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q058,A1,"[""反证检验"", ""判断修订"", ""风险排序""]","[""反证检验"", ""验证"", ""判断修订"", ""风险排序"", ""口径核验"", ""拐点定位"", ""现金质量"", ""盈利质量"", ""效率判断"", ""同步比较""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q058,A2,"[""反证检验"", ""判断修订"", ""风险排序""]","[""反证检验"", ""判断修订"", ""风险排序"", ""口径核验"", ""拐点定位"", ""现金质量"", ""盈利质量"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q058,A3,"[""反证检验"", ""判断修订"", ""风险排序""]","[""反证检验"", ""验证"", ""判断修订"", ""风险排序"", ""口径核验"", ""同比解释"", ""拐点定位"", ""现金质量"", ""盈利质量""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q059,Old,"[""一般分析判断""]","[""风险排序"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q059,A1,"[""一般分析判断""]","[""风险排序"", ""阶段小结"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q059,A2,"[""一般分析判断""]","[""风险排序"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q059,A3,"[""一般分析判断""]","[""风险排序"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q060,Old,"[""来源核验""]","[""来源核验"", ""口径核验"", ""同比解释"", ""现金质量"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q060,A1,"[""来源核验""]","[""阶段小结"", ""口径核验"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_PARTIAL,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q060,A2,"[""来源核验""]","[""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q060,A3,"[""来源核验""]","[""来源核验"", ""口径核验"", ""同比解释"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q061,Old,"[""反证检验"", ""同比解释""]","[""反证检验"", ""验证"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q061,A1,"[""反证检验"", ""同比解释""]","[""反证检验"", ""验证"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q061,A2,"[""反证检验"", ""同比解释""]","[""反证检验"", ""验证"", ""口径核验"", ""同比解释"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q061,A3,"[""反证检验"", ""同比解释""]","[""反证检验"", ""验证"", ""口径核验"", ""同比解释"", ""效率判断"", ""同步比较""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q062,Old,"[""反证检验"", ""口径核验"", ""同步比较""]","[""反证检验"", ""信息缺口"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q062,A1,"[""反证检验"", ""口径核验"", ""同步比较""]","[""信息缺口"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""同步比较""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q062,A2,"[""反证检验"", ""口径核验"", ""同步比较""]","[""反证检验"", ""验证"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q062,A3,"[""反证检验"", ""口径核验"", ""同步比较""]","[""反证检验"", ""信息缺口"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q063,Old,"[""判断修订""]","[""判断修订"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q063,A1,"[""判断修订""]","[""判断修订"", ""综合判断"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q063,A2,"[""判断修订""]","[""反证检验"", ""判断修订"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q063,A3,"[""判断修订""]","[""判断修订"", ""口径核验"", ""拐点定位"", ""盈利质量""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q064,Old,"[""判断修订"", ""口径核验""]","[""来源核验"", ""口径核验"", ""同比解释"", ""盈利质量""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q064,A1,"[""判断修订"", ""口径核验""]","[""验证"", ""口径核验"", ""拐点定位"", ""盈利质量""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q064,A2,"[""判断修订"", ""口径核验""]","[""验证"", ""判断修订"", ""口径核验"", ""同比解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q064,A3,"[""判断修订"", ""口径核验""]","[""验证"", ""口径核验"", ""同比解释"", ""拐点定位""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q065,Old,"[""可复算性""]","[""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""可复算性""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q065,A1,"[""可复算性""]","[""验证"", ""口径核验"", ""拐点定位"", ""效率判断"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q065,A2,"[""可复算性""]","[""口径核验"", ""拐点定位"", ""效率判断"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q065,A3,"[""可复算性""]","[""口径核验"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q066,Old,"[""来源核验"", ""原因解释""]","[""信息缺口"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""现金质量"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q066,A1,"[""来源核验"", ""原因解释""]","[""证据分级"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q066,A2,"[""来源核验"", ""原因解释""]","[""证据分级"", ""来源核验"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q066,A3,"[""来源核验"", ""原因解释""]","[""来源核验"", ""口径核验"", ""拐点定位"", ""盈利质量"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q067,Old,"[""证据分级""]","[""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_PARTIAL,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q067,A1,"[""证据分级""]","[""信息缺口"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_PARTIAL,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q067,A2,"[""证据分级""]","[""风险排序"", ""证据分级"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q067,A3,"[""证据分级""]","[""证据分级"", ""信息缺口"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q068,Old,"[""管理层问询"", ""同步比较""]","[""管理层问询"", ""来源核验"", ""口径核验"", ""同比解释"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q068,A1,"[""管理层问询"", ""同步比较""]","[""管理层问询"", ""口径核验"", ""拐点定位"", ""同步比较""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q068,A2,"[""管理层问询"", ""同步比较""]","[""管理层问询"", ""口径核验"", ""拐点定位"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q068,A3,"[""管理层问询"", ""同步比较""]","[""管理层问询"", ""信息缺口"", ""口径核验"", ""同比解释"", ""拐点定位"", ""可复算性"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q069,Old,"[""风险排序"", ""原因解释""]","[""风险排序"", ""来源核验"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""杠杆分析"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q069,A1,"[""风险排序"", ""原因解释""]","[""风险排序"", ""阶段小结"", ""口径核验"", ""拐点定位"", ""同步比较"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q069,A2,"[""风险排序"", ""原因解释""]","[""风险排序"", ""阶段小结"", ""管理层问询"", ""口径核验"", ""同比解释"", ""拐点定位"", ""盈利质量"", ""可复算性"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
S002,S002-Q069,A3,"[""风险排序"", ""原因解释""]","[""风险排序"", ""口径核验"", ""效率判断"", ""原因解释""]",TASK_EXPLICIT,True,deterministic task lexicon + semantic action-slot heuristic; no Gold/rank/retrieval inputs
