Session,Query ID,Search 方案,对照,Transition,原 Production Gold ranks,保守调优 Gold ranks,promoted_gold,demoted_gold,max_promotion,max_demotion
S004,S004-Q066,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""52990abe-a81c-5937-b506-8a88315cc3c0"": 12, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 42}","{""52990abe-a81c-5937-b506-8a88315cc3c0"": 6, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 24}",0,0,18,-6
S004,S004-Q070,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 32}","{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 21}",0,0,11,-11
S005,S005-Q007,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}",0,0,0,0
S005,S005-Q011,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 6, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 3}",0,0,1,1
S005,S005-Q013,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 8, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}",0,0,1,0
S005,S005-Q014,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 3}","{""c64751d6-21c8-5c09-87da-48f940293661"": 3}",0,0,0,0
S005,S005-Q021,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 11}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 11}",0,0,0,0
S005,S005-Q022,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 1, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 16}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 9, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 13}",0,1,3,8
S005,S005-Q026,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 3, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 11}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 3, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 6}",0,0,5,0
S005,S005-Q028,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 19}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 17}",0,0,2,-2
S005,S005-Q033,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 7, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 2, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 3}",1,0,5,1
S005,S005-Q035,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 27}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 17}",0,0,10,-10
S005,S005-Q039,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 32, ""a9136ff5-7fca-58fe-8907-08b361042647"": 1}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 34, ""a9136ff5-7fca-58fe-8907-08b361042647"": 9}",0,1,-2,8
S005,S005-Q042,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 3}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 28}",0,1,-25,25
S005,S005-Q044,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 25, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 18}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 29, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 19}",0,0,-1,4
S005,S005-Q049,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 3}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 5}",0,0,-2,2
S005,S005-Q052,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 5, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 29}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 5, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 28}",0,0,1,0
S005,S005-Q055,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 14, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 3}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 19, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 2}",0,0,1,5
S005,S005-Q056,原始问题直接检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 38}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 38}",0,0,0,0
S001,S001-Q007,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 3}",0,0,0,0
S001,S001-Q011,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 6, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 1}","{""2631e802-75be-5089-9418-baece6a717cf"": 5, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 2}",1,0,1,1
S001,S001-Q013,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 9, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 9, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 2}",0,0,1,0
S001,S001-Q014,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 3}","{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 3}",0,0,0,0
S001,S001-Q021,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 6}","{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 10}",0,0,-4,4
S001,S001-Q022,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""34fa3574-894f-575c-b9b0-0a183473746e"": 17, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 11}","{""34fa3574-894f-575c-b9b0-0a183473746e"": 18, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 8}",0,0,3,1
S001,S001-Q026,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 17, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 11}","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 9, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 13}",0,0,8,2
S001,S001-Q028,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 2}","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 2}",0,0,0,0
S001,S001-Q033,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""d5c03971-3795-5256-a75f-b3921d61a92d"": 1, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 24}","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 4, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 26}",0,0,-2,3
S001,S001-Q035,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""b4497adc-7393-57c0-8917-ce3372fbd151"": 28}","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 27}",0,0,1,-1
S001,S001-Q039,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 3, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 11}","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 4, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 27}",0,0,-1,16
S001,S001-Q042,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 6}","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 15}",0,0,-9,9
S001,S001-Q044,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 15, ""4054aab2-0aa7-5019-b341-077265511add"": 29}","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 9, ""4054aab2-0aa7-5019-b341-077265511add"": 27}",0,0,6,-2
S001,S001-Q049,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""de592e81-e050-536b-8909-32866c85f6c2"": 11}","{""de592e81-e050-536b-8909-32866c85f6c2"": 7}",0,0,4,-4
S002,S002-Q007,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",0,0,0,0
S002,S002-Q011,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 6, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 4, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 1}",1,0,2,-2
S002,S002-Q013,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 8, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 4}",0,0,1,-1
S002,S002-Q014,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 3}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 8}",0,1,-5,5
S002,S002-Q021,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 13}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 8}",0,0,5,-5
S002,S002-Q022,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 4, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 11}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 6, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 15}",0,1,-2,4
S002,S002-Q026,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,RESCUED,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 6, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 9}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 5, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 11}",1,0,1,2
S002,S002-Q028,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 1}",0,0,0,0
S002,S002-Q033,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 4, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 1, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 18}",0,0,3,7
S002,S002-Q035,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 9}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 10}",0,0,-1,1
S002,S002-Q039,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 12, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}",0,0,0,1
S002,S002-Q042,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 4}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 1}",0,0,3,-3
S002,S002-Q044,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 40, ""647fce0c-6320-5a98-819d-50dff3300582"": 11}",0,0,0,0
S002,S002-Q049,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 4}",0,0,1,-1
S002,S002-Q052,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 2, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5}","{""647fce0c-6320-5a98-819d-50dff3300582"": 5, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 8}",0,1,-3,3
S002,S002-Q055,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 5, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 9, ""2e583969-bc65-5074-a7fe-0424438cd092"": 8}",0,1,5,4
S002,S002-Q056,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 34}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 38}",0,0,-4,4
S002,S002-Q063,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 22}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 53}",0,0,-31,31
S002,S002-Q065,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 20}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 6, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 24}",0,1,-4,4
S002,S002-Q066,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 17}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 29}",0,0,0,12
S002,S002-Q070,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 38}",0,0,-1,1
S003,S003-Q007,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",0,0,-2,2
S003,S003-Q011,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}",0,1,0,3
S003,S003-Q013,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 8, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 1}",0,0,1,2
S003,S003-Q014,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}",0,0,0,0
S003,S003-Q021,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 13}",0,0,3,-3
S003,S003-Q022,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 5}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 9}",0,1,0,4
S003,S003-Q026,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 21, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 14}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 8, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 10}",0,0,13,-4
S003,S003-Q028,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 1}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 4}",0,0,-3,3
S003,S003-Q033,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 15, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 13}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 7, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 15}",0,0,8,2
S003,S003-Q035,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 7}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 16}",0,0,-9,9
S003,S003-Q039,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 6, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 23}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 25, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 26}",0,0,-3,19
S003,S003-Q042,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 12}",0,0,0,0
S003,S003-Q044,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 37, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 22}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 34, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 20}",0,0,3,-2
S003,S003-Q049,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""2316a391-e779-530b-ac2f-055182347d32"": 24}","{""2316a391-e779-530b-ac2f-055182347d32"": 29}",0,0,-5,5
S003,S003-Q052,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 9, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 14, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 36}",0,0,0,5
S003,S003-Q055,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 50, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 8}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 43, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 20}",0,0,7,12
S003,S003-Q056,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 31}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 42}",0,0,-11,11
S003,S003-Q063,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 14}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 6}",0,0,8,-8
S003,S003-Q065,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 31, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 33}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 35, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 26}",0,0,7,4
S003,S003-Q066,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 4, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 40}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 9, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 8}",0,1,32,5
S003,S003-Q070,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}",0,0,0,0
S003,S003-Q077,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 3, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 13}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 5, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 65, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 42}",0,0,5,29
S003,S003-Q078,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 8, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 70}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 7, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 66}",0,0,4,-1
S003,S003-Q084,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 65}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 17}",0,0,48,-48
S003,S003-Q088,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 77, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 49}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 25, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 65}",0,0,52,16
S003,S003-Q091,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 27, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 4, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 8}","{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 20, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 11, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 4}",1,1,7,7
