session_id,query_id,gold_page_id,baseline_rank,old_rewrite_rank,reference_resolution_rank,baseline_score,old_rewrite_score,reference_resolution_score,reference_transition,old_rewrite_transition,promoted_by_old,demoted_by_old,promoted_by_reference,demoted_by_reference,recovered_old_rewrite_demotion,lost_old_rewrite_rescue,new_rescue,new_demotion,old_rank_movement,reference_rank_movement
S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,21,25,24,0.2760118842124939,0.2989313304424286,0.3084236979484558,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-4,-3
S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,8,9,7,0.49345386028289795,0.7797402739524841,0.5022668838500977,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-1,1
S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,40,36,40,0.28102946281433105,0.5583202838897705,0.2996126711368561,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,4,0
S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,14,5,11,0.36668768525123596,0.6508668661117554,0.3851292133331299,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,True,False,False,False,False,True,False,False,9,3
S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,25,23,23,0.44328320026397705,0.6217522621154785,0.4431542754173279,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,2,2
S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,17,3,13,0.453130841255188,0.7901521921157837,0.4736214280128479,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,True,False,False,False,False,True,False,False,14,4
S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,38,24,40,0.4072052836418152,0.7414402961730957,0.4138491153717041,BASE_MISS_REF_MISS,BASE_MISS_OLD_HIT,False,False,False,False,False,False,False,False,14,-2
S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,49,39,50,0.3857173025608063,0.7308103442192078,0.40258756279945374,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,10,-1
S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,38,29,41,0.40836551785469055,0.7469974160194397,0.42658668756484985,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,9,-3
S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,41,36,39,0.38185083866119385,0.7555205821990967,0.40574896335601807,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,5,2
S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,2,46,2,0.5229606628417969,0.7709454894065857,0.5350341200828552,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,True,False,False,True,False,False,False,-44,0
S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,20,15,17,0.42018499970436096,0.7028322219848633,0.4581536054611206,BASE_MISS_REF_HIT,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,5,3
S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,6,7,3,0.44664400815963745,0.7109031081199646,0.49567967653274536,BASE_MISS_REF_HIT,BASE_MISS_OLD_MISS,False,False,True,False,False,False,True,False,-1,3
S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,12,12,10,0.3909291625022888,0.6496689319610596,0.4135096073150635,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,0,2
S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,42,35,40,0.3365212082862854,0.6141082048416138,0.3620014488697052,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,7,2
S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,32,22,25,0.4317394196987152,0.6968705654144287,0.4663906395435333,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,10,7
S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,2,3,3,0.4711211323738098,0.6627267003059387,0.48721322417259216,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,-1
S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,7,4,7,0.4023248851299286,0.6777538061141968,0.3896060883998871,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,True,False,False,False,False,True,False,False,3,0
S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,2,7,4,0.45313093066215515,0.6421183347702026,0.4346033036708832,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,True,False,False,True,False,False,False,-5,-2
S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,9,7,9,0.4182943105697632,0.5939448475837708,0.4133840799331665,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,2,0
S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,1,1,1,0.5017252564430237,0.6419488787651062,0.49602511525154114,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,0,0
S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,3,1,3,0.45949772000312805,0.5916329622268677,0.4385935664176941,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,2,0
S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,11,7,10,0.5081461668014526,0.7593078017234802,0.5106360912322998,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,4,1
S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,1,5,1,0.6334474086761475,0.796872615814209,0.6262096762657166,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-4,0
S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,16,15,16,0.5099824070930481,0.7468193769454956,0.5141060948371887,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,1,0
S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,3,4,2,0.5428827404975891,0.7367390990257263,0.5235559940338135,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-1,1
S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,11,19,5,0.531827986240387,0.691274881362915,0.5141359567642212,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,True,False,False,False,True,False,-8,6
S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,19,14,17,0.35931506752967834,0.647300124168396,0.3756524920463562,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,5,2
S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,7,7,6,0.5736443400382996,0.7197989225387573,0.5833216905593872,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,False,False,False,False,False,False,False,0,1
S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,2,15,2,0.6042726635932922,0.7097911834716797,0.6188866496086121,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,True,False,False,True,False,False,False,-13,0
S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,27,28,23,0.4777073264122009,0.6684576869010925,0.5213441848754883,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-1,4
S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,32,30,30,0.3987697660923004,0.43072572350502014,0.40260013937950134,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,2,2
S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,1,3,3,0.542832612991333,0.5307970643043518,0.5257776975631714,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,-2,-2
S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,3,30,7,0.549081563949585,0.6554199457168579,0.5512121915817261,BASE_HIT_REF_MISS,BASE_HIT_OLD_MISS,False,True,False,True,False,False,False,False,-27,-4
S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,25,40,30,0.5383332371711731,0.6188967227935791,0.5401972532272339,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-15,-5
S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,18,26,17,0.5522897243499756,0.7265940308570862,0.5673510432243347,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,-8,1
S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,3,1,3,0.5986030697822571,0.7356650233268738,0.5783830881118774,BASE_HIT_REF_HIT,BASE_HIT_OLD_HIT,False,False,False,False,False,False,False,False,2,0
S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,5,11,7,0.5705035924911499,0.5540193915367126,0.5564786791801453,BASE_HIT_REF_MISS,BASE_HIT_OLD_MISS,False,True,False,True,False,False,False,False,-6,-2
S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,29,28,27,0.5134084820747375,0.5122682452201843,0.5142889022827148,BASE_HIT_REF_MISS,BASE_HIT_OLD_MISS,False,False,False,False,False,False,False,False,1,2
S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,14,7,8,0.49585023522377014,0.769066333770752,0.5014299154281616,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,False,False,False,False,False,False,False,7,6
S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,3,9,3,0.5418193340301514,0.7668102979660034,0.5313165187835693,BASE_HIT_REF_HIT,BASE_HIT_OLD_MISS,False,True,False,False,True,False,False,False,-6,0
S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,38,37,42,0.46856755018234253,0.5521131157875061,0.4332429766654968,BASE_MISS_REF_MISS,BASE_MISS_OLD_MISS,False,False,False,False,False,False,False,False,1,-4
