session_id,sheet_name,turn_id,turn_index,needs_history,evaluated,long_range,dependency_type,max_lookback,dependency_distances,gold_turn_ids,required_context,error,build_total_ms,retrieve_context_ms,cross_session_leak_turn_ids,future_turn_leak_turn_ids,cross_session_leak_count,future_turn_leak_count,short_retrieved_turn_ids,mid_page_retrieved_turn_ids,mid_session_retrieved_turn_ids,mid_retrieved_turn_ids,long_retrieved_turn_ids,mid_long_retrieved_turn_ids,all_retrieved_turn_ids,add_submit_ms,migration_job_id,profile_job_id,evicted_turn_ids,short_recall,short_precision,short_hit,short_full_recall,short_mrr,short_gold_count,short_retrieved_count,short_matched_count,mid_page_recall,mid_page_precision,mid_page_hit,mid_page_full_recall,mid_page_mrr,mid_page_gold_count,mid_page_retrieved_count,mid_page_matched_count,mid_session_recall,mid_session_precision,mid_session_hit,mid_session_full_recall,mid_session_mrr,mid_session_gold_count,mid_session_retrieved_count,mid_session_matched_count,mid_recall,mid_precision,mid_hit,mid_full_recall,mid_mrr,mid_gold_count,mid_retrieved_count,mid_matched_count,long_recall,long_precision,long_hit,long_full_recall,long_mrr,long_gold_count,long_retrieved_count,long_matched_count,mid_long_recall,mid_long_precision,mid_long_hit,mid_long_full_recall,mid_long_mrr,mid_long_gold_count,mid_long_retrieved_count,mid_long_matched_count,all_recall,all_precision,all_hit,all_full_recall,all_mrr,all_gold_count,all_retrieved_count,all_matched_count,traceback
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q019,18,True,False,False,相邻承接,1,1,S002-Q018,S002-Q018提供当前问题所指向的前序结论或事实依据,,6599.082993998309,6598.560993996216,,,0,0,S002-Q015|S002-Q016|S002-Q017|S002-Q018,S002-Q005|S002-Q013|S002-Q014|S002-Q010|S002-Q008,S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014,S002-Q005|S002-Q013|S002-Q014|S002-Q010|S002-Q008|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q006|S002-Q007|S002-Q009|S002-Q011|S002-Q012,S002-Q001|S002-Q013|S002-Q014|S002-Q011,S002-Q005|S002-Q013|S002-Q014|S002-Q010|S002-Q008|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q006|S002-Q007|S002-Q009|S002-Q011|S002-Q012,S002-Q015|S002-Q016|S002-Q017|S002-Q018|S002-Q005|S002-Q013|S002-Q014|S002-Q010|S002-Q008|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q006|S002-Q007|S002-Q009|S002-Q011|S002-Q012,28.687099998933263,23815b7d-c2ce-40e7-aa55-3537b101135b,,S002-Q016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q020,19,True,True,True,历史回溯,5,5,S002-Q015,S002-Q015提供五轮前关于【看信息缺口，前面哪些问题仅凭当前年度报告摘要还不能回答】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,907.4519989953842,906.641198991565,,,0,0,S002-Q017|S002-Q018|S002-Q019,S002-Q008|S002-Q014|S002-Q010|S002-Q016|S002-Q012,S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016,S002-Q008|S002-Q014|S002-Q010|S002-Q016|S002-Q012|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q009|S002-Q011|S002-Q013|S002-Q015,S002-Q012|S002-Q014|S002-Q016|S002-Q015|S002-Q002,S002-Q008|S002-Q014|S002-Q010|S002-Q016|S002-Q012|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q009|S002-Q011|S002-Q013|S002-Q015,S002-Q017|S002-Q018|S002-Q019|S002-Q008|S002-Q014|S002-Q010|S002-Q016|S002-Q012|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q009|S002-Q011|S002-Q013|S002-Q015,13.349799992283806,1988267e-1659-4d51-a64b-7bd4ae6d3105,,S002-Q017,0.0,0.0,0,0,0.0,1,3,0,0.0,0.0,0,0,0.0,1,5,0,1.0,0.0625,1,1,0.06666666666666667,1,16,1,1.0,0.0625,1,1,0.0625,1,16,1,1.0,0.2,1,1,0.25,1,5,1,1.0,0.0625,1,1,0.0625,1,16,1,1.0,0.05263157894736842,1,1,0.05263157894736842,1,19,1,
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q021,20,True,True,True,相邻承接＋多跳综合,11,11|1,S002-Q010|S002-Q020,S002-Q010提供当前问题所指向的前序结论或事实依据；S002-Q020提供当前问题所指向的前序结论或事实依据,,1521.4074959949357,1520.5210959975375,,,0,0,S002-Q018|S002-Q019|S002-Q020,S002-Q004|S002-Q003|S002-Q006|S002-Q008|S002-Q012,S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017,S002-Q004|S002-Q003|S002-Q006|S002-Q008|S002-Q012|S002-Q001|S002-Q002|S002-Q005|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017,S002-Q003|S002-Q006|S002-Q001|S002-Q002|S002-Q017,S002-Q004|S002-Q003|S002-Q006|S002-Q008|S002-Q012|S002-Q001|S002-Q002|S002-Q005|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017,S002-Q018|S002-Q019|S002-Q020|S002-Q004|S002-Q003|S002-Q006|S002-Q008|S002-Q012|S002-Q001|S002-Q002|S002-Q005|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017,50.68979899806436,e4bbc949-a7dc-42f5-a936-8a31bc546899,,S002-Q018,0.5,0.3333333333333333,1,0,0.3333333333333333,2,3,1,0.0,0.0,0,0,0.0,2,5,0,0.5,0.058823529411764705,1,0,0.1,2,17,1,0.5,0.058823529411764705,1,0,0.09090909090909091,2,17,1,0.0,0.0,0,0,0.0,2,5,0,0.5,0.058823529411764705,1,0,0.09090909090909091,2,17,1,1.0,0.1,1,1,0.3333333333333333,2,20,2,
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q022,21,True,True,True,历史回溯,5,5,S002-Q017,S002-Q017提供五轮前关于【修订以后再做一次反证检验，是否还有真实数字与主结论冲突】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,1920.2814059972297,1919.6409059950383,,,0,0,S002-Q019|S002-Q020|S002-Q021,S002-Q017|S002-Q014|S002-Q004|S002-Q012|S002-Q008,S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017|S002-Q018,S002-Q017|S002-Q014|S002-Q004|S002-Q012|S002-Q008|S002-Q001|S002-Q002|S002-Q003|S002-Q005|S002-Q006|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q015|S002-Q016|S002-Q018,S002-Q017|S002-Q016|S002-Q014,S002-Q017|S002-Q014|S002-Q004|S002-Q012|S002-Q008|S002-Q001|S002-Q002|S002-Q003|S002-Q005|S002-Q006|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q015|S002-Q016|S002-Q018,S002-Q019|S002-Q020|S002-Q021|S002-Q017|S002-Q014|S002-Q004|S002-Q012|S002-Q008|S002-Q001|S002-Q002|S002-Q003|S002-Q005|S002-Q006|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q015|S002-Q016|S002-Q018,171.9386999902781,2980be34-341f-4643-aef6-59a6ca3707bb,,S002-Q019,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,1.0,1,5,1,1.0,0.05555555555555555,1,1,0.058823529411764705,1,18,1,1.0,0.05555555555555555,1,1,1.0,1,18,1,1.0,0.3333333333333333,1,1,1.0,1,3,1,1.0,0.05555555555555555,1,1,1.0,1,18,1,1.0,0.047619047619047616,1,1,0.25,1,21,1,
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q023,22,True,False,False,相邻承接,1,1,S002-Q022,S002-Q022提供当前问题所指向的前序结论或事实依据,,3382.220311992569,3381.592011995963,,,0,0,S002-Q019|S002-Q020|S002-Q021|S002-Q022,S002-Q017|S002-Q004|S002-Q013|S002-Q012|S002-Q002,S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017|S002-Q018,S002-Q017|S002-Q004|S002-Q013|S002-Q012|S002-Q002|S002-Q001|S002-Q003|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q014|S002-Q015|S002-Q016|S002-Q018,S002-Q005|S002-Q013|S002-Q017|S002-Q014|S002-Q012,S002-Q017|S002-Q004|S002-Q013|S002-Q012|S002-Q002|S002-Q001|S002-Q003|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q014|S002-Q015|S002-Q016|S002-Q018,S002-Q019|S002-Q020|S002-Q021|S002-Q022|S002-Q017|S002-Q004|S002-Q013|S002-Q012|S002-Q002|S002-Q001|S002-Q003|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q014|S002-Q015|S002-Q016|S002-Q018,111.88960100116674,8bd862c8-01d1-41de-b3b7-e78603d190f7,,S002-Q020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q024,23,True,True,True,历史回溯,5,5,S002-Q019,S002-Q019提供五轮前关于【如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,4586.88717300538,4586.1208730057115,,,0,0,S002-Q021|S002-Q022|S002-Q023,S002-Q014|S002-Q012|S002-Q006|S002-Q008|S002-Q018,S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017|S002-Q018|S002-Q019|S002-Q020,S002-Q014|S002-Q012|S002-Q006|S002-Q008|S002-Q018|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q015|S002-Q016|S002-Q017|S002-Q019|S002-Q020,S002-Q016|S002-Q006|S002-Q014|S002-Q012|S002-Q005,S002-Q014|S002-Q012|S002-Q006|S002-Q008|S002-Q018|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q015|S002-Q016|S002-Q017|S002-Q019|S002-Q020,S002-Q021|S002-Q022|S002-Q023|S002-Q014|S002-Q012|S002-Q006|S002-Q008|S002-Q018|S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q007|S002-Q009|S002-Q010|S002-Q011|S002-Q013|S002-Q015|S002-Q016|S002-Q017|S002-Q019|S002-Q020,651.2629079952603,0d92b666-f2d0-424a-9bb6-611c56f23ed6,,S002-Q021,0.0,0.0,0,0,0.0,1,3,0,0.0,0.0,0,0,0.0,1,5,0,1.0,0.05,1,1,0.05263157894736842,1,20,1,1.0,0.05,1,1,0.05263157894736842,1,20,1,0.0,0.0,0,0,0.0,1,5,0,1.0,0.05,1,1,0.05263157894736842,1,20,1,1.0,0.043478260869565216,1,1,0.045454545454545456,1,23,1,
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q025,24,True,False,False,相邻承接＋多跳综合,3,3|1,S002-Q022|S002-Q024,S002-Q022提供当前问题所指向的前序结论或事实依据；S002-Q024提供当前问题所指向的前序结论或事实依据,,4558.071253995877,4557.20845500764,,,0,0,S002-Q021|S002-Q022|S002-Q023|S002-Q024,S002-Q004|S002-Q007|S002-Q006|S002-Q008|S002-Q003,S002-Q001|S002-Q002|S002-Q003|S002-Q004|S002-Q005|S002-Q006|S002-Q007|S002-Q008|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017|S002-Q018|S002-Q019|S002-Q020,S002-Q004|S002-Q007|S002-Q006|S002-Q008|S002-Q003|S002-Q001|S002-Q002|S002-Q005|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017|S002-Q018|S002-Q019|S002-Q020,S002-Q006|S002-Q005|S002-Q010|S002-Q011|S002-Q017,S002-Q004|S002-Q007|S002-Q006|S002-Q008|S002-Q003|S002-Q001|S002-Q002|S002-Q005|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017|S002-Q018|S002-Q019|S002-Q020,S002-Q021|S002-Q022|S002-Q023|S002-Q024|S002-Q004|S002-Q007|S002-Q006|S002-Q008|S002-Q003|S002-Q001|S002-Q002|S002-Q005|S002-Q009|S002-Q010|S002-Q011|S002-Q012|S002-Q013|S002-Q014|S002-Q015|S002-Q016|S002-Q017|S002-Q018|S002-Q019|S002-Q020,141.41158500569873,77962480-3590-4709-b861-ac7b20cdb79e,,S002-Q022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S002_贵州茅台_内审,S002_贵州茅台_内审,S002-Q026,25,True,True,True,历史回溯,5,5,S002-Q021,S002-Q021提供五轮前关于【整体画像已经有了，接下来沿着营业收入把三年盈利路径拆开】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,IndexError: index 492 is out of bounds for axis 0 with size 492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""/home/peize/Code/htzq/mem0/exp/benchmark/run_recall_benchmark.py"", line 241, in run_session
    trace = await asyncio.wait_for(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/asyncio/tasks.py"", line 445, in wait_for
    return fut.result()
  File ""/home/peize/Code/htzq/mem0/exp/benchmark/benchmark_memory.py"", line 264, in build_agent_answer_messages_with_trace
    messages = await super().build_agent_answer_messages(query, **kwargs)
  File ""/home/peize/Code/htzq/mem0/mem0/memory/main.py"", line 4456, in build_agent_answer_messages
    retrieved_context = await self._retrieve_context(
  File ""/home/peize/Code/htzq/mem0/exp/benchmark/benchmark_memory.py"", line 243, in _retrieve_context
    context = await super()._retrieve_context(*args, **kwargs)
  File ""/home/peize/Code/htzq/mem0/mem0/memory/main.py"", line 4371, in _retrieve_context
    context, search_result = await asyncio.gather(
  File ""/home/peize/Code/htzq/mem0/mem0/memory/main.py"", line 5876, in search
    original_memories = await self._search_vector_store(
  File ""/home/peize/Code/htzq/mem0/mem0/memory/main.py"", line 6034, in _search_vector_store
    semantic_results = await asyncio.to_thread(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/asyncio/threads.py"", line 25, in to_thread
    return await loop.run_in_executor(None, func_call)
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/concurrent/futures/thread.py"", line 58, in run
    result = self.fn(*self.args, **self.kwargs)
  File ""/home/peize/Code/htzq/mem0/mem0/vector_stores/qdrant.py"", line 463, in search
    hits = self.client.query_points(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/site-packages/qdrant_client/qdrant_client.py"", line 423, in query_points
    return self._client.query_points(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/site-packages/qdrant_client/local/qdrant_local.py"", line 417, in query_points
    return collection.query_points(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/site-packages/qdrant_client/local/local_collection.py"", line 751, in query_points
    scored_points = self._query_collection(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/site-packages/qdrant_client/local/local_collection.py"", line 931, in _query_collection
    return self.search(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/site-packages/qdrant_client/local/local_collection.py"", line 653, in search
    mask = self._payload_and_non_deleted_mask(query_filter, vector_name=name)
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/site-packages/qdrant_client/local/local_collection.py"", line 509, in _payload_and_non_deleted_mask
    payload_mask = calculate_payload_mask(
  File ""/home/peize/anaconda3/envs/MemoryOS/lib/python3.10/site-packages/qdrant_client/local/payload_filters.py"", line 330, in calculate_payload_mask
    if not deleted[i]:
IndexError: index 492 is out of bounds for axis 0 with size 492
"
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q001,0,False,False,False,独立问题,0,,,无需前文；当前问题可独立回答,,8325.937752000755,8325.778651997098,,,0,0,,,,,,,,130.01750099647325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q002,1,True,False,False,相邻承接,1,1,S003-Q001,S003-Q001提供当前问题所指向的前序结论或事实依据,,288.7869030091679,288.5093029908603,,,0,0,S003-Q001,,,,,,S003-Q001,151.3789010059554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q003,2,True,False,False,相邻承接,1,1,S003-Q002,S003-Q002提供当前问题所指向的前序结论或事实依据,,1352.9945140035124,1352.6599140022881,,,0,0,S003-Q001|S003-Q002,,,,,,S003-Q001|S003-Q002,168.8816020032391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q004,3,True,False,False,相邻承接,1,1,S003-Q003,S003-Q003提供当前问题所指向的前序结论或事实依据,,3025.1095359999454,3024.7957359970314,,,0,0,S003-Q001|S003-Q002|S003-Q003,,,,,,S003-Q001|S003-Q002|S003-Q003,41.85770099866204,95cab568-42b2-4cff-ac9d-286ff3b0e9ac,,S003-Q001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q005,4,True,False,False,相邻承接,1,1,S003-Q004,S003-Q004提供当前问题所指向的前序结论或事实依据,,3974.293049002881,3973.7607490096707,,,0,0,S003-Q001|S003-Q002|S003-Q003|S003-Q004,,,,,,S003-Q001|S003-Q002|S003-Q003|S003-Q004,38.57040099683218,c6a9885e-b04c-4536-b255-c341d877156f,,S003-Q002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q006,5,True,True,True,历史回溯,5,5,S003-Q001,S003-Q001提供五轮前关于【先帮我梳理一下比亚迪2023—2025年的主要财务变化】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,270.75010500266217,270.0275050010532,,,0,0,S003-Q003|S003-Q004|S003-Q005,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q003|S003-Q004|S003-Q005|S003-Q001|S003-Q002,22.96399998886045,395d6d80-bda5-442f-8dfc-af1d44556093,,S003-Q003,0.0,0.0,0,0,0.0,1,3,0,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.5,1,1,1.0,1,2,1,1.0,0.2,1,1,0.25,1,5,1,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q007,6,True,False,False,相邻承接,1,1,S003-Q006,S003-Q006提供当前问题所指向的前序结论或事实依据,,244.73280500387773,243.93990499083884,,,0,0,S003-Q003|S003-Q004|S003-Q005|S003-Q006,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q001|S003-Q002,S003-Q002|S003-Q001,S003-Q001|S003-Q002,S003-Q003|S003-Q004|S003-Q005|S003-Q006|S003-Q001|S003-Q002,28.53930000856053,41eab1cd-6da8-40d7-ba9f-7fbac21ed643,,S003-Q004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q008,7,True,True,True,历史回溯,5,5,S003-Q003,S003-Q003提供五轮前关于【口径确认后，把刚才提到的关键指标逐年列出来，哪一年变化最明显】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,2723.2967390009435,2722.5836389989126,,,0,0,S003-Q005|S003-Q006|S003-Q007,S003-Q003|S003-Q004|S003-Q001|S003-Q002,S003-Q001|S003-Q002|S003-Q003|S003-Q004,S003-Q003|S003-Q004|S003-Q001|S003-Q002,S003-Q003|S003-Q001|S003-Q004,S003-Q003|S003-Q004|S003-Q001|S003-Q002,S003-Q005|S003-Q006|S003-Q007|S003-Q003|S003-Q004|S003-Q001|S003-Q002,134.74030200450215,5c42a5ad-7b3f-4b72-8175-0c3c04432413,,S003-Q005,0.0,0.0,0,0,0.0,1,3,0,1.0,0.25,1,1,1.0,1,4,1,1.0,0.25,1,1,0.3333333333333333,1,4,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.3333333333333333,1,1,1.0,1,3,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.14285714285714285,1,1,0.25,1,7,1,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q009,8,True,False,False,相邻承接,1,1,S003-Q008,S003-Q008提供当前问题所指向的前序结论或事实依据,,2053.321724990383,2051.8145249952795,,,0,0,S003-Q005|S003-Q006|S003-Q007|S003-Q008,S003-Q004|S003-Q002|S003-Q003|S003-Q001,S003-Q001|S003-Q002|S003-Q003|S003-Q004,S003-Q004|S003-Q002|S003-Q003|S003-Q001,S003-Q001|S003-Q002|S003-Q003,S003-Q004|S003-Q002|S003-Q003|S003-Q001,S003-Q005|S003-Q006|S003-Q007|S003-Q008|S003-Q004|S003-Q002|S003-Q003|S003-Q001,139.974602003349,fbafd849-ce10-4594-a7f6-28a2759c60eb,,S003-Q006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q010,9,True,True,True,历史回溯,5,5,S003-Q005,S003-Q005提供五轮前关于【如果识别出了拐点，它主要发生在2024年还是2025年】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,5344.499334998545,5343.671834998531,,,0,0,S003-Q007|S003-Q008|S003-Q009,S003-Q006|S003-Q005|S003-Q003|S003-Q001|S003-Q002,S003-Q001|S003-Q002|S003-Q003|S003-Q004|S003-Q005|S003-Q006,S003-Q006|S003-Q005|S003-Q003|S003-Q001|S003-Q002|S003-Q004,S003-Q005|S003-Q002|S003-Q001|S003-Q003|S003-Q006,S003-Q006|S003-Q005|S003-Q003|S003-Q001|S003-Q002|S003-Q004,S003-Q007|S003-Q008|S003-Q009|S003-Q006|S003-Q005|S003-Q003|S003-Q001|S003-Q002|S003-Q004,879.8441060062032,c52a2180-0aac-4d67-b4ff-c05673b9d4a0,,S003-Q007,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,0.5,1,5,1,1.0,0.16666666666666666,1,1,0.2,1,6,1,1.0,0.16666666666666666,1,1,0.5,1,6,1,1.0,0.2,1,1,1.0,1,5,1,1.0,0.16666666666666666,1,1,0.5,1,6,1,1.0,0.1111111111111111,1,1,0.2,1,9,1,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q011,10,True,False,False,相邻承接,1,1,S003-Q010,S003-Q010提供当前问题所指向的前序结论或事实依据,,2446.0379149968503,2391.819715005113,,,0,0,S003-Q007|S003-Q008|S003-Q009|S003-Q010,S003-Q006|S003-Q001|S003-Q003|S003-Q004|S003-Q002,S003-Q001|S003-Q002|S003-Q003|S003-Q004|S003-Q005|S003-Q006,S003-Q006|S003-Q001|S003-Q003|S003-Q004|S003-Q002|S003-Q005,S003-Q002|S003-Q006|S003-Q001,S003-Q006|S003-Q001|S003-Q003|S003-Q004|S003-Q002|S003-Q005,S003-Q007|S003-Q008|S003-Q009|S003-Q010|S003-Q006|S003-Q001|S003-Q003|S003-Q004|S003-Q002|S003-Q005,466.2736030004453,fae0d1b3-8931-4263-a6a0-9eabb0775a66,,S003-Q008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S003_比亚迪_风委,S003_比亚迪_风委,S003-Q012,11,True,True,True,历史回溯,5,5,S003-Q007,S003-Q007提供五轮前关于【既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断】的已确认结论、三年原数及口径限制；缺少该信息无法完成本轮要求的跨轮对照与结论承接。,,2382.5342130003264,2380.9720130084315,,,0,0,S003-Q009|S003-Q010|S003-Q011,S003-Q007|S003-Q008|S003-Q006|S003-Q004|S003-Q003,S003-Q001|S003-Q002|S003-Q003|S003-Q004|S003-Q005|S003-Q006|S003-Q007|S003-Q008,S003-Q007|S003-Q008|S003-Q006|S003-Q004|S003-Q003|S003-Q001|S003-Q002|S003-Q005,S003-Q007|S003-Q008|S003-Q006|S003-Q001,S003-Q007|S003-Q008|S003-Q006|S003-Q004|S003-Q003|S003-Q001|S003-Q002|S003-Q005,S003-Q009|S003-Q010|S003-Q011|S003-Q007|S003-Q008|S003-Q006|S003-Q004|S003-Q003|S003-Q001|S003-Q002|S003-Q005,334.4346020021476,a55328d1-68fd-4fb9-8cc3-5fe0e509e188,,S003-Q009,0.0,0.0,0,0,0.0,1,3,0,1.0,0.2,1,1,1.0,1,5,1,1.0,0.125,1,1,0.14285714285714285,1,8,1,1.0,0.125,1,1,1.0,1,8,1,1.0,0.25,1,1,1.0,1,4,1,1.0,0.125,1,1,1.0,1,8,1,1.0,0.09090909090909091,1,1,0.25,1,11,1,
