session_id,query_id,original_query,gold_page_ids,baseline_hit5,baseline_gold_ranks,baseline_gold_scores,P0_resolved_query,P0_actual_embedding_text,P0_changed,P0_hit5,P0_transition,P0_gold_ranks,P0_gold_scores,P0_added_canonical_content,P0_reference_required,P0_context_supported_but_not_required,P0_unsupported,P1_resolved_query,P1_actual_embedding_text,P1_changed,P1_hit5,P1_transition,P1_gold_ranks,P1_gold_scores,P1_added_canonical_content,P1_reference_required,P1_context_supported_but_not_required,P1_unsupported,P2_resolved_query,P2_actual_embedding_text,P2_changed,P2_hit5,P2_transition,P2_gold_ranks,P2_gold_scores,P2_added_canonical_content,P2_reference_required,P2_context_supported_but_not_required,P2_unsupported,P3_resolved_query,P3_actual_embedding_text,P3_changed,P3_hit5,P3_transition,P3_gold_ranks,P3_gold_scores,P3_added_canonical_content,P3_reference_required,P3_context_supported_but_not_required,P3_unsupported
S003,S003-Q056,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,"[""59d896c1-0734-53cf-821a-5728dd5fe548""]",False,[25],[0.39264366030693054],把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,False,False,UNCHANGED_MISS,[25],[0.3926438093185425],0,0,0,0,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,True,False,UNCHANGED_MISS,[31],[0.42623037099838257],3,0,3,0,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,True,False,UNCHANGED_MISS,[31],[0.42623037099838257],3,0,3,0,把上一轮关于总资产与归母净利润的可复算比率放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,把上一轮关于总资产与归母净利润的可复算比率放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,True,False,UNCHANGED_MISS,[21],[0.5305444598197937],3,0,3,0
S003,S003-Q063,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,"[""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9""]",False,[14],[0.42972472310066223],这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[14],[0.4297247529029846],0,0,0,0,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[14],[0.4297247529029846],0,0,0,0,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[14],[0.4297247529029846],0,0,0,0,这条归母股东权益与总资产连续上升的证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,这条归母股东权益与总资产连续上升的证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,True,False,UNCHANGED_MISS,[41],[0.48965567350387573],4,1,3,0
S003,S003-Q065,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,"[""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"", ""ad470150-cd72-5d94-9d96-467573c4b92b""]",False,"[31, 33]","[0.39131292700767517, 0.38522157073020935]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,False,False,UNCHANGED_MISS,"[31, 33]","[0.3913128972053528, 0.38522157073020935]",0,0,0,0,修订后重新区分事实、计算与判断，前面各轮关于营业收入、归母净利润、扣非归母净利润、经营活动现金流净额、总资产、归母股东权益的信息有没有被混在一起；回答时同时保留一项可能的反证。,修订后重新区分事实、计算与判断，前面各轮关于营业收入、归母净利润、扣非归母净利润、经营活动现金流净额、总资产、归母股东权益的信息有没有被混在一起；回答时同时保留一项可能的反证。,True,False,UNCHANGED_MISS,"[23, 43]","[0.547545850276947, 0.5074213743209839]",7,0,7,0,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,False,False,UNCHANGED_MISS,"[31, 33]","[0.3913128972053528, 0.38522157073020935]",0,0,0,0,修订后重新区分事实、计算与判断，前面各轮关于归母净利润与总资产方向冲突的信息有没有被混在一起；回答时同时保留一项可能的反证。,修订后重新区分事实、计算与判断，前面各轮关于归母净利润与总资产方向冲突的信息有没有被混在一起；回答时同时保留一项可能的反证。,True,False,UNCHANGED_MISS,"[19, 34]","[0.5203093886375427, 0.4963300824165344]",4,1,3,0
S003,S003-Q066,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,"[""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""e6b075df-0710-53c0-a850-a6bc715553b6""]",False,"[6, 39]","[0.4341575503349304, 0.34592118859291077]",接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,False,False,UNCHANGED_MISS,"[6, 39]","[0.43415749073028564, 0.345921128988266]",0,0,0,0,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于修订后重新区分事实、计算与判断的关系。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于修订后重新区分事实、计算与判断的关系。,True,False,UNCHANGED_MISS,"[6, 41]","[0.43694350123405457, 0.3537946939468384]",3,0,3,0,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于证据分级的关系。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于证据分级的关系。,True,True,RESCUED,"[4, 40]","[0.4304228127002716, 0.3276005983352661]",1,0,1,0,接着审查表达强度，哪些关于扣非归母净利润与归母净利润先升后降的结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于证据分级的关系。,接着审查表达强度，哪些关于扣非归母净利润与归母净利润先升后降的结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于证据分级的关系。,True,False,UNCHANGED_MISS,"[8, 50]","[0.5396257638931274, 0.4655403792858124]",5,1,4,0
S003,S003-Q070,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,"[""6e93a473-ae4a-524c-aee1-43aafd7f6bb0""]",False,[6],[0.4145900309085846],沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,[6],[0.41459009051322937],0,0,0,0,沿着上一轮的风险议题卡核心内容表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,沿着上一轮的风险议题卡核心内容表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[30],[0.38500145077705383],1,0,0,1,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,[6],[0.41459009051322937],0,0,0,0,沿着上一轮风险议题卡核心内容的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,沿着上一轮风险议题卡核心内容的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,[31],[0.36825159192085266],1,0,0,1
S003,S003-Q077,结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,"[""21f9ae05-f6a0-5cc5-af10-142d014dcf11"", ""96af7f08-1678-5164-9e1e-935a577a7d1b"", ""2fdaac5c-103c-5100-8480-7d15511a3658""]",False,"[7, 67, 26]","[0.447327196598053, 0.32590147852897644, 0.41176116466522217]",结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,"[7, 67, 26]","[0.4473271667957306, 0.32590144872665405, 0.4117611348628998]",0,0,0,0,结合刚才对归母净利润呈先升后降与总资产呈连续上升的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,结合刚才对归母净利润呈先升后降与总资产呈连续上升的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,True,False,UNCHANGED_MISS,"[6, 68, 10]","[0.6099637746810913, 0.4957233667373657, 0.592424213886261]",5,2,3,0,结合刚才的压力检验（归母净利润呈先升后降，总资产呈连续上升），冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,结合刚才的压力检验（归母净利润呈先升后降，总资产呈连续上升），冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,True,True,RESCUED,"[3, 70, 13]","[0.6059979200363159, 0.4838414788246155, 0.5801041126251221]",5,2,3,0,结合刚才归母净利润先升后降与总资产连续上升的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,结合刚才归母净利润先升后降与总资产连续上升的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,True,True,RESCUED,"[5, 70, 10]","[0.5958957076072693, 0.47432419657707214, 0.5783835649490356]",5,2,3,0
S003,S003-Q078,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,"[""70584af0-da6d-5ee7-9e7c-ad3f962ef545"", ""96af7f08-1678-5164-9e1e-935a577a7d1b""]",False,"[8, 70]","[0.5034886598587036, 0.4027944505214691]",再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,"[8, 70]","[0.5034887790679932, 0.4027945399284363]",0,0,0,0,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,"[8, 70]","[0.5034887790679932, 0.4027945399284363]",0,0,0,0,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,"[8, 70]","[0.5034887790679932, 0.4027945399284363]",0,0,0,0,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,"[8, 70]","[0.5034887790679932, 0.4027945399284363]",0,0,0,0
S003,S003-Q084,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,"[""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22""]",False,[68],[0.457669198513031],来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,False,False,UNCHANGED_MISS,[68],[0.45766910910606384],0,0,0,0,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断（即扣非归母净利润呈先升后降、归母净利润呈先升后降）；别只复述数字，要说明它和上一问（现有数字分别来自哪份公开披露；回答时同时保留一项可能的反证）的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断（即扣非归母净利润呈先升后降、归母净利润呈先升后降）；别只复述数字，要说明它和上一问（现有数字分别来自哪份公开披露；回答时同时保留一项可能的反证）的关系。,True,False,UNCHANGED_MISS,[67],[0.569705605506897],4,1,3,0,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断（扣非归母净利润呈先升后降，归母净利润呈先升后降）；别只复述数字，要说明它和上一问（现有数字分别来自哪份公开披露）的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断（扣非归母净利润呈先升后降，归母净利润呈先升后降）；别只复述数字，要说明它和上一问（现有数字分别来自哪份公开披露）的关系。,True,False,UNCHANGED_MISS,[65],[0.591045081615448],4,1,3,0,来源确认以后，再看三年比较口径是否足以支撑前面的扣非归母净利润与归母净利润横向判断；别只复述数字，要说明它和上一问的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的扣非归母净利润与归母净利润横向判断；别只复述数字，要说明它和上一问的关系。,True,False,UNCHANGED_MISS,[64],[0.5765594840049744],3,0,3,0
S003,S003-Q088,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,"[""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"", ""dc75d4a6-dbec-512b-bed7-4048466382c6""]",False,"[75, 22]","[0.34470492601394653, 0.42815840244293213]",修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,"[75, 22]","[0.3447049856185913, 0.42815840244293213]",0,0,0,0,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,True,False,UNCHANGED_MISS,"[77, 49]","[0.46810898184776306, 0.5106473565101624]",5,5,0,0,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,True,False,UNCHANGED_MISS,"[77, 49]","[0.46810898184776306, 0.5106473565101624]",5,5,0,0,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果营业收入与归母净利润的判断需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果营业收入与归母净利润的判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,"[71, 50]","[0.4440189003944397, 0.4765785038471222]",3,3,0,0
S003,S003-Q091,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,"[""68d070f4-4242-579d-b5a8-83f3dc6283b3"", ""dc75d4a6-dbec-512b-bed7-4048466382c6"", ""ff75fe78-c1af-5b7a-a243-9648b6132a06""]",True,"[27, 4, 8]","[0.4808177649974823, 0.5210728645324707, 0.5104247331619263]",回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,False,True,UNCHANGED_HIT,"[27, 4, 8]","[0.4808177947998047, 0.5210728645324707, 0.510424792766571]",0,0,0,0,回到最早的问题，现在用已经修订过的口径重新概括2023—2025三个完整财年的财务路径；先说明能确认的事实，再说还不能确认的原因。,回到最早的问题，现在用已经修订过的口径重新概括2023—2025三个完整财年的财务路径；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[22, 5, 8]","[0.5618105530738831, 0.5950213074684143, 0.5800273418426514]",3,0,3,0,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,False,True,UNCHANGED_HIT,"[27, 4, 8]","[0.4808177947998047, 0.5210728645324707, 0.510424792766571]",0,0,0,0,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,回到最早的问题，现在用已经修订过的口径重新概括三年财务路径；先说明能确认的事实，再说还不能确认的原因。,False,True,UNCHANGED_HIT,"[27, 4, 8]","[0.4808177947998047, 0.5210728645324707, 0.510424792766571]",0,0,0,0
S004,S004-Q007,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,"[""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238""]",True,[2],[0.3488452732563019],既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,False,True,UNCHANGED_HIT,[2],[0.34884530305862427],0,0,0,0,既然归母净利润与扣非归母净利润口径已经拆开，经营活动现金流净额是否支持刚才关于扣非归母净利润先升后降的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,既然归母净利润与扣非归母净利润口径已经拆开，经营活动现金流净额是否支持刚才关于扣非归母净利润先升后降的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,True,True,UNCHANGED_HIT,[2],[0.4221230149269104],4,0,4,0,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,既然利润口径已经拆开，经营现金流是否支持刚才的盈利质量判断；如果证据不足，直接说明缺口，不要补估计值。,False,True,UNCHANGED_HIT,[2],[0.34884530305862427],0,0,0,0,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于盈利质量的判断；如果证据不足，直接说明缺口，不要补估计值。,既然归母净利润与扣非归母净利润的利润口径已经拆开，经营现金流是否支持刚才关于盈利质量的判断；如果证据不足，直接说明缺口，不要补估计值。,True,True,UNCHANGED_HIT,[2],[0.39686882495880127],3,0,3,0
S004,S004-Q011,沿着上一轮的盈利结论，接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,"[""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"", ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4""]",True,"[6, 1]","[0.4478003680706024, 0.626485288143158]",沿着上一轮的盈利结论（扣非归母净利润呈先升后降，归母股东权益呈连续上升），接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,沿着上一轮的盈利结论（扣非归母净利润呈先升后降，归母股东权益呈连续上升），接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[5, 1]","[0.5316189527511597, 0.683984100818634]",4,2,2,0,沿着上一轮扣非归母净利润呈先升后降的盈利结论，接下来重点看经营活动现金流净额是否跟得上；先说明能确认的事实，再说还不能确认的原因。,沿着上一轮扣非归母净利润呈先升后降的盈利结论，接下来重点看经营活动现金流净额是否跟得上；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[6, 1]","[0.49453282356262207, 0.655651867389679]",2,1,1,0,沿着上一轮的盈利结论（扣非归母净利润呈先升后降），接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,沿着上一轮的盈利结论（扣非归母净利润呈先升后降），接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[6, 1]","[0.5032122135162354, 0.6697134971618652]",2,1,1,0,沿着上一轮扣非归母净利润呈先升后降的盈利结论，接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,沿着上一轮扣非归母净利润呈先升后降的盈利结论，接下来重点看经营现金流是否跟得上；先说明能确认的事实，再说还不能确认的原因。,True,True,UNCHANGED_HIT,"[6, 1]","[0.4911777079105377, 0.6543886661529541]",2,1,1,0
S004,S004-Q013,把上一轮现金流与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,"[""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"", ""d876eb51-66ba-5437-955a-25c3f405ef2f""]",True,"[8, 2]","[0.5743756294250488, 0.6311529874801636]",把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,True,True,UNCHANGED_HIT,"[8, 3]","[0.5841161012649536, 0.6438204050064087]",2,2,0,0,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,True,True,UNCHANGED_HIT,"[8, 3]","[0.5841161012649536, 0.6438204050064087]",2,2,0,0,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,True,True,UNCHANGED_HIT,"[8, 3]","[0.5841161012649536, 0.6438204050064087]",2,2,0,0,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,把上一轮经营活动现金流净额与归母净利润逐年配对，两者在哪一年错位最明显；不要只比较2023年和2025年两个端点。,True,True,UNCHANGED_HIT,"[8, 3]","[0.5841161012649536, 0.6438204050064087]",2,2,0,0
S004,S004-Q014,接着计算现金流与净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,"[""a60bbf7a-8108-58fc-8b4a-1356764282aa""]",True,[2],[0.5237041115760803],接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,True,True,UNCHANGED_HIT,[2],[0.5726079940795898],3,1,2,0,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果经营活动现金流净额与归母净利润指标方向不同，请保留这种冲突。,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果经营活动现金流净额与归母净利润指标方向不同，请保留这种冲突。,True,True,UNCHANGED_HIT,[2],[0.5770546197891235],3,1,2,0,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,True,True,UNCHANGED_HIT,[2],[0.5726079940795898],3,1,2,0,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,接着计算经营活动现金流净额与归母净利润的近似比率，这个比率能说明到什么程度；如果指标方向不同，请保留这种冲突。,True,True,UNCHANGED_HIT,[2],[0.5726079940795898],3,1,2,0
S004,S004-Q021,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,"[""112af49e-d51f-599c-ad67-5cc18432f1a8""]",False,[11],[0.692194402217865],前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[11],[0.692194402217865],0,0,0,0,前面的归母净利润、扣非归母净利润和经营活动现金流净额已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,前面的归母净利润、扣非归母净利润和经营活动现金流净额已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,True,False,UNCHANGED_MISS,[13],[0.7426124215126038],4,0,4,0,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[11],[0.692194402217865],0,0,0,0,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,前面的利润和现金已经梳理过了，接下来检查总资产的三年变化；回答时同时保留一项可能的反证，在比亚迪这组三年数字中具体怎么体现？,False,False,UNCHANGED_MISS,[11],[0.692194402217865],0,0,0,0
